pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
0.51,
0.52,
0.53,
0.54,
0.55,
0.56,
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.621,
0.622,
0.623,
0.624,
0.625,
0.626,0.00045458148641107636
0.627,0.0009092349138065235
0.628,0.0013639600958592192
0.629,0.0018187568524892126
0.63,0.0022736249928117557
0.64,0.006826192827514237
0.65,0.011385702369758877
0.66,0.01595198065635441
0.67,0.02052486081081191
0.68,0.02510418174081046
0.69,0.029689787904093247
0.7,0.03428152904194922
0.71,0.038879259941507524
0.72,0.04348284023404802
0.73,0.04809213416449891
0.74,0.05270701040055196
0.75,0.05732734185618418
0.76,0.06195300549356994
0.77,0.06658388217181367
0.78,0.07121985647407321
0.79,0.07586081656709749
0.8,0.0805066540499592
0.81,0.08515726381359259
0.82,0.08981254392554221
0.83,0.09447239548589903
0.84,0.0991367225300572
0.85,0.10380543189185333
0.86,0.10847843312793277
0.87,0.11315563838809238
0.88,0.11783696232884174
0.89,0.12252232202336347
0.9,0.1272116368678715
0.91,0.13190482850597757
0.92,0.13660182073144814
0.93,0.14130253943057855
0.94,0.14600691249575481
0.95,0.15071486975702322
0.96,0.15542634291726173
0.97,0.16014126548735072
0.98,0.1648595727177431
0.99,0.1695812015552448
