pi2,lambda
0.0,0.22959235183857546
0.0,0.22811829322792251
0.0,0.226638394469592
0.0,0.22515261950797627
0.0,0.2236609319777299
0.01,0.22216329520016856
0.01,0.22065967217966706
0.01,0.21915002560005808
0.01,0.2176343178318351
0.01,0.21611251091054265
0.02,0.20055039559827278
0.03,0.18433403463271922
0.04,0.1674194519712339
0.05,0.1497584541059211
0.06,0.1312980888549545
0.07,0.11198001520520344
0.08,0.09173976608292139
0.09,0.07050588150288664
0.1,0.048198883816237964
0.11,0.024730059213893218
0.111,0.02231555056686626
0.11214285714285714,0.019540545203636572
0.11328571428571428,0.016748781827073813
0.11442857142857142,0.013940098347214148
0.11557142857142857,0.01111433044470394
0.11671428571428571,0.008271311541986992
0.11785714285714285,0.005410872745678918
0.119,0.00253284282855917
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
