pi2,lambda
0.0,0.40684345303826036
0.0,0.40597409979826166
0.0,0.40510220964233645
0.0,0.40422777150997424
0.0,0.40335077427223437
0.01,0.4024712067317451
0.01,0.4015890576299079
0.01,0.40070431563969405
0.01,0.3998169693692459
0.01,0.3989270073618768
0.02,0.3898809523803995
0.03,0.38056020634465804
0.04,0.37095213280678996
0.05,0.3610433117982693
0.06,0.35081947837222144
0.07,0.3402654553183499
0.08,0.3293650793661721
0.09,0.318101120087815
0.1,0.3064551907728452
0.11,0.29440765016224185
0.12,0.2819374940978911
0.13,0.26902223575861445
0.14,0.2556377730781056
0.15,0.2417582417564709
0.16,0.22735585197813687
0.17,0.21240070670397612
0.18,0.19686059907776093
0.19,0.1807007861088843
0.2,0.16388373531067366
0.21,0.14636884049821233
0.22,0.12811210225087305
0.23,0.10906576786766721
0.24,0.0891779246926916
0.25,0.06839203961467812
0.26,0.046646436352521525
0.27,0.023873700424300936
0.271,0.021537151589854333
0.272,0.0191895214563919
0.273,0.016830731707142974
0.274,0.014460703301415497
0.275,0.012079356456588
0.276,0.009686610633703229
0.277,0.007282384533866541
0.278,0.004866596091042692
0.279,0.0024391624576494586
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
