pi2,lambda
0.0,0.11312107341732165
0.0,0.11121011864905082
0.0,0.10929055004805666
0.0,0.10736230721912517
0.0,0.10542532918358341
0.01,0.10347955437569777
0.01,0.1015249206390723
0.01,0.09956136520143781
0.01,0.09758882469986271
0.01,0.09560723514113566
0.02,0.07527910685873442
0.03,0.05397079149291773
0.04,0.03160679476333903
0.05,0.008103432576782489
0.051,0.005686937276932041
0.052,0.0032580281872736307
0.053,0.0008166056551640115
0.054,
0.05499999999999999,
0.055999999999999994,
0.056999999999999995,
0.057999999999999996,
0.059,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
