pi2,lambda
0.0,0.3551713693450849
0.0,0.35420781534273577
0.0,0.35324140087121086
0.0,0.3522721132528815
0.0,0.35129993974529056
0.01,0.3473821292215419
0.01,0.3483659752738467
0.01,0.34639533240437215
0.01,0.35032486752314385
0.01,0.3493468836927168
0.02,0.3363621276238101
0.03,0.3260188087768647
0.04,0.3153508771944942
0.05,0.3043429216020834
0.06,0.2929785455544265
0.07,0.2812402878367867
0.08,0.2691095350684949
0.09,0.2565664255798733
0.1,0.24358974359005303
0.11,0.23015680241792283
0.12,0.21624331550886816
0.13,0.20182325367458936
0.14,0.18686868686765337
0.15,0.17134960847388425
0.16,0.15523373983917796
0.17,0.13848631239797268
0.18,0.12106982441765006
0.19,0.10294376872845355
0.2,0.0840643274843704
0.21,0.06438402912162977
0.22,0.04385136198996493
0.23,0.022410338198971865
0.23099999999999998,0.020213975267512212
0.23199999999999998,0.01800785989381545
0.23299999999999998,0.01579192767048633
0.23399999999999999,0.013566113621076953
0.235,0.011330352210891572
0.236,0.009084577314572207
0.237,0.0068287222341066375
0.238,0.004562719677218791
0.239,0.002286501760970368
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
