pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.111,
0.112,0.0002810976587897527
0.113,0.0005982678915322303
0.114,0.0009164108837552562
0.116,0.0015555442059470817
0.117,0.0018765001802628425
0.118,0.0021983601703386823
0.119,0.002521108051815794
0.12,0.0028447280965112646
0.13,0.006125697247635646
0.14,0.009479100544484389
0.15,0.012894170992384818
0.16,0.01636223169461476
0.17,0.019876201025111794
0.18,0.023430234499873186
0.19,0.027019460657293472
0.2,0.03063978293780406
0.21,0.03428772882729673
0.22,0.03796033342463053
0.23,0.04165504854087421
0.24,0.04536967088702325
0.25,0.04910228482658365
0.26,0.05285121630031555
0.27,0.05661499542362745
0.28,0.060392325916203755
0.29,0.06418205992322601
0.3,0.06798317711889543
0.31,0.07179476730350645
0.32,0.0756160157917594
0.33,0.07944619108088567
0.34,0.08328463439880707
0.35,0.08713075081899138
0.36,0.09098400164307015
0.37,0.09484389784592863
0.38,0.09870999445000803
0.39,0.10258188563433417
0.4,0.1064592004918337
0.41,0.11034159932689037
0.42,0.11422877041390593
0.43,0.1181204271700449
0.44,0.1220163056449199
0.45,0.12591616232001498
0.46,0.12981977216742335
0.47,0.13372692689947072
0.48,0.13763743344883994
0.49,0.14155111258195593
0.5,0.14546779769965287
0.51,0.14938733370267068
0.52,0.15330957604803583
0.53,0.1572343898342555
0.54,0.1611616490197705
0.55,0.1650912357062369
0.56,0.16902303948663683
0.57,0.1729569568474128
0.58,0.17689289065343944
0.59,0.18083074965100218
0.6,0.184770448028403
0.61,0.18871190501978388
0.62,0.19265504453416227
0.63,0.1965997948204826
0.64,0.20054608817228484
0.65,0.2044938606287721
0.66,0.2084430517263
0.67,0.21239360426787457
0.68,0.2163454640962513
0.69,0.22029857989584742
0.7,0.22425290300906023
0.71,0.22820838727419496
0.72,0.23216498884898693
0.73,0.236122666084545
0.74,0.24008137937408477
0.75,0.24404109104488048
0.76,0.24800176522860753
0.77,0.25196336775689593
0.78,0.25592586606768924
0.79,0.25988922910439877
0.8,0.2638534272330681
0.81,0.2678184321667384
0.82,0.271784216875409
0.83,0.2757507555320133
0.84,0.2797180234367854
0.85,0.28368599696323554
0.86,0.28765465349332203
0.87,0.2916239713634267
0.88,0.2955939298283392
0.89,0.2995645089928266
0.9,0.3035356897864221
0.91,0.307507453909401
0.92,0.31147978379676505
0.93,0.3154526625822258
0.94,0.3194260740729943
0.95,0.32340000269575625
0.96,0.32737443348946943
0.97,0.331349352062144
0.98,0.33532474456203026
0.99,0.3393005976668135
