pi2,lambda
0.0,0.3203235088220713
0.0,0.3192149427992614
0.0,0.318102857020169
0.0,0.3169872350254863
0.0,0.3158680602694678
0.01,0.3102183085669437
0.01,0.31248905237322616
0.01,0.31135549900026616
0.01,0.31474531609471795
0.01,0.3136189857501996
0.02,0.2986425339348746
0.03,0.28668346578660164
0.04,0.2743221690574359
0.05,0.26153846153898863
0.06,0.24831081081221176
0.07,0.23461622091588127
0.08,0.22043010752598075
0.09,0.205726160241359
0.1,0.19047619047739914
0.11,0.1746499631524914
0.12,0.15821501014321213
0.13,0.14113642314916097
0.14,0.12337662337790672
0.15,0.10489510489504149
0.16,0.08564814814939284
0.17,0.0655884995495642
0.18,0.04466501240612214
0.19,0.02282224365335104
0.191,0.02058513263757498
0.192,0.01833816825555413
0.193,0.01608128702190256
0.194,0.01381442492179932
0.195,0.011537517389378797
0.196,0.009250499314933935
0.197,0.0069533050449162295
0.198,0.004645868353122917
0.199,0.0023281224587049995
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
