pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.051,
0.052,
0.053,
0.054,
0.055,0.0007803610390733361
0.056,0.0021303806299461567
0.057,0.0034809665254438736
0.058,0.004832108446602887
0.059,0.006183796370173131
0.06,0.0075360205286180626
0.07,0.02108577209880362
0.08,0.03468000692122544
0.09,0.048312102562891174
0.1,0.061976743546263535
0.11,0.0756696036486093
0.12,0.08938711889681478
0.13,0.10312632183620532
0.14,0.11688471825141254
0.15,0.13066019391377248
0.16,0.14445094304636602
0.17,0.15825541268291546
0.18,0.17207225890835662
0.19,0.18590031204218097
0.2,0.1997385487044338
0.21,0.21358606916885942
0.22,0.2274420788758935
0.23,0.24130587322671213
0.24,0.2551768249740332
0.25,0.26905437371265134
0.26,0.28293801706272237
0.27,0.29682730323246237
0.28,0.31072182471895016
0.29,0.32462121291653434
0.3,0.33852513354280195
0.31,0.352433282666015
0.32,0.36634538329439614
0.33,0.3802611824228177
0.34,0.39418044846846234
0.35,0.40810296900541876
0.36,0.4220285488234184
0.37,0.43595700818466226
0.38,0.449888181311149
0.39,0.4638219150412789
0.4,0.4777580676413257
0.41,0.49169650774656687
0.42,0.5056371134248675
0.43,0.5195797713375083
0.44,0.5335243759864504
0.45,0.5474708290408382
0.46,0.5614190387355292
0.47,0.5753689193380611
0.48,0.5893203906372221
0.49,0.6032733775180628
0.5,0.6172278095549161
0.51,0.6311836206512368
0.52,0.6451407487010516
0.53,0.6590991353080338
0.54,0.6730587254901729
0.55,0.6870194674492719
0.56,0.7009813123296398
0.57,0.7149442140200046
0.58,0.7289081289554245
0.59,0.7428730159516146
0.6,0.7568388360392738
0.61,0.7708055523056137
0.62,0.7847731297791076
0.63,0.7987415352926304
0.64,0.812710737364605
0.65,0.8266807061017593
0.66,0.8406514130910788
0.67,0.8546228313169696
0.68,0.8685949350676161
0.69,0.8825676998629491
0.7,0.8965411023826159
0.71,0.9105151203939454
0.72,0.9244897326835194
0.73,0.938464919013953
0.74,0.952440660055464
0.75,0.966416937342655
0.76,0.9803937332204866
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
