pi2,lambda
0.0,0.5902935109475693
0.0,0.589676104573992
0.0,0.5890568637403608
0.0,0.5884357803646876
0.0,0.5878128463073587
0.01,0.5871880533891425
0.01,0.586561393376784
0.01,0.5859328579902071
0.01,0.5853024389097176
0.01,0.5846701277471917
0.02,0.5782410735669242
0.03,0.5716132209027698
0.04,0.5647773279363955
0.05,0.5577235772347097
0.06,0.550441530639835
0.07,0.5429200798515679
0.08,0.5351473922917437
0.09,0.5271108516382348
0.1,0.518796992481141
0.11,0.5101914283484332
0.12,0.5012787723771347
0.13,0.4920425496828138
0.14,0.48246510044415825
0.15,0.47252747252850114
0.16,0.46220930232571594
0.17,0.451488682256193
0.18,0.44034201321332694
0.19,0.4287438398876057
0.2,0.4166666666672748
0.21,0.4040807513747615
0.22,0.3909538737126705
0.23,0.3772510747061032
0.24,0.36293436293463227
0.25,0.3479623824468634
0.26,0.33229003651579336
0.27,0.3158680602694678
0.28,0.2986425339348746
0.29,0.28055432699236216
0.3,0.26153846153898863
0.31,0.24152338100545162
0.32,0.22043010752598075
0.33,0.19817126780304709
0.34,0.1746499631524914
0.35,0.1497584541059211
0.36,0.12337662337790672
0.37,0.09537017281907462
0.38,0.0655884995495642
0.39,0.03386218328186295
0.391,0.03057544108445236
0.392,0.02726715686252903
0.393,0.023937123837488493
0.394,0.02058513263757498
0.395,0.017210971233052694
0.396,0.01381442492179932
0.397,0.010395276260875693
0.398,0.0069533050449162295
0.399,0.0034882882521048916
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
