pi1,pi2
0.01,
0.011,
0.012,
0.013,
0.014,
0.015,0.0015835183945776357
0.016,0.0033617681051671742
0.017,0.005140347315246132
0.018,0.006919247896005526
0.019,0.008698461992357891
0.02,0.0104779820373437
0.03,0.028288515344201542
0.04,0.04612293486633342
0.05,0.06397672554916953
0.06,0.08184649405975608
0.07,0.0997296291415614
0.08,0.11762408135508634
0.09,0.13552821512057484
0.1,0.15344070624171743
0.11,0.17136046915695222
0.12,0.18928660409320275
0.13,0.20721835798132554
0.14,0.22515509503104572
0.15,0.2430962742425731
0.16,0.2610414320144804
0.17,0.2789901685008463
0.18,0.29694213680285636
0.19,0.31489703432856747
0.2,0.3328545958274151
0.21,0.3508145876960853
0.22,0.36877680331804563
0.23,0.38674105923504515
0.24,0.40470719192728544
0.25,0.4226750551518381
0.26,0.44064451767723983
0.27,0.4586154613962539
0.28,0.47658777969434635
0.29,0.4945613760666713
0.3,0.5125361629547552
0.31,0.5305120606948288
0.32,0.5484889966534456
0.33,0.5664669044603381
0.34,0.5844457233457264
0.35,0.6024253975424514
0.36,0.6204058757853524
0.37,0.6383871108682713
0.38,0.6563690592334694
0.39,0.6743516806330775
0.4,0.6923349378157574
0.41,0.7103187962529792
0.42,0.7283032238833079
0.43,0.7462881909035123
0.44,0.7642736695740765
0.45,0.7822596340355192
0.46,0.8002460601499244
0.47,0.8182329253640789
0.48,0.8362202085870184
0.49,0.8542078900495664
0.5,0.8721959512323005
0.51,0.8901843747467006
0.52,0.9081731442523122
0.53,0.9261622443811117
0.54,0.9441516606798832
0.55,0.9621413795093704
0.56,0.9801313880298729
0.57,
0.58,
0.59,
0.6,
0.61,
0.62,
0.63,
0.64,
0.65,
0.66,
0.67,
0.68,
0.69,
0.7,
0.71,
0.72,
0.73,
0.74,
0.75,
0.76,
0.77,
0.78,
0.79,
0.8,
0.81,
0.82,
0.83,
0.84,
0.85,
0.86,
0.87,
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
