pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.321,2.2139714427525097e-05
0.322,0.0018152426534739413
0.323,0.0036083530694399207
0.324,0.0054014674651728135
0.325,0.007194586460147655
0.326,0.008987709849073301
0.327,0.010780837635551346
0.328,0.012573969826784992
0.329,0.014367106419172639
0.33,0.016160247427120678
0.34,0.03409189792774201
0.35,0.05202398296848813
0.36,0.0699564983210818
0.37,0.08788943975004258
0.38,0.1058228031171332
0.39,0.12375658430932754
0.4,0.14169077930003796
0.41,0.15962538409148957
0.42,0.1775603947507361
0.43,0.19549580739525393
0.44,0.21343161818934012
0.45,0.2313678233513156
0.46,0.2493044191463223
0.47,0.26724140188632267
0.48,0.2851787679373034
0.49,0.3031165137048688
0.5,0.32105463564504516
0.51,0.3389931302534769
0.52,0.3569319940762305
0.53,0.37487122370619297
0.54,0.39281081576866633
0.55,0.41075076693937473
0.56,0.4286910739336599
0.57,0.4466317335064807
0.58,0.46457274245601626
0.59,0.48251409761285896
0.6,0.5004557958616257
0.61,0.5183978341085429
0.62,0.5363402093066582
0.63,0.5542829184486359
0.64,0.5722259585595554
0.65,0.5901693266969104
0.66,0.6081130199578122
0.67,0.6260570354825905
0.68,0.6440013704295845
0.69,0.6619460220039529
0.7,0.6798909874360661
0.71,0.6978362639995143
0.72,0.7157818489894955
0.73,0.7337277397372256
0.74,0.7516739336099353
0.75,0.7696204279964656
0.76,0.7875672203252747
0.77,0.8055143080464306
0.78,0.8234616886460171
0.79,0.8414093596425325
0.8,0.8593573185724829
0.81,0.8773055630047895
0.82,0.8952540905443881
0.83,0.9132028988106222
0.84,0.9311519854588511
0.85,0.9491013481696446
0.86,0.9670509846487847
0.87,0.9850008926272632
0.88,
0.89,
0.9,
0.91,
0.92,
0.93,
0.94,
0.95,
0.96,
0.97,
0.98,
0.99,
