lambda,f0,f1,f2
0.01,0.055875160200327324,0.6065680767462623,0.3375567630536422
0.02,0.05557323713873127,0.6063844656376384,0.33804229722365897
0.03,0.05527397678579008,0.6061904938276499,0.3385355293865267
0.04,0.054977349995083365,0.6059859038046224,0.3390367462001265
0.05,0.05468332778547959,0.6057704258007142,0.33954624641368697
0.060000000000000005,0.05439188134196482,0.6055437771255253,0.34006434153257326
0.06999999999999999,0.054102982016061764,0.6053056614565747,0.3405913565273814
0.08,0.05381660132584025,0.605055768083369,0.34112763059079865
0.09,0.05353271095537845,0.6047937710996779,0.34167351794495354
0.09999999999999999,0.05325128275382313,0.6045193285418629,0.3422293887043322
0.11,0.05297228873396312,0.6042320814679257,0.3427956297981022
0.12,0.05269570107033473,0.6039316529728447,0.3433726459568213
0.13,0.05242149209682281,0.6036176471346332,0.3439608607685566
0.14,0.05214963430377764,0.6032896478858673,0.3445607178103776
0.15000000000000002,0.05188010033460834,0.6029472178041136,0.34517268186128425
0.16,0.05161286298185056,0.6025898968146498,0.3457972402035377
0.17,0.05134789518266339,0.6022172007976222,0.34643490401967797
0.18000000000000002,0.0510851700137886,0.6018286200922809,0.3470862098939629
0.19,0.050824660685846436,0.6014236178877742,0.347751721426377
0.2,0.050566340537068134,0.6010016284925878,0.34843203097033715
0.21000000000000002,0.05031018302630544,0.6005620554697929,0.34912776150388336
0.22,0.05005616172536412,0.600104269627426,0.3498395686472013
0.23,0.04980425031057413,0.5996276068500676,0.3505681428393542
0.24000000000000002,0.04955442255356731,0.5991313657573284,0.3513142116890928
0.25,0.049306652311197574,0.5986148051729296,0.352078542515859
0.26,0.04906091351454288,0.5980771413865232,0.3528619450989329
0.27,0.04881718015692049,0.5975175451884828,0.3536652746546013
0.28,0.048575426280839294,0.5969351386557524,0.354489435063396
0.29000000000000004,0.04833562596380024,0.5963289916643787,0.3553353823718452
0.3,0.04809775330283397,0.5956981181013902,0.3562041285957441
0.31,0.04786178239770266,0.5950414717466397,0.35709674585564627
0.32,0.047627687332583345,0.5943579417898689,0.3580143708775019
0.33,0.04739544215616334,0.5936463479469554,0.3589582098968932
0.34,0.04716502085992404,0.592905435132141,0.35992954400790345
0.35000000000000003,0.0469363973545105,0.5921338676410199,0.36092973500449904
0.36000000000000004,0.04670954544391467,0.5913302227903289,0.36196023176584263
0.37,0.04648443879731908,0.5904929839573434,0.36302257724532605
0.38,0.046261050918329494,0.5896205329525803,0.36411841612904333
0.39,0.0460393551112921,0.5887111416512207,0.3652495032374747
0.4,0.04581932444442266,0.5877629628009914,0.36641771275450447
0.41000000000000003,0.04560093170938994,0.5867740199127207,0.36762504837781895
0.42000000000000004,0.04538414937691718,0.5857421961268896,0.3688736544961282
0.43,0.045168949548002,0.5846652219380287,0.37016582851393875
0.44,0.044955303900211324,0.5835406616410697,0.3715040344588227
0.45,0.044743183628480766,0.5823658983468715,0.37289091802471896
0.46,0.04453255937979416,0.5811381173944006,0.37432932322584744
0.47000000000000003,0.044323401180949844,0.5798542879613764,0.3758223108576333
0.48000000000000004,0.04411567835862373,0.5785111426512719,0.3773731789900613
0.49,0.04390935945073808,0.5771051548013935,0.3789854857479568
0.5,0.04370441210806193,0.5756325132228767,0.3806630746690717
0.51,0.04350080298482834,0.5740890940433585,0.38241010297178046
0.52,0.04329849761690583,0.5724704292742997,0.3842310731089002
0.53,0.04309746028595312,0.5707716716744136,0.3861308680396392
0.54,0.04289765386775011,0.5689875554195037,0.38811479071284005
0.55,0.04269903966253897,0.5671123520156354,0.39018860832183966
0.56,0.042501577205091734,0.5651398208187141,0.39235860197617906
0.5700000000000001,0.042305224051713025,0.5630631534265479,0.3946316225217118
0.5800000000000001,0.04210993554114461,0.5608749111107145,0.3970151533481269
0.59,0.04191566452584307,0.5585669543360787,0.39951738113798085
0.6,0.04172236106967416,0.5561303632859963,0.40214727564441577
0.61,0.04152997210749586,0.5535553481627237,0.4049146797296516
0.62,0.041338441061649564,0.5508311478757576,0.40783041106238227
0.63,0.04114770740960492,0.5479459155488201,0.410906377041243
0.64,0.04095770619656853,0.544886589098301,0.41415570470518537
0.65,0.04076836748607235,0.5416387449379974,0.41759288757593654
0.66,0.04057961574116125,0.5381864326868288,0.42123395157219423
0.67,0.04039136912811681,0.5345119885806479,0.42509664229119914
0.68,0.04020353873464644,0.5305958251790321,0.4292006360860909
0.6900000000000001,0.040016027694378516,0.5264161949082837,0.4335677773976398
0.7000000000000001,0.039828730210308604,0.5219489250808446,0.43822234470882593
0.7100000000000001,0.03964153047148826,0.5171671223404757,0.44319134718786657
0.72,0.039454301459944344,0.5120408450980267,0.4485048534420075
0.73,0.03926690364989468,0.5065367436344347,0.45419635271547615
0.74,0.03907918360874201,0.5006176693188154,0.4603031470723434
0.75,0.03889097252061671,0.49424225711689607,0.4668667703621712
0.76,0.038702084669736264,0.4873644895999409,0.4739334257300889
0.77,0.03851231594377014,0.4799332564110635,0.48155442764528117
0.78,0.0383214424489594,0.4718919311146693,0.4897866264357654
0.79,0.038129219370272575,0.4631779980122217,0.49869278261821254
0.8,0.03793538026248095,0.45372277522047866,0.508341844516753
0.81,0.03773963702202716,0.44345129715491116,0.5188090658231022
0.8200000000000001,0.03754168086041263,0.4322824388040921,0.5301758803362805
0.8300000000000001,0.0373411846715398,0.4201293841047489,0.5425294312223397
0.8400000000000001,0.037137807241245824,0.406900557565945,0.5559616351929642
0.85,0.03693119976399291,0.3925011460534793,0.5705676541825909
0.86,0.03672101507617218,0.37683532772270484,0.5864436572008904
0.87,0.0365069198470265,0.35980928695963366,0.6036837931924781
0.88,0.036288609654307344,0.34133501833416485,0.6223763720143294
0.89,0.03606582640027318,0.321334804746694,0.6425993688523819
0.9,0.03583837693316663,0.2997461030028767,0.6644155200636409
0.91,0.035606151133788656,0.2765264090608335,0.6878674398015778
0.92,0.03536913727865767,0.2516575480933222,0.7129733146297507
