pi2,lambda
0.0,0.24882029354242766
0.0,0.2476369322520151
0.0,0.24644989934029582
0.0,0.24525917790136392
0.0,0.24406475093927374
0.01,0.24286660135363305
0.01,0.24166471193240016
0.01,0.24045906536268868
0.01,0.23924964422716558
0.01,0.2380364309968485
0.02,0.22569179995042343
0.03,0.21294785616326484
0.04,0.19978517722751593
0.05,0.1861830742654396
0.06,0.17211948790803513
0.07,0.15757087392986346
0.08,0.1425120772939258
0.09,0.1269161932920138
0.1,0.11075441412379458
0.11,0.0939958592146757
0.12,0.07660738714030502
0.13,0.058553386910305684
0.14,0.039795545820008014
0.15,0.020292590844835492
0.151,0.018299629802658056
0.152,0.01629872894180243
0.153,0.01428984150270854
0.154,0.012272920358453222
0.155,0.010247918018351822
0.156,0.00821478661715338
0.157,0.006173477918642243
0.158,0.004123943312036453
0.159,0.0020661338011829632
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
