pi1,pi2
0.01,
0.02,
0.03,
0.04,
0.05,
0.06,
0.07,
0.08,
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.471,
0.472,
0.473,
0.474,
0.475,
0.476,
0.477,0.00027920024278514963
0.478,0.0006242436321025098
0.479,0.0009694509590040015
0.48,0.0013148214707554293
0.49,0.004777338559361471
0.5,0.008255376061837804
0.51,0.011748251266277637
0.52,0.015255322018380757
0.53,0.018775983667297498
0.54,0.022309666317608768
0.55,0.02585583229380024
0.56,0.02941397385684867
0.57,0.032983611093684834
0.58,0.03656429000474442
0.59,0.04015558072837977
0.6,0.043757075938148246
0.61,0.04736838934454713
0.62,0.050989154330007495
0.63,0.05461902269553782
0.64,0.0582576634793995
0.65,0.06190476190543988
0.66,0.06556001836383978
0.67,0.0692231475107138
0.68,0.07289387741092965
0.69,0.07657194872774828
0.7,0.08025711401691082
0.71,0.08394913702792801
0.72,0.08764779205579255
0.73,0.09135286337552802
0.74,0.09506414466233143
0.75,0.09878143849815416
0.76,0.10250455587468134
0.77,0.10623331574673348
0.78,0.10996754461448105
0.79,0.1137070761344718
0.8,0.11745175072705638
0.81,0.12120141525584614
0.82,0.12495592269276433
0.83,0.12871513180470703
0.84,0.13247890687982164
0.85,0.13624711744298046
0.86,0.14001963801447376
0.87,0.14379634786510076
0.88,0.14757713078926918
0.89,0.15136187489970382
0.9,0.15515047241855412
0.91,0.1589428194829076
0.92,0.1627388159863195
0.93,0.16653836538432654
0.94,0.17034137456478923
0.95,0.17414775365700735
0.96,0.1779574159272733
0.97,0.18177027762400344
0.98,0.18558625784447905
0.99,0.18940527841959504
