pi2,lambda
0.0,0.214582967001824
0.0,0.21314158489230914
0.0,0.2116952467412374
0.0,0.21024392797489877
0.0,0.20878760386111284
0.01,0.20732624951643183
0.01,0.2058598398881331
0.01,0.20438834977222667
0.01,0.20291175378824428
0.01,0.2014300263972473
0.02,0.18632478632440108
0.03,0.170677038698755
0.04,0.1544583107263104
0.05,0.13763816172097432
0.06,0.12018401380059307
0.07,0.10206096507561241
0.08,0.08323158323063334
0.09,0.06365567707858776
0.1,0.04329004328909223
0.11,0.022088185193604663
0.111,0.019920111136888224
0.11214285714285714,0.017431396252973356
0.11328571428571428,0.014930962392530004
0.11442857142857142,0.012418730338387756
0.11557142857142857,0.009894620163861188
0.11671428571428571,0.007358551254359471
0.11785714285714285,0.004810442274971961
0.119,0.0022502111812730172
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
