pi2,lambda
0.0,0.1680877727851321
0.0,0.16652661814605055
0.0,0.16495935603780754
0.0,0.16338594896775724
0.0,0.16180635911190677
0.01,0.16022054832932264
0.01,0.15862847814052078
0.01,0.15703010974187334
0.01,0.15542540399480398
0.01,0.15381432141138093
0.02,0.1373438330669137
0.03,0.12018955371537476
0.04,0.10230573711019032
0.05,0.08364223932993055
0.06,0.06414395026230271
0.07,0.04375013070824225
0.08,0.022393635725897258
0.081,0.02020224107062628
0.08214285714285714,0.01768499770118709
0.08328571428571428,0.015153995110602529
0.08442857142857142,0.012609112850596623
0.08557142857142858,0.010050228978229794
0.08671428571428572,0.007477220030687685
0.08785714285714286,0.004889961000069956
0.089,0.002288325308179098
0.09,
0.1,
0.11,
0.12,
0.13,
0.14,
0.15,
0.16,
0.17,
0.18,
0.19,
0.2,
0.21,
0.22,
0.23,
0.24,
0.25,
0.26,
0.27,
0.28,
0.29,
0.3,
0.31,
0.32,
0.33,
0.34,
0.35,
0.36,
0.37,
0.38,
0.39,
0.4,
0.41,
0.42,
0.43,
0.44,
0.45,
0.46,
0.47,
0.48,
0.49,
0.5,
