pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
0.05,0.05,0.7908579046772575,0.0816334851683151,0.1275086101544265,0.0131234872570865,0.0088407884739507,0.0107561330448831,-0.0357583601822038,0.0284377099927845
0.05,0.1,0.7804519497833556,0.0828376847017,0.1367103655149417,0.0139054963884441,0.0091861602264201,0.011915181366165,-0.0289650038884582,0.0302875018190053
0.05,0.15,0.7675982668592432,0.0842667481390963,0.1481349850016651,0.0146269056990609,0.0093955695097804,0.0129116527611602,-0.0203985112765276,0.0317027917807211
0.05,0.2,0.7533861793134131,0.0852761915342743,0.1613376291523143,0.01562473694252,0.0099047092494531,0.0138764826835672,-0.0092147539162343,0.0336859011824735
0.05,0.25,0.7360264415064977,0.0862673036329304,0.1777062548605709,0.0165816555497045,0.0103324992537526,0.0156559656285156,0.0051716475947101,0.0363209641360209
0.05,0.3,0.7148930118875703,0.086564826130431,0.1985421619820012,0.0174031988453198,0.0105660274462434,0.0169943462805452,0.0254125097211391,0.0381264011730321
0.05,0.35,0.6905014998333558,0.0857900233307417,0.2237084768359083,0.0183319339761468,0.0112297479149262,0.0183064865347335,0.0521284301744248,0.0407659823645859
0.05,0.4,0.6631399844461702,0.0829354516164878,0.2539245639373397,0.0189703207364607,0.0114519551818754,0.0199263917091361,0.0880536607043641,0.042830302072887
0.05,0.45,0.6322303077435861,0.07946717031441,0.2883025219420054,0.0200204161685226,0.0118371381152142,0.0214389967446444,0.1293681813131854,0.045113272975073
0.05,0.5,0.6000104432840753,0.0731568714587267,0.3268326852571972,0.0201629942064697,0.0116219261049501,0.0221006184528783,0.1805189423397436,0.0453444706627786
0.05,0.55,0.5644590601044334,0.0661263192978559,0.3694146205977126,0.0201964550345089,0.011437828926458,0.0226437105222261,0.2371619820020006,0.0455193683751422
0.05,0.6,0.5319886679257838,0.0585681590934339,0.40944317298078,0.0197619804566704,0.0111575606374044,0.0225520365746512,0.2923068547939121,0.04486715784946
0.05,0.65,0.5000844350627689,0.0498875680479946,0.4500279968892364,0.0196757544803871,0.0107442916051298,0.0222549693446551,0.3502528607932471,0.0437435525549148
0.05,0.7,0.4710351072103123,0.0409393400733247,0.4880255527163663,0.019250913127323,0.0101131096420001,0.0215778181444516,0.4061468725697167,0.0418040374284519
0.05,0.75,0.4433041884235082,0.0330913231863122,0.523604488390178,0.0187491722249762,0.0090135634360473,0.0208746203655938,0.4574218420175536,0.0389017472376886
0.05,0.8,0.4193225197200296,0.0253125208310185,0.55536495944895,0.0180122449870228,0.0078927525046881,0.0198155329314325,0.504739917786913,0.0356010379408089
0.05,0.85,0.3967528052438612,0.0185054993889567,0.5847416953671828,0.0178039414851743,0.0068833614025274,0.0192816102420261,0.5477306965892693,0.0330483330470811
0.05,0.9,0.3764311743139626,0.0116330407732477,0.6119357849127861,0.0172826618721625,0.0053153962293411,0.0181966629531645,0.5886697033662907,0.0288274554118467
0.05,0.95,0.3582276413731822,0.0054183979557828,0.636353960671038,0.0164099988585088,0.0036401512987256,0.0168220565571319,0.6255171647594724,0.0241023591545832
0.1,0.05,0.6587181424286177,0.1335621597600257,0.2077196978113549,0.0150893558044564,0.0107940388466878,0.0129295862165384,-0.0594046217086965,0.0345176639099141
0.1,0.1,0.6493937340295556,0.1341029885568263,0.2165032774136227,0.0158686714650783,0.0111845207000462,0.014097754562405,-0.0517026997000298,0.0364667959624974
0.1,0.15,0.6399695589378976,0.1339862237529158,0.226044217309189,0.0160701160168286,0.01151486137199,0.014791921224142,-0.0419282301966425,0.0378216439681221
0.1,0.2,0.6281350961004325,0.1331106543717349,0.2387542495278307,0.0164638179828167,0.0117910031061624,0.0152926067829291,-0.0274670592156391,0.038874612995254
0.1,0.25,0.6157461393178498,0.1319850016664804,0.252268859015665,0.0166897604281497,0.0121891890862581,0.0162495379803793,-0.0117011443172959,0.0406279161528955
0.1,0.3,0.6022176424841645,0.1306224863904006,0.2671598711254306,0.0175050235277811,0.0124539382827483,0.0169163200143479,0.0059148983446293,0.0418241965798447
0.1,0.35,0.5866377069214567,0.1276510387734692,0.2857112543050747,0.0176157365325907,0.0127088198280103,0.0181851176941137,0.0304091767581362,0.0436027573501343
0.1,0.4,0.5704236195978252,0.1241495389401182,0.3054268414620588,0.0182155542157232,0.0129061256798922,0.0192295434599493,0.0571277635818223,0.0450417948197339
0.1,0.45,0.5522260859904455,0.1190334407288089,0.3287404732807476,0.0181511643795759,0.0134959373901126,0.0202931563329553,0.0906735918231298,0.0472850311131806
0.1,0.5,0.5333800688812363,0.1129277858015788,0.3536921453171885,0.0183625366934277,0.0132699621567368,0.0202060770140347,0.1278365737140308,0.0467460013275084
0.1,0.55,0.5127123652927461,0.1042266414842803,0.3830609932229745,0.0187728773433698,0.0135775453982428,0.0218754340013341,0.1746077102544138,0.0490305247978198
0.1,0.6,0.4925256082657503,0.0952711920897688,0.4122031996444827,0.0187145230214834,0.0132480984803644,0.0220449776287031,0.2216608154649451,0.048541174589432
0.1,0.65,0.4710999888901248,0.0846971447616943,0.4442028663481845,0.0185895072255496,0.0132004815426492,0.0227372175715115,0.2748085768247958,0.0491381806568099
0.1,0.7,0.4497148094656152,0.0728999000111099,0.4773852905232763,0.0179900000490958,0.0127270962469407,0.0213510962832392,0.3315854905010563,0.0468052887771207
