f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.1095082459,0.050521939,0.8399698151,0.0317651939,0.0393617679,0.0506234108,0.738925937,0.1223365305,0.7599547226,0.0759351162,0.9253855929,0.841216763,0.8652383604,0.2492377398,0.1237084133,0.1136443916
