iter,f0,f1,f2,k0,k1,k2
      0,    1.0000000000,    0.0000000000,    0.0000000000,    3.9534883721,    1.0000000000,    0.8849557522
      1,    0.7700000000,    0.1183000000,    0.1117000000,    2.6875968992,    0.6000333333,    0.6510117994
      2,    0.5799000000,    0.2106000000,    0.2095000000,    1.6413100775,    0.2879714286,    0.4461799410
      3,    0.4394000000,    0.2767000000,    0.2839000000,    0.8680155039,    0.0644904762,    0.2903569322
      4,    0.3513000000,    0.3136000000,    0.3351000000,    0.3831240310,    0.0602666667,    0.1831238938
      5,    0.2942000000,    0.3361000000,    0.3697000000,    0.0688527132,    0.1363380952,    0.1106578171
      6,    0.2611000000,    0.3479000000,    0.3910000000,    0.1133255814,    0.1762333333,    0.0660471976
      7,    0.2426000000,    0.3497000000,    0.4077000000,    0.2151472868,    0.1823190476,    0.0310707965
      8,    0.2260000000,    0.3527000000,    0.4213000000,    0.3065116279,    0.1924619048,    0.0025870206
      9,    0.2205000000,    0.3483000000,    0.4312000000,    0.3367829457,    0.1775857143,    0.0181474926
     10,    0.2235000000,    0.3387000000,    0.4378000000,    0.3202713178,    0.1451285714,    0.0319705015
     11,    0.2255000000,    0.3353000000,    0.4392000000,    0.3092635659,    0.1336333333,    0.0349026549
     12,    0.2172000000,    0.3325000000,    0.4503000000,    0.3549457364,    0.1241666667,    0.0581504425
     13,    0.2213000000,    0.3261000000,    0.4526000000,    0.3323798450,    0.1025285714,    0.0629675516
     14,    0.2251000000,    0.3210000000,    0.4539000000,    0.3114651163,    0.0852857143,    0.0656902655
     15,    0.2122000000,    0.3206000000,    0.4672000000,    0.3824651163,    0.0839333333,    0.0935457227
     16,    0.2146000000,    0.3169000000,    0.4685000000,    0.3692558140,    0.0714238095,    0.0962684366
     17,    0.2156000000,    0.3132000000,    0.4712000000,    0.3637519380,    0.0589142857,    0.1019233038
     18,    0.2161000000,    0.3093000000,    0.4746000000,    0.3610000000,    0.0457285714,    0.1090442478
     19,    0.2163000000,    0.3055000000,    0.4782000000,    0.3598992248,    0.0328809524,    0.1165840708
     20,    0.2144000000,    0.3040000000,    0.4816000000,    0.3703565891,    0.0278095238,    0.1237050147
     21,    0.2153000000,    0.2984000000,    0.4863000000,    0.3654031008,    0.0088761905,    0.1335486726
     22,    0.2105000000,    0.2960000000,    0.4935000000,    0.3918217054,    0.0007619048,    0.1486283186
     23,    0.2135000000,    0.2897000000,    0.4968000000,    0.3753100775,    0.0205380952,    0.1555398230
     24,    0.2215000000,    0.2851000000,    0.4934000000,    0.3312790698,    0.0360904762,    0.1484188791
     25,    0.2189000000,    0.2835000000,    0.4976000000,    0.3455891473,    0.0415000000,    0.1572153392
     26,    0.2154000000,    0.2831000000,    0.5015000000,    0.3648527132,    0.0428523810,    0.1653834808
     27,    0.2114000000,    0.2843000000,    0.5043000000,    0.3868682171,    0.0387952381,    0.1712477876
     28,    0.2144000000,    0.2828000000,    0.5028000000,    0.3703565891,    0.0438666667,    0.1681061947
