iter,f0,f1,f2,k0,k1,k2
    185,    0.2136000000,    0.2642000000,    0.5222000000,    0.3747596899,    0.1067523810,    0.2087374631
    186,    0.2174000000,    0.2625000000,    0.5201000000,    0.3538449612,    0.1125000000,    0.2043392330
    187,    0.2160000000,    0.2619000000,    0.5221000000,    0.3615503876,    0.1145285714,    0.2085280236
    188,    0.2117000000,    0.2635000000,    0.5248000000,    0.3852170543,    0.1091190476,    0.2141828909
    189,    0.2129000000,    0.2629000000,    0.5242000000,    0.3786124031,    0.1111476190,    0.2129262537
    190,    0.2200000000,    0.2602000000,    0.5198000000,    0.3395348837,    0.1202761905,    0.2037109145
    191,    0.2209000000,    0.2629000000,    0.5162000000,    0.3345813953,    0.1111476190,    0.1961710914
    192,    0.2101000000,    0.2674000000,    0.5225000000,    0.3940232558,    0.0959333333,    0.2093657817
    193,    0.2106000000,    0.2624000000,    0.5270000000,    0.3912713178,    0.1128380952,    0.2187905605
    194,    0.2175000000,    0.2598000000,    0.5227000000,    0.3532945736,    0.1216285714,    0.2097846608
    195,    0.2108000000,    0.2638000000,    0.5254000000,    0.3901705426,    0.1081047619,    0.2154395280
    196,    0.2136000000,    0.2657000000,    0.5207000000,    0.3747596899,    0.1016809524,    0.2055958702
    197,    0.2110000000,    0.2687000000,    0.5203000000,    0.3890697674,    0.0915380952,    0.2047581121
    198,    0.2155000000,    0.2656000000,    0.5189000000,    0.3643023256,    0.1020190476,    0.2018259587
    199,    0.2103000000,    0.2648000000,    0.5249000000,    0.3929224806,    0.1047238095,    0.2143923304
    200,    0.2079000000,    0.2674000000,    0.5247000000,    0.4061317829,    0.0959333333,    0.2139734513
    201,    0.2116000000,    0.2623000000,    0.5261000000,    0.3857674419,    0.1131761905,    0.2169056047
    202,    0.2109000000,    0.2626000000,    0.5265000000,    0.3896201550,    0.1121619048,    0.2177433628
    203,    0.2154000000,    0.2591000000,    0.5255000000,    0.3648527132,    0.1239952381,    0.2156489676
    204,    0.2153000000,    0.2630000000,    0.5217000000,    0.3654031008,    0.1108095238,    0.2076902655
    205,    0.2128000000,    0.2658000000,    0.5214000000,    0.3791627907,    0.1013428571,    0.2070619469
    206,    0.2164000000,    0.2641000000,    0.5195000000,    0.3593488372,    0.1070904762,    0.2030825959
    207,    0.2103000000,    0.2706000000,    0.5191000000,    0.3929224806,    0.0851142857,    0.2022448378
    208,    0.2042000000,    0.2735000000,    0.5223000000,    0.4264961240,    0.0753095238,    0.2089469027
    209,    0.2087000000,    0.2732000000,    0.5181000000,    0.4017286822,    0.0763238095,    0.2001504425
    210,    0.2125000000,    0.2738000000,    0.5137000000,    0.3808139535,    0.0742952381,    0.1909351032
    211,    0.2169000000,    0.2738000000,    0.5093000000,    0.3565968992,    0.0742952381,    0.1817197640
    212,    0.2162000000,    0.2726000000,    0.5112000000,    0.3604496124,    0.0783523810,    0.1856991150
    213,    0.2166000000,    0.2703000000,    0.5131000000,    0.3582480620,    0.0861285714,    0.1896784661
    214,    0.2166000000,    0.2717000000,    0.5117000000,    0.3582480620,    0.0813952381,    0.1867463127
    215,    0.2166000000,    0.2695000000,    0.5139000000,    0.3582480620,    0.0888333333,    0.1913539823
    216,    0.2091000000,    0.2706000000,    0.5203000000,    0.3995271318,    0.0851142857,    0.2047581121
    217,    0.2103000000,    0.2710000000,    0.5187000000,    0.3929224806,    0.0837619048,    0.2014070796
    218,    0.2139000000,    0.2682000000,    0.5179000000,    0.3731085271,    0.0932285714,    0.1997315634
    219,    0.2101000000,    0.2711000000,    0.5188000000,    0.3940232558,    0.0834238095,    0.2016165192
    220,    0.2119000000,    0.2699000000,    0.5182000000,    0.3841162791,    0.0874809524,    0.2003598820
    221,    0.2135000000,    0.2708000000,    0.5157000000,    0.3753100775,    0.0844380952,    0.1951238938
    222,    0.2140000000,    0.2688000000,    0.5172000000,    0.3725581395,    0.0912000000,    0.1982654867
    223,    0.2144000000,    0.2659000000,    0.5197000000,    0.3703565891,    0.1010047619,    0.2035014749
    224,    0.2186000000,    0.2659000000,    0.5155000000,    0.3472403101,    0.1010047619,    0.1947050147
    225,    0.2163000000,    0.2663000000,    0.5174000000,    0.3598992248,    0.0996523810,    0.1986843658
    226,    0.2196000000,    0.2620000000,    0.5184000000,    0.3417364341,    0.1141904762,    0.2007787611
    227,    0.2152000000,    0.2604000000,    0.5244000000,    0.3659534884,    0.1196000000,    0.2133451327
    228,    0.2120000000,    0.2645000000,    0.5235000000,    0.3835658915,    0.1057380952,    0.2114601770
    229,    0.2057000000,    0.2675000000,    0.5268000000,    0.4182403101,    0.0955952381,    0.2183716814
    230,    0.2102000000,    0.2636000000,    0.5262000000,    0.3934728682,    0.1087809524,    0.2171150442
    231,    0.2131000000,    0.2641000000,    0.5228000000,    0.3775116279,    0.1070904762,    0.2099941003
    232,    0.2171000000,    0.2633000000,    0.5196000000,    0.3554961240,    0.1097952381,    0.2032920354
    233,    0.2162000000,    0.2603000000,    0.5235000000,    0.3604496124,    0.1199380952,    0.2114601770
    234,    0.2083000000,    0.2643000000,    0.5274000000,    0.4039302326,    0.1064142857,    0.2196283186
    235,    0.2102000000,    0.2638000000,    0.5260000000,    0.3934728682,    0.1081047619,    0.2166961652
    236,    0.2131000000,    0.2617000000,    0.5252000000,    0.3775116279,    0.1152047619,    0.2150206490
    237,    0.2117000000,    0.2634000000,    0.5249000000,    0.3852170543,    0.1094571429,    0.2143923304
    238,    0.2089000000,    0.2666000000,    0.5245000000,    0.4006279070,    0.0986380952,    0.2135545723
    239,    0.2129000000,    0.2631000000,    0.5240000000,    0.3786124031,    0.1104714286,    0.2125073746
    240,    0.2160000000,    0.2630000000,    0.5210000000,    0.3615503876,    0.1108095238,    0.2062241888
    241,    0.2142000000,    0.2676000000,    0.5182000000,    0.3714573643,    0.0952571429,    0.2003598820
    242,    0.2128000000,    0.2711000000,    0.5161000000,    0.3791627907,    0.0834238095,    0.1959616519
    243,    0.2103000000,    0.2718000000,    0.5179000000,    0.3929224806,    0.0810571429,    0.1997315634
    244,    0.2192000000,    0.2679000000,    0.5129000000,    0.3439379845,    0.0942428571,    0.1892595870
    245,    0.2192000000,    0.2669000000,    0.5139000000,    0.3439379845,    0.0976238095,    0.1913539823
    246,    0.2142000000,    0.2712000000,    0.5146000000,    0.3714573643,    0.0830857143,    0.1928200590
    247,    0.2121000000,    0.2727000000,    0.5152000000,    0.3830155039,    0.0780142857,    0.1940766962
    248,    0.2214000000,    0.2679000000,    0.5107000000,    0.3318294574,    0.0942428571,    0.1846519174
    249,    0.2237000000,    0.2654000000,    0.5109000000,    0.3191705426,    0.1026952381,    0.1850707965
    250,    0.2254000000,    0.2662000000,    0.5084000000,    0.3098139535,    0.0999904762,    0.1798348083
    251,    0.2207000000,    0.2687000000,    0.5106000000,    0.3356821705,    0.0915380952,    0.1844424779
    252,    0.2167000000,    0.2697000000,    0.5136000000,    0.3576976744,    0.0881571429,    0.1907256637
    253,    0.2160000000,    0.2691000000,    0.5149000000,    0.3615503876,    0.0901857143,    0.1934483776
    254,    0.2041000000,    0.2738000000,    0.5221000000,    0.4270465116,    0.0742952381,    0.2085280236
    255,    0.2058000000,    0.2727000000,    0.5215000000,    0.4176899225,    0.0780142857,    0.2072713864
    256,    0.2104000000,    0.2721000000,    0.5175000000,    0.3923720930,    0.0800428571,    0.1988938053
    257,    0.2110000000,    0.2694000000,    0.5196000000,    0.3890697674,    0.0891714286,    0.2032920354
    258,    0.2120000000,    0.2711000000,    0.5169000000,    0.3835658915,    0.0834238095,    0.1976371681
    259,    0.2116000000,    0.2740000000,    0.5144000000,    0.3857674419,    0.0736190476,    0.1924011799
    260,    0.2182000000,    0.2721000000,    0.5097000000,    0.3494418605,    0.0800428571,    0.1825575221
    261,    0.2135000000,    0.2720000000,    0.5145000000,    0.3753100775,    0.0803809524,    0.1926106195
    262,    0.2235000000,    0.2632000000,    0.5133000000,    0.3202713178,    0.1101333333,    0.1900973451
    263,    0.2200000000,    0.2673000000,    0.5127000000,    0.3395348837,    0.0962714286,    0.1888407080
    264,    0.2184000000,    0.2666000000,    0.5150000000,    0.3483410853,    0.0986380952,    0.1936578171
    265,    0.2144000000,    0.2699000000,    0.5157000000,    0.3703565891,    0.0874809524,    0.1951238938
    266,    0.2130000000,    0.2706000000,    0.5164000000,    0.3780620155,    0.0851142857,    0.1965899705
    267,    0.2146000000,    0.2686000000,    0.5168000000,    0.3692558140,    0.0918761905,    0.1974277286
    268,    0.2171000000,    0.2641000000,    0.5188000000,    0.3554961240,    0.1070904762,    0.2016165192
    269,    0.2100000000,    0.2672000000,    0.5228000000,    0.3945736434,    0.0966095238,    0.2099941003
    270,    0.2135000000,    0.2659000000,    0.5206000000,    0.3753100775,    0.1010047619,    0.2053864307
    271,    0.2143000000,    0.2678000000,    0.5179000000,    0.3709069767,    0.0945809524,    0.1997315634
    272,    0.2148000000,    0.2692000000,    0.5160000000,    0.3681550388,    0.0898476190,    0.1957522124
