iter,f0,f1,f2
      0,    0.0000000000,    0.5000000000,    0.5000000000
      1,    0.1212400000,    0.4283600000,    0.4504000000
      2,    0.2162200000,    0.3728600000,    0.4109200000
      3,    0.2941900000,    0.3280000000,    0.3778100000
      4,    0.3579700000,    0.2917100000,    0.3503200000
      5,    0.4094900000,    0.2618800000,    0.3286300000
      6,    0.4563200000,    0.2348000000,    0.3088800000
      7,    0.4957400000,    0.2116800000,    0.2925800000
      8,    0.5296900000,    0.1923800000,    0.2779300000
      9,    0.5605400000,    0.1747200000,    0.2647400000
     10,    0.5867800000,    0.1588300000,    0.2543900000
     11,    0.6100800000,    0.1461800000,    0.2437400000
     12,    0.6311100000,    0.1337300000,    0.2351600000
     13,    0.6505400000,    0.1235700000,    0.2258900000
     14,    0.6679100000,    0.1138500000,    0.2182400000
     15,    0.6818900000,    0.1061400000,    0.2119700000
     16,    0.6961400000,    0.0985700000,    0.2052900000
     17,    0.7095600000,    0.0911600000,    0.1992800000
     18,    0.7223200000,    0.0847300000,    0.1929500000
     19,    0.7325700000,    0.0789800000,    0.1884500000
     20,    0.7427200000,    0.0731800000,    0.1841000000
     21,    0.7512000000,    0.0685600000,    0.1802400000
     22,    0.7601100000,    0.0641600000,    0.1757300000
     23,    0.7684700000,    0.0594900000,    0.1720400000
     24,    0.7758800000,    0.0558300000,    0.1682900000
     25,    0.7823500000,    0.0525400000,    0.1651100000
     26,    0.7880200000,    0.0496600000,    0.1623200000
     27,    0.7948000000,    0.0467600000,    0.1584400000
     28,    0.8002900000,    0.0436700000,    0.1560400000
     29,    0.8069200000,    0.0408400000,    0.1522400000
     30,    0.8119600000,    0.0384700000,    0.1495700000
     31,    0.8159500000,    0.0363900000,    0.1476600000
     32,    0.8210200000,    0.0345100000,    0.1444700000
     33,    0.8256900000,    0.0322800000,    0.1420300000
     34,    0.8302800000,    0.0303200000,    0.1394000000
     35,    0.8345900000,    0.0282500000,    0.1371600000
     36,    0.8392800000,    0.0259700000,    0.1347500000
     37,    0.8426600000,    0.0245400000,    0.1328000000
     38,    0.8463600000,    0.0229100000,    0.1307300000
     39,    0.8495600000,    0.0217000000,    0.1287400000
     40,    0.8510200000,    0.0208100000,    0.1281700000
     41,    0.8543900000,    0.0196800000,    0.1259300000
     42,    0.8571500000,    0.0186300000,    0.1242200000
     43,    0.8593500000,    0.0178800000,    0.1227700000
     44,    0.8616600000,    0.0168300000,    0.1215100000
     45,    0.8634900000,    0.0161300000,    0.1203800000
     46,    0.8654600000,    0.0152500000,    0.1192900000
     47,    0.8681000000,    0.0143300000,    0.1175700000
     48,    0.8705800000,    0.0134900000,    0.1159300000
     49,    0.8725500000,    0.0125500000,    0.1149000000
     50,    0.8747300000,    0.0119800000,    0.1132900000
     51,    0.8769600000,    0.0114400000,    0.1116000000
     52,    0.8790500000,    0.0105100000,    0.1104400000
     53,    0.8801400000,    0.0102200000,    0.1096400000
     54,    0.8816200000,    0.0096400000,    0.1087400000
     55,    0.8828400000,    0.0089900000,    0.1081700000
     56,    0.8839200000,    0.0087400000,    0.1073400000
     57,    0.8853400000,    0.0081800000,    0.1064800000
     58,    0.8872000000,    0.0074800000,    0.1053200000
     59,    0.8882900000,    0.0071900000,    0.1045200000
     60,    0.8901000000,    0.0064900000,    0.1034100000
     61,    0.8912400000,    0.0063100000,    0.1024500000
     62,    0.8924300000,    0.0059700000,    0.1016000000
     63,    0.8930400000,    0.0057300000,    0.1012300000
     64,    0.8943500000,    0.0051900000,    0.1004600000
     65,    0.8953000000,    0.0049800000,    0.0997200000
     66,    0.8968500000,    0.0045900000,    0.0985600000
     67,    0.8978000000,    0.0044300000,    0.0977700000
     68,    0.8987500000,    0.0043500000,    0.0969000000
     69,    0.8998900000,    0.0041200000,    0.0959900000
     70,    0.9005200000,    0.0041900000,    0.0952900000
     71,    0.9008000000,    0.0039600000,    0.0952400000
     72,    0.9017300000,    0.0037300000,    0.0945400000
     73,    0.9021600000,    0.0034800000,    0.0943600000
     74,    0.9032500000,    0.0031800000,    0.0935700000
     75,    0.9040000000,    0.0028800000,    0.0931200000
     76,    0.9050800000,    0.0026600000,    0.0922600000
     77,    0.9059200000,    0.0024900000,    0.0915900000
     78,    0.9066600000,    0.0022200000,    0.0911200000
     79,    0.9078400000,    0.0020200000,    0.0901400000
     80,    0.9082600000,    0.0019800000,    0.0897600000
     81,    0.9091900000,    0.0019300000,    0.0888800000
     82,    0.9100800000,    0.0019600000,    0.0879600000
     83,    0.9114100000,    0.0017700000,    0.0868200000
     84,    0.9118600000,    0.0016700000,    0.0864700000
     85,    0.9124600000,    0.0015200000,    0.0860200000
     86,    0.9137000000,    0.0014400000,    0.0848600000
     87,    0.9133800000,    0.0014800000,    0.0851400000
     88,    0.9139700000,    0.0013900000,    0.0846400000
     89,    0.9150400000,    0.0012700000,    0.0836900000
     90,    0.9156000000,    0.0013200000,    0.0830800000
     91,    0.9158200000,    0.0012600000,    0.0829200000
     92,    0.9160900000,    0.0013000000,    0.0826100000
     93,    0.9166100000,    0.0013000000,    0.0820900000
     94,    0.9169900000,    0.0012400000,    0.0817700000
     95,    0.9172300000,    0.0010900000,    0.0816800000
     96,    0.9172700000,    0.0010200000,    0.0817100000
     97,    0.9184300000,    0.0010700000,    0.0805000000
     98,    0.9195400000,    0.0010000000,    0.0794600000
     99,    0.9201500000,    0.0008000000,    0.0790500000
    100,    0.9208100000,    0.0007700000,    0.0784200000
    101,    0.9216400000,    0.0006500000,    0.0777100000
    102,    0.9216000000,    0.0006000000,    0.0778000000
    103,    0.9213800000,    0.0005900000,    0.0780300000
    104,    0.9219400000,    0.0006100000,    0.0774500000
    105,    0.9218700000,    0.0006000000,    0.0775300000
    106,    0.9225300000,    0.0005800000,    0.0768900000
    107,    0.9233800000,    0.0005700000,    0.0760500000
    108,    0.9239700000,    0.0005700000,    0.0754600000
    109,    0.9244300000,    0.0005500000,    0.0750200000
    110,    0.9244300000,    0.0005400000,    0.0750300000
    111,    0.9250300000,    0.0005300000,    0.0744400000
    112,    0.9255100000,    0.0005300000,    0.0739600000
    113,    0.9256200000,    0.0004900000,    0.0738900000
