f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.1528524738,0.2271677161,0.6199798101,0.0370586246,0.0631448456,0.0701718287,0.1656443778,0.1896027491,0.4301125937,0.1048412739,0.5919752267,0.30363998,0.3728204469,0.2761484913,0.1703190941,0.1540963624
