iter,f0,f1,f2
      0,    0.0000000000,    0.5000000000,    0.5000000000
      1,    0.1212600000,    0.4282300000,    0.4505100000
      2,    0.2160100000,    0.3721300000,    0.4118600000
      3,    0.2918000000,    0.3289200000,    0.3792800000
      4,    0.3561400000,    0.2928400000,    0.3510200000
      5,    0.4106200000,    0.2604800000,    0.3289000000
      6,    0.4564300000,    0.2344400000,    0.3091300000
      7,    0.4944300000,    0.2122300000,    0.2933400000
      8,    0.5280200000,    0.1929700000,    0.2790100000
      9,    0.5573500000,    0.1770500000,    0.2656000000
     10,    0.5830400000,    0.1617500000,    0.2552100000
     11,    0.6062300000,    0.1484900000,    0.2452800000
     12,    0.6279900000,    0.1364400000,    0.2355700000
     13,    0.6482200000,    0.1253100000,    0.2264700000
     14,    0.6649600000,    0.1157600000,    0.2192800000
     15,    0.6813000000,    0.1062400000,    0.2124600000
     16,    0.6964900000,    0.0978200000,    0.2056900000
     17,    0.7086000000,    0.0913900000,    0.2000100000
     18,    0.7189400000,    0.0857700000,    0.1952900000
     19,    0.7298300000,    0.0801000000,    0.1900700000
     20,    0.7404000000,    0.0745600000,    0.1850400000
     21,    0.7490900000,    0.0695100000,    0.1814000000
     22,    0.7571700000,    0.0652200000,    0.1776100000
     23,    0.7657500000,    0.0606000000,    0.1736500000
     24,    0.7736400000,    0.0564500000,    0.1699100000
     25,    0.7803500000,    0.0526800000,    0.1669700000
     26,    0.7870900000,    0.0496800000,    0.1632300000
     27,    0.7928600000,    0.0465800000,    0.1605600000
     28,    0.7982900000,    0.0441100000,    0.1576000000
     29,    0.8048600000,    0.0411500000,    0.1539900000
     30,    0.8094100000,    0.0389200000,    0.1516700000
     31,    0.8144900000,    0.0366700000,    0.1488400000
     32,    0.8194700000,    0.0342800000,    0.1462500000
     33,    0.8233000000,    0.0323100000,    0.1443900000
     34,    0.8284400000,    0.0303700000,    0.1411900000
     35,    0.8315300000,    0.0287900000,    0.1396800000
     36,    0.8346500000,    0.0275000000,    0.1378500000
     37,    0.8380300000,    0.0260700000,    0.1359000000
     38,    0.8416600000,    0.0244200000,    0.1339200000
     39,    0.8446700000,    0.0232700000,    0.1320600000
     40,    0.8475300000,    0.0221900000,    0.1302800000
     41,    0.8502700000,    0.0209100000,    0.1288200000
     42,    0.8531700000,    0.0200600000,    0.1267700000
     43,    0.8559100000,    0.0187800000,    0.1253100000
     44,    0.8584800000,    0.0178000000,    0.1237200000
     45,    0.8611200000,    0.0164800000,    0.1224000000
     46,    0.8631800000,    0.0157200000,    0.1211000000
     47,    0.8659400000,    0.0149800000,    0.1190800000
     48,    0.8683500000,    0.0140200000,    0.1176300000
     49,    0.8709600000,    0.0131700000,    0.1158700000
     50,    0.8728600000,    0.0124100000,    0.1147300000
     51,    0.8740400000,    0.0119400000,    0.1140200000
     52,    0.8756800000,    0.0113800000,    0.1129400000
     53,    0.8775200000,    0.0108400000,    0.1116400000
     54,    0.8790600000,    0.0105300000,    0.1104100000
     55,    0.8811300000,    0.0101200000,    0.1087500000
     56,    0.8826600000,    0.0096600000,    0.1076800000
     57,    0.8841000000,    0.0091900000,    0.1067100000
     58,    0.8853700000,    0.0086400000,    0.1059900000
     59,    0.8867500000,    0.0081500000,    0.1051000000
     60,    0.8877800000,    0.0078500000,    0.1043700000
     61,    0.8896200000,    0.0073000000,    0.1030800000
     62,    0.8902600000,    0.0069700000,    0.1027700000
     63,    0.8914400000,    0.0065300000,    0.1020300000
     64,    0.8925000000,    0.0061500000,    0.1013500000
     65,    0.8944600000,    0.0058700000,    0.0996700000
     66,    0.8958500000,    0.0056100000,    0.0985400000
     67,    0.8969100000,    0.0052000000,    0.0978900000
     68,    0.8978600000,    0.0049700000,    0.0971700000
     69,    0.8988100000,    0.0048300000,    0.0963600000
     70,    0.8994700000,    0.0045200000,    0.0960100000
     71,    0.9013200000,    0.0040500000,    0.0946300000
     72,    0.9019000000,    0.0038600000,    0.0942400000
     73,    0.9023100000,    0.0037400000,    0.0939500000
     74,    0.9030300000,    0.0034600000,    0.0935100000
     75,    0.9034200000,    0.0033800000,    0.0932000000
     76,    0.9033600000,    0.0031900000,    0.0934500000
     77,    0.9039800000,    0.0030000000,    0.0930200000
