arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,5.0,0.3,0.3,7,10,0.0,0.1638862472,0.3438821545,0.4922315984,0.0413981593,0.0531221478,0.0558945151,-0.1955327106,0.1512506224,0.2431718789,0.0769043574,0.5155327594,0.1235061889,0.1095589745,0.3917847815,0.0925102689,0.0821452959
20.0,5.0,0.3,0.3,7,10,0.1,0.1581518995,0.3358485379,0.5059995626,0.0412724485,0.0561494536,0.0595734088,-0.1656975131,0.1617303619,0.2631600537,0.0829940065,0.5215966842,0.1324100939,0.1200561858,0.3909519756,0.0983196202,0.0899741714
20.0,5.0,0.3,0.3,7,10,0.2,0.1524466696,0.3257732442,0.5217800862,0.0410867514,0.0590931736,0.062885324,-0.1297664021,0.1715793362,0.2861853443,0.0884974991,0.5365983905,0.1447327365,0.1371293861,0.3966509464,0.1067758036,0.1015968855
20.0,5.0,0.3,0.3,7,10,0.3,0.1470097476,0.3130271807,0.5399630717,0.0407895367,0.0622329158,0.0666687611,-0.0860912897,0.1823299574,0.3124101787,0.0955971079,0.558601151,0.1637654723,0.1634566835,0.4062912264,0.1187069974,0.1177994223
20.0,5.0,0.3,0.3,7,10,0.4,0.141733098,0.2974050237,0.5608618783,0.0406287505,0.0661359914,0.0712991338,-0.0339481692,0.1954306139,0.3433487097,0.1029889673,0.5897560786,0.1928517752,0.2012984542,0.4202383801,0.1350551668,0.1364177771
20.0,5.0,0.3,0.3,7,10,0.5,0.1361065046,0.2785641715,0.5853293239,0.0403004984,0.0698788746,0.0755451261,0.028200981,0.2077769973,0.3794823638,0.1101776077,0.6291329491,0.2325070369,0.2499320438,0.4370017519,0.1534955375,0.1558236529
20.0,5.0,0.3,0.3,7,10,0.6,0.1309191765,0.2514576668,0.6176231567,0.039910913,0.0726182312,0.0791755801,0.114707823,0.2173959532,0.4272569045,0.1168090776,0.6720361656,0.2942393762,0.3194252215,0.4524528197,0.1748976308,0.1749214624
20.0,5.0,0.3,0.3,7,10,0.7,0.1251226568,0.2164788178,0.6583985254,0.0395161463,0.0739811781,0.081532337,0.2254408898,0.2228425511,0.4879137872,0.1214121502,0.7272029589,0.3827601373,0.4127038722,0.4708577314,0.1935218922,0.1900964473
20.0,5.0,0.3,0.3,7,10,0.8,0.1189976881,0.1679793177,0.7130229943,0.0389489099,0.0750706785,0.0835698947,0.3770643589,0.2274453502,0.5697059173,0.124777381,0.7928041067,0.5166032242,0.5436843073,0.4864102047,0.2070697038,0.2000617325
20.0,5.0,0.3,0.3,7,10,0.9,0.1123546301,0.0987604974,0.7888848725,0.0380530066,0.0644565047,0.0747751984,0.5913638778,0.1969918127,0.6833321826,0.1121397277,0.8686061738,0.7136802912,0.7279336454,0.5006349003,0.1851000754,0.1826135668
20.0,7.0,0.3,0.3,7,10,0.3,0.146516902,0.312552112,0.540930986,0.0407840294,0.0626123367,0.0671305801,-0.0841732379,0.183615627,0.3140134654,0.0960013545,0.5615806866,0.1653556789,0.1658068402,0.4071433315,0.1192475412,0.1184857024
