arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20,7,0.3,0.3,7,8,0.0,0.1817639965,0.3811397776,0.4370962259,0.0431775194,0.0542713986,0.0554376606,-0.3251833292,0.1521963026,0.1830746376,0.0621446828,0.6089924519,0.1137815695,0.1008048247,0.4545482461,0.0852086494,0.0762541337
20,7,0.3,0.3,7,8,0.05,0.1791315296,0.3806447763,0.4402236941,0.0429724077,0.0557058017,0.056990409,-0.3210658585,0.157064581,0.1879809423,0.0638535594,0.6081464634,0.1168954636,0.1038146681,0.4521119234,0.0873531967,0.0786181017
20,7,0.3,0.3,7,8,0.1,0.1765544239,0.3801087228,0.4433368533,0.043129114,0.0579686846,0.0593548558,-0.3168805924,0.1643501328,0.1936819545,0.0662476955,0.615184104,0.1216255758,0.1085910258,0.4542268187,0.0909802741,0.0822881975
20,7,0.3,0.3,7,8,0.15,0.1736843914,0.3787703699,0.4475452387,0.0430739306,0.059938984,0.0614050232,-0.3099955011,0.1707544859,0.199860035,0.0687398962,0.6221747563,0.1258956541,0.1133344902,0.4561899165,0.0941152564,0.08603793
20,7,0.3,0.3,7,8,0.2,0.1710438015,0.3774967508,0.4514594476,0.0430477847,0.0615933539,0.0633461218,-0.303534054,0.176336092,0.2056359348,0.0711874826,0.6306034491,0.1294392176,0.1184089599,0.4607801918,0.0969351076,0.0895529001
20,7,0.3,0.3,7,8,0.25,0.1686543364,0.3777509998,0.4535946638,0.043101355,0.0634138855,0.0651723318,-0.3019073357,0.1820845137,0.2100033117,0.0728555621,0.6419527118,0.1334648034,0.122680146,0.4658578089,0.0994208466,0.0925666798
20,7,0.3,0.3,7,8,0.3,0.1661876406,0.3740911022,0.4597212572,0.0430661085,0.0664068378,0.0683504535,-0.2884609473,0.1917424906,0.2186646776,0.0769511719,0.653303974,0.140566168,0.1316519963,0.4726322553,0.1044021443,0.0989179498
20,7,0.3,0.3,7,8,0.35,0.163631842,0.3719643839,0.4644037741,0.0430789063,0.0683847652,0.0704624949,-0.2795249938,0.198096345,0.2254348288,0.0796024214,0.6692330917,0.1451182145,0.1385203958,0.4789866258,0.1080953436,0.1034590158
20,7,0.3,0.3,7,8,0.4,0.161026056,0.3683674706,0.4706064734,0.0429220219,0.0717447625,0.0739791596,-0.2661284679,0.2088492613,0.2346442139,0.0840869121,0.6838329418,0.1534492121,0.1487916104,0.4867817414,0.1140257578,0.1113583449
20,7,0.3,0.3,7,8,0.45,0.1586948263,0.3647715571,0.4765336166,0.0427835401,0.074688031,0.0770278869,-0.2530094976,0.2181944897,0.2431145651,0.0882369937,0.6997006748,0.1612386487,0.1588714479,0.4929896618,0.1194119729,0.1182567281
20,7,0.3,0.3,7,8,0.5,0.1560624844,0.3590911647,0.4848463509,0.0427073602,0.077456256,0.0800981631,-0.2333359785,0.2271478364,0.254011872,0.0929101539,0.7200467883,0.1702492085,0.171982665,0.5019868446,0.1253437245,0.1264292571
20,7,0.3,0.3,7,8,0.55,0.1538364159,0.3521090977,0.4940544864,0.0427782851,0.0810002567,0.0838607726,-0.2101637091,0.2383362618,0.2668401337,0.0982268208,0.7401423644,0.1828988884,0.188613572,0.5114489698,0.1326920982,0.1351852106
20,7,0.3,0.3,7,8,0.6,0.1514912522,0.3478059235,0.5007028243,0.0424982613,0.0861811223,0.0892432113,-0.1949090227,0.2546447779,0.2782116971,0.1043446996,0.7580086978,0.1967223968,0.2040717282,0.5193980421,0.1420620001,0.1458221885
20,7,0.3,0.3,7,8,0.65,0.1488555986,0.3383905899,0.5127538115,0.0424464155,0.09045058,0.0937815494,-0.1640273682,0.2680846604,0.2946712072,0.1112800235,0.7834230442,0.2139137686,0.2261686651,0.5300061162,0.1526315484,0.1577617726
20,7,0.3,0.3,7,8,0.7,0.1464312047,0.3287588728,0.5248099225,0.0420913026,0.0956713541,0.0991370608,-0.132707823,0.2843574563,0.3114726318,0.1197271445,0.8056644839,0.2341415985,0.2496967468,0.5362769148,0.1651459411,0.1714389242
20,7,0.3,0.3,7,8,0.75,0.143908023,0.3085231192,0.5475688578,0.0421275279,0.1004279575,0.104476305,-0.0694773807,0.2995180889,0.3408874969,0.1308186471,0.8345415646,0.2695554683,0.2915673413,0.5463160539,0.1826806235,0.189723773
20,7,0.3,0.3,7,8,0.8,0.1415316796,0.2873130467,0.5711552737,0.0419353425,0.1081011093,0.1125819823,-0.0034708198,0.3234533371,0.3748031117,0.1428397221,0.8594594351,0.3160396508,0.3412637644,0.5557033527,0.2038133626,0.2093959985
20,7,0.3,0.3,7,8,0.85,0.1389172082,0.256492127,0.6045906648,0.0416844309,0.1141710758,0.1191243648,0.0916064109,0.3425009002,0.4215132467,0.1548939924,0.8879165209,0.3817664631,0.4100239577,0.5656429607,0.2267270889,0.229619554
20,7,0.3,0.3,7,8,0.9,0.1357207573,0.2107486253,0.6535306173,0.0414159823,0.1201526702,0.1259884081,0.2320333667,0.3616747914,0.4913163897,0.1678537336,0.9272332917,0.4866505249,0.514518676,0.5742788202,0.2508734716,0.250778598
20,7,0.3,0.3,7,8,0.95,0.1320511747,0.1284780055,0.7394708198,0.0409812768,0.1081132662,0.1154723629,0.4825148088,0.3267622066,0.6134268308,0.1614373169,0.9720004999,0.6773904441,0.6982563038,0.5853595037,0.2481204496,0.2434154864
20,7,0.3,0.3,7,10,0.0,0.1642153212,0.3436883904,0.4920962884,0.0413374081,0.0529822152,0.0556874844,-0.1952804924,0.1507594638,0.2428802487,0.0767222319,0.5151455726,0.1233044328,0.1091408699,0.3907473304,0.0921098673,0.0818539119
20,7,0.3,0.3,7,10,0.05,0.1609893777,0.3406945764,0.498316046,0.0412543911,0.0544182177,0.0576374467,-0.1830731067,0.1559821488,0.2521045364,0.0796279404,0.5160755965,0.1269466503,0.1137017452,0.3900635526,0.09475597,0.0852288826
20,7,0.3,0.3,7,10,0.1,0.1581096601,0.3362064484,0.5056838915,0.041253202,0.0559111693,0.059214666,-0.1667290052,0.160847225,0.26256489,0.0825743341,0.5213257743,0.1316870187,0.1191199213,0.3909697647,0.0978911055,0.0895005085
20,7,0.3,0.3,7,10,0.15,0.154961947,0.3311347163,0.5139033367,0.0411355312,0.0575883983,0.0613235541,-0.148366096,0.1667213625,0.2745911335,0.086034877,0.5288645627,0.1379955606,0.1280382891,0.3923815094,0.1019514903,0.0954284211
20,7,0.3,0.3,7,10,0.2,0.1523612847,0.3255054361,0.5221332792,0.0411321799,0.0589093147,0.0630050775,-0.1288775931,0.1713098103,0.2865363972,0.0889707044,0.5372224892,0.1446903423,0.1377604971,0.3975641748,0.1063693758,0.1018172423
20,7,0.3,0.3,7,10,0.25,0.1494975006,0.319367908,0.5311345914,0.0410073793,0.0606163259,0.0649016776,-0.1076012247,0.1769731809,0.2995143402,0.0924976073,0.5484679151,0.1536659704,0.1500276838,0.4019490771,0.1123324942,0.1097975642
20,7,0.3,0.3,7,10,0.3,0.1463499125,0.312561922,0.5410881655,0.0406612247,0.0631348171,0.0675805855,-0.0840356786,0.1852316577,0.314219945,0.0967786391,0.5609712956,0.1662788321,0.1663531532,0.4067343343,0.1202619415,0.1196413344
20,7,0.3,0.3,7,10,0.35,0.1434730067,0.3033087978,0.5532181955,0.0404603241,0.0640406395,0.0689276777,-0.0533994001,0.1886431012,0.3318007998,0.0996318089,0.5766973641,0.1802305912,0.1857887135,0.4127128491,0.1275654311,0.128966569
20,7,0.3,0.3,7,10,0.4,0.1405947888,0.2935092477,0.5658959635,0.0404273409,0.0659799876,0.0711254547,-0.0211225319,0.1950074453,0.3505471445,0.1032719659,0.59545471,0.1990904357,0.2094159668,0.4225334012,0.1372201278,0.1394714418
20,7,0.3,0.3,7,10,0.45,0.1377130717,0.2842574356,0.5780294926,0.0402468704,0.0685334854,0.0741786097,0.0095146213,0.2035898058,0.3685915709,0.1080799874,0.6158154051,0.2195718987,0.2348127326,0.4304070963,0.1476443481,0.1500238373
20,7,0.3,0.3,7,10,0.5,0.1348945264,0.2712911147,0.5938143589,0.0399762348,0.0701453436,0.0761236087,0.0512321295,0.2090703903,0.3918693139,0.1116768456,0.6361853447,0.2472818968,0.2671256809,0.4387939313,0.1590492792,0.1608565162
20,7,0.3,0.3,7,10,0.55,0.131891902,0.2586295301,0.6094785679,0.0397654348,0.0713523385,0.0775834568,0.0922195076,0.2131711425,0.4151099413,0.1142859314,0.660589468,0.2763914765,0.3008345579,0.4490548782,0.1686359424,0.1694953906
20,7,0.3,0.3,7,10,0.6,0.128868158,0.242671832,0.62846001,0.0394287881,0.0720444701,0.0786840758,0.1431163459,0.2158859115,0.4432405649,0.1166311454,0.6875825915,0.3141370134,0.3426469086,0.4564858057,0.179428071,0.1784047979
20,7,0.3,0.3,7,10,0.65,0.1258905899,0.2245692952,0.649540115,0.0391878299,0.0747265462,0.0817815162,0.2004015246,0.2247167494,0.4747863034,0.1214049525,0.7160133204,0.3626161109,0.3925081481,0.4659354415,0.1910679892,0.188148801
20,7,0.3,0.3,7,10,0.7,0.1225164959,0.2016768933,0.6758066108,0.0389961399,0.0746129979,0.0822217593,0.2724528243,0.2250387789,0.5140477068,0.1223334803,0.7522329994,0.4234826502,0.4544155101,0.4752275253,0.1979341495,0.1930647262
20,7,0.3,0.3,7,10,0.75,0.1193825294,0.1780848538,0.7025326168,0.0385156172,0.0749359265,0.0831322193,0.3463629093,0.2268443311,0.5539475756,0.1242206108,0.7848316767,0.4881527475,0.5182377448,0.4822197943,0.2051647064,0.1985305068
20,7,0.3,0.3,7,10,0.8,0.1160849788,0.14993989,0.7339751312,0.0382102533,0.0712899617,0.0801285287,0.4340953512,0.2164145287,0.6010276493,0.1199513977,0.8221928172,0.5667584532,0.5940108898,0.4912288,0.2007052202,0.1940526628
20,7,0.3,0.3,7,10,0.85,0.1127212572,0.1202126968,0.767066046,0.0377250632,0.0683221776,0.0779800556,0.5266406523,0.2083358494,0.6506430267,0.1167852854,0.8617902095,0.6521513907,0.6748287803,0.4971220371,0.1940088044,0.1892963075
20,7,0.3,0.3,7,10,0.9,0.1091180955,0.0824838165,0.808398088,0.0371391728,0.0589554998,0.0696792376,0.6434304549,0.1807248126,0.7125977881,0.1045154566,0.9055318542,0.7605966752,0.7756395013,0.5025509666,0.1703945809,0.1704919477
20,7,0.3,0.3,7,10,0.95,0.1051921395,0.0442967383,0.8505111222,0.0366498626,0.0460447926,0.0590073971,0.7619176456,0.143108111,0.775767152,0.0885079048,0.9561446337,0.8714044078,0.878778197,0.5084953707,0.1332538517,0.1444589146
