0.00 0.135136 0.000333968 0.270263 0.000438826 0.189193 0.000380428 0.162167 0.000359925 0.135137 0.000336115 0.108105 0.000302479 40001
0.05 0.135387 0.000333372 0.275802 0.000449919 0.189018 0.000394519 0.160875 0.000365148 0.133141 0.000342294 0.105776 0.000305603 40001
0.10 0.135609 0.000336223 0.281889 0.000455792 0.188761 0.000396289 0.159463 0.000378172 0.13098 0.000339407 0.103298 0.000307109 40001
0.15 0.135789 0.000336083 0.288615 0.000479625 0.188412 0.000405326 0.157878 0.000380539 0.12864 0.000342799 0.100665 0.00030438 40001
0.20 0.135922 0.000338557 0.296144 0.000503421 0.187923 0.000425676 0.156061 0.000382087 0.126102 0.000350864 0.0978477 0.000309476 40001
0.25 0.135985 0.000339189 0.304623 0.000523576 0.187261 0.000438629 0.154023 0.000394153 0.123291 0.000353261 0.0948177 0.000306804 40001
0.30 0.135977 0.000340323 0.314231 0.000548222 0.186367 0.000446625 0.151671 0.000403315 0.120185 0.000354067 0.0915692 0.000309662 40001
0.35 0.135873 0.000339139 0.325235 0.000566158 0.185162 0.000449881 0.148942 0.000406077 0.116747 0.000354304 0.0880402 0.000301731 40001
0.40 0.135642 0.000341373 0.338 0.000588477 0.183541 0.000465822 0.145738 0.000416024 0.11288 0.000360141 0.0841979 0.00030641 40001
0.45 0.135244 0.00034123 0.352964 0.000618271 0.181351 0.000474862 0.141938 0.000415379 0.108518 0.000361863 0.0799849 0.000306747 40001
0.50 0.134647 0.00034061 0.370659 0.000649047 0.178414 0.000489422 0.137382 0.00042072 0.103542 0.000362492 0.0753562 0.000301288 40001
0.55 0.133779 0.000342759 0.391889 0.000699839 0.174404 0.000514987 0.131878 0.000434369 0.0978138 0.000357446 0.0702354 0.000299119 40001
0.60 0.132569 0.000341513 0.417607 0.000719024 0.16892 0.000526738 0.12511 0.000434183 0.0912431 0.000357753 0.0645515 0.000292108 40001
0.65 0.130908 0.000342477 0.449184 0.000794987 0.161379 0.000532042 0.116766 0.000443725 0.083548 0.000361037 0.0582156 0.000280939 40001
0.70 0.128682 0.000341583 0.488196 0.000797512 0.150881 0.000550423 0.106438 0.000437391 0.0746327 0.000345553 0.0511696 0.000273838 40001
0.75 0.125775 0.000336691 0.536063 0.000826487 0.136712 0.000566816 0.0937079 0.000429115 0.0643412 0.000338013 0.0434009 0.000257167 40001
0.80 0.122091 0.00033649 0.594202 0.00082444 0.11773 0.000564997 0.0783554 0.000411626 0.0526636 0.000313326 0.034957 0.000235003 40001
0.85 0.117654 0.000328459 0.662424 0.000796189 0.093583 0.000530018 0.0604436 0.000378472 0.0398316 0.000281201 0.0260642 0.000208522 40001
0.90 0.112644 0.000322528 0.738376 0.000695913 0.0648407 0.000448628 0.040723 0.000318708 0.0263692 0.000226708 0.017047 0.000169288 40001
0.95 0.107343 0.000316702 0.818244 0.000552736 0.0329964 0.000324874 0.0202351 0.000226641 0.0129123 0.000159968 0.00826916 0.000117829 40001
1.00 0.102041 0.000309847 0.897959 0.000309847 0 0 0 0 0 0 0 0 40001
