0.00 0.227277 0.000408724 0.454554 0.000484345 0.318169 0.00045277 40001
0.05 0.218755 0.000409058 0.466202 0.000502023 0.315043 0.000463402 40001
0.10 0.210575 0.000406531 0.478202 0.000525674 0.311223 0.000490964 40001
0.15 0.202713 0.000401686 0.490682 0.000541269 0.306605 0.00050485 40001
0.20 0.195157 0.000399187 0.503677 0.000574726 0.301166 0.000528188 40001
0.25 0.187866 0.000397291 0.517398 0.00059949 0.294737 0.000549911 40001
0.30 0.180854 0.000388728 0.531849 0.000600074 0.287298 0.000543514 40001
0.35 0.174072 0.000387116 0.547264 0.000625791 0.278665 0.000570267 40001
0.40 0.167527 0.000383963 0.563751 0.000648148 0.268722 0.000587847 40001
0.45 0.161195 0.000376194 0.581425 0.000671411 0.25738 0.000602779 40001
0.50 0.155055 0.000370124 0.60061 0.000679238 0.244335 0.0006114 40001
0.55 0.149095 0.000368891 0.621313 0.000691482 0.229592 0.000619443 40001
0.60 0.143306 0.000359167 0.643862 0.000707666 0.212832 0.000637321 40001
0.65 0.137659 0.000353904 0.668425 0.000708703 0.193916 0.000634362 40001
0.70 0.132149 0.000349068 0.695162 0.000729729 0.172689 0.000654058 40001
0.75 0.126765 0.000342812 0.724181 0.000690625 0.149054 0.000607495 40001
0.80 0.121516 0.000335508 0.755438 0.000671741 0.123046 0.000583787 40001
0.85 0.116407 0.000328634 0.788838 0.000643126 0.0947554 0.000548798 40001
0.90 0.111441 0.000322481 0.824055 0.000557037 0.0645036 0.000456177 40001
0.95 0.106645 0.000315292 0.860647 0.000472405 0.0327074 0.000346587 40001
1.00 0.102046 0.000308601 0.897954 0.000308601 0 0 40001
