0.00 0.206613 0.000394329 0.247932 0.000422977 0.173555 0.000371198 0.148761 0.000353787 0.123965 0.000322609 0.0991746 0.000290306 40001
0.05 0.202835 0.00039468 0.25703 0.000449254 0.174188 0.000374647 0.147727 0.000362623 0.121801 0.000325535 0.0964188 0.000294997 40001
0.10 0.199013 0.000394334 0.267005 0.000462053 0.174655 0.000394683 0.146441 0.000372128 0.119396 0.000333019 0.0934896 0.000296139 40001
0.15 0.195107 0.00039573 0.278077 0.00049388 0.17489 0.000406756 0.144858 0.000372827 0.116723 0.000336818 0.0903459 0.000295665 40001
0.20 0.191122 0.000389649 0.29042 0.00053168 0.174831 0.000421621 0.142929 0.000386977 0.11372 0.000346202 0.0869778 0.000297991 40001
0.25 0.18701 0.000394038 0.304303 0.000557713 0.174407 0.000434724 0.140562 0.000392688 0.110357 0.000345013 0.083361 0.000296164 40001
0.30 0.182756 0.000386981 0.320099 0.000591049 0.173465 0.000463591 0.137653 0.000398794 0.106567 0.000356224 0.0794608 0.00030329 40001
0.35 0.17833 0.000386514 0.338121 0.000616131 0.171874 0.000470116 0.134129 0.000416093 0.1023 0.000353731 0.0752465 0.000298103 40001
0.40 0.173693 0.000383325 0.358852 0.000638835 0.169425 0.000487202 0.129877 0.00041574 0.0974686 0.000346065 0.0706832 0.000292897 40001
0.45 0.168802 0.000381238 0.38291 0.000698357 0.165885 0.000492133 0.12464 0.000430123 0.0920052 0.000351864 0.0657575 0.000290463 40001
0.50 0.163617 0.000379963 0.410899 0.000732302 0.160845 0.000525268 0.118366 0.000435028 0.0858259 0.000348867 0.0604479 0.000282749 40001
0.55 0.158101 0.000376017 0.44342 0.000775177 0.154047 0.000527906 0.110782 0.000437161 0.0789018 0.000347398 0.0547484 0.000275991 40001
0.60 0.152249 0.000374194 0.481011 0.00079891 0.145013 0.000558227 0.101851 0.000431941 0.0711931 0.000343006 0.0486823 0.000263373 40001
0.65 0.146041 0.000365149 0.524128 0.000829814 0.13337 0.000550146 0.0914057 0.000432945 0.0627516 0.000330915 0.0423034 0.000252943 40001
0.70 0.139558 0.000359344 0.572461 0.000848465 0.119007 0.000535673 0.0795696 0.000418949 0.0536734 0.000311803 0.0357301 0.000239565 40001
0.75 0.132904 0.000350703 0.625112 0.000773985 0.102026 0.000523696 0.0666357 0.000377385 0.0442288 0.000287294 0.0290939 0.000210911 40001
0.80 0.126224 0.00034326 0.680701 0.000755401 0.0828899 0.000497872 0.0529559 0.000353871 0.0346539 0.000261726 0.0225754 0.000189604 40001
0.85 0.119675 0.00033507 0.737405 0.000700025 0.0623024 0.000442435 0.0390408 0.000310576 0.0252583 0.000222241 0.0163187 0.000163248 40001
0.90 0.113406 0.000327064 0.793316 0.000603621 0.0411922 0.000374892 0.0253921 0.00025437 0.0162565 0.000181334 0.0104378 0.00013053 40001
0.95 0.107514 0.000317113 0.84711 0.000483396 0.0202479 0.000267264 0.0123162 0.000181798 0.00781704 0.00012567 0.00499542 9.15109e-05 40001
1.00 0.10204 0.000309194 0.89796 0.000309194 0 0 0 0 0 0 0 0 40001
