0.00 0.19231 0.0003838 0.288447 0.000435292 0.201926 0.000393479 0.173076 0.000372702 0.144241 0.000346882 40001
0.05 0.188873 0.000384673 0.296945 0.000470585 0.201718 0.000401174 0.171195 0.000377645 0.141269 0.000348146 40001
0.10 0.18543 0.000384118 0.306148 0.000481414 0.201314 0.000410183 0.169053 0.000388975 0.138056 0.000348445 40001
0.15 0.181964 0.000384489 0.316284 0.000509399 0.200604 0.000430636 0.166591 0.00039861 0.134558 0.00035934 40001
0.20 0.178453 0.000378309 0.327436 0.000534867 0.199595 0.000448308 0.163754 0.000405482 0.130763 0.000370755 40001
0.25 0.174888 0.000382062 0.339849 0.000559704 0.198176 0.000458379 0.160495 0.000410632 0.126591 0.000360087 40001
0.30 0.171246 0.000377506 0.353773 0.000576778 0.196238 0.000477058 0.156718 0.000415384 0.122024 0.000370778 40001
0.35 0.167504 0.000375777 0.369524 0.000601782 0.193676 0.000480015 0.152323 0.000429355 0.116973 0.000378834 40001
0.40 0.163627 0.000375217 0.387521 0.000652071 0.190253 0.000505977 0.147197 0.000442561 0.111401 0.000369478 40001
0.45 0.1596 0.000371027 0.408065 0.000668771 0.185844 0.000521808 0.141246 0.000444089 0.105245 0.000377956 40001
0.50 0.155378 0.000370526 0.431935 0.000712507 0.180053 0.00053209 0.134227 0.000444146 0.0984067 0.000372094 40001
0.55 0.150924 0.000370449 0.459492 0.000731133 0.172716 0.000543996 0.126041 0.000455808 0.0908267 0.000361293 40001
0.60 0.146201 0.000362927 0.491552 0.000763069 0.163273 0.000570777 0.116496 0.000445939 0.0824785 0.000360818 40001
0.65 0.141183 0.000359107 0.528742 0.00080527 0.151315 0.000570392 0.105449 0.000447963 0.0733105 0.000348774 40001
0.70 0.13587 0.000353336 0.571295 0.000805031 0.136576 0.000571794 0.0928521 0.000430626 0.0634062 0.000338249 40001
0.75 0.130289 0.000346405 0.619271 0.000814608 0.118768 0.000557798 0.07881 0.000420113 0.0528615 0.000311114 40001
0.80 0.124515 0.000342754 0.671948 0.000789383 0.0980986 0.000531662 0.0635163 0.000390892 0.0419225 0.00028098 40001
0.85 0.11867 0.000332208 0.727958 0.000723252 0.0750109 0.000494177 0.0474649 0.000347344 0.0308967 0.000248153 40001
0.90 0.112903 0.000323237 0.785416 0.000613067 0.0503569 0.000398804 0.031245 0.000275635 0.0200793 0.000202247 40001
0.95 0.107325 0.000316728 0.842602 0.000499095 0.0250672 0.000302982 0.0152786 0.000208925 0.00972661 0.000138952 40001
1.00 0.102043 0.000307318 0.897957 0.000307318 0 0 0 0 0 0 40001
