pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.01,0.01,0.1142514371,0.0031620666,0.8825864962,0.0548246038,0.0199923693,0.0583757647,0.876262363,0.081301195,0.8238861713,0.0875120733,0.9811164423,0.9820536703,0.9786214067,0.0726441523,0.210528391,0.0716680427
0.01,0.03,0.1149862534,0.0021266112,0.8828871354,0.0551564897,0.0117877844,0.0563745355,0.8786339129,0.0654484469,0.824330703,0.0845618032,0.9762095397,0.9768455845,0.974871785,0.0875601285,0.1322406595,0.0827793286
0.01,0.05,0.1138022637,0.0033520191,0.8828457171,0.0549676216,0.0164366361,0.0573815299,0.8761416789,0.0738648706,0.8242685757,0.0860722949,0.9742947164,0.9773344419,0.9705013975,0.1023714899,0.1897645624,0.0986736057
0.01,0.07,0.1132866783,0.0026329132,0.8840804085,0.054475557,0.0147306272,0.0563596773,0.8788145821,0.0699715323,0.8261206127,0.084539516,0.9714247623,0.9822845309,0.9684460504,0.1171588529,0.2124532032,0.1117095508
0.01,0.09,0.1133516621,0.0019352305,0.8847131074,0.0543096014,0.0120650112,0.0555872215,0.8808426465,0.0651470563,0.8270696612,0.0833808322,0.9672443657,0.9846597534,0.9655038049,0.1332377518,0.1994382099,0.1254373727
0.01,0.11,0.1126125611,0.0034998393,0.8838875995,0.0545589606,0.0228393971,0.0591710711,0.8768879209,0.0876362651,0.8258399686,0.0886896066,0.9650456479,1.0207212483,0.9591680626,0.1512042713,0.5041859191,0.1495227223
0.01,0.13,0.1124354626,0.0042782162,0.8832863213,0.0541915038,0.0288754215,0.0618190674,0.874729889,0.1029276101,0.8254093619,0.0891379474,0.9613734649,1.0371801947,0.9546758568,0.1683274758,0.7818698285,0.1633552191
0.01,0.15,0.1127753776,0.0025229407,0.8847016817,0.054369294,0.0139332575,0.0561283428,0.8796558003,0.0685853215,0.8270525226,0.0841925141,0.9558124889,0.9932528092,0.9516761031,0.1880511058,0.3137767632,0.1772353436
0.01,0.17,0.1119998572,0.0024636698,0.885536473,0.053903033,0.0143541133,0.0557745723,0.8806091334,0.0689752002,0.8283047095,0.0836618585,0.9540294338,1.0098628404,0.9495520103,0.2064980265,0.3425465883,0.1944629834
0.01,0.19,0.111532117,0.0018888135,0.8865790695,0.0540952537,0.0109457618,0.0551264075,0.8828014425,0.0631112325,0.8298686043,0.0826896113,0.9513060467,0.9996097914,0.948448519,0.2284291888,0.2502054799,0.2117422433
0.01,0.21,0.1113357375,0.0019238048,0.8867404577,0.0541759272,0.0120972351,0.0554550226,0.8828928482,0.0650674648,0.8301106866,0.0831825338,0.9475155265,1.0080906304,0.9443705001,0.2509635101,0.3423761198,0.2326827099
0.01,0.23,0.1109943943,0.0024365337,0.886569072,0.0536775644,0.0128229823,0.0551306345,0.8816960046,0.0658951592,0.829853608,0.0826959518,0.9444238703,1.0177265888,0.9385735519,0.2717730326,0.3528333844,0.2522674504
0.01,0.25,0.1113885814,0.0023158496,0.886295569,0.0539931798,0.0126331152,0.0553452828,0.8816638697,0.0656989169,0.8294433534,0.0830179243,0.9376563324,1.0212825365,0.9321825224,0.2969898706,0.3870698336,0.2744087366
0.01,0.27,0.1110015353,0.0024293927,0.886569072,0.0538051849,0.0147275081,0.0557554989,0.8817102867,0.0695516218,0.829853608,0.0836332484,0.9353278397,1.0421623166,0.9291227904,0.3200895685,0.5463272435,0.2965445371
0.01,0.29,0.1104138251,0.0027985861,0.8867875888,0.053626829,0.0152692006,0.0557239004,0.8811904167,0.0704462673,0.8301813832,0.0835858506,0.9344562225,1.0595446036,0.9250675975,0.344997944,0.5788281951,0.3201527875
0.01,0.31,0.1099989288,0.0016310208,0.8883700503,0.0535493664,0.0097231662,0.0543268937,0.8851080087,0.0607157691,0.8325550755,0.0814903406,0.9340562066,1.0215311478,0.9286346867,0.369216319,0.3272450201,0.3390808534
0.01,0.33,0.109833256,0.0019116649,0.8882550791,0.0540244859,0.0115017887,0.0552545492,0.8844317492,0.0641533499,0.8323826186,0.0828818238,0.9323120501,1.0412120439,0.9256271804,0.3997655714,0.4549910678,0.3648739767
0.01,0.35,0.1100060699,0.0026821866,0.8873117435,0.053625705,0.0145144678,0.055385541,0.8819473703,0.0686677555,0.8309676152,0.0830783115,0.9304618991,1.0704846237,0.9160061534,0.4202385782,0.6575945488,0.3888279605
0.01,0.37,0.1102238726,0.0024829507,0.8872931767,0.0543118797,0.014836621,0.0562643248,0.8823272753,0.0701299801,0.8309397651,0.0843964872,0.9306217013,1.0801176237,0.916551987,0.4489055783,0.738730655,0.4132629589
0.01,0.39,0.1084757382,0.0024343914,0.8890898704,0.0534134054,0.0143924605,0.055342534,0.8842210876,0.0687405409,0.8336348056,0.0830138009,0.9441210274,1.0835141215,0.9290013448,0.4761193748,0.7445772722,0.4325170331
0.01,0.41,0.1088556432,0.0017424215,0.8894019352,0.0534186173,0.0109262227,0.0544773196,0.8859170922,0.0625502338,0.8341029028,0.0817159793,0.9477248848,1.0547087718,0.9283972729,0.4981619625,0.5458810305,0.4573054772
0.01,0.43,0.1082393687,0.0023144214,0.8894462099,0.0528314617,0.0132297743,0.0543862152,0.8848173671,0.0658894233,0.8341693148,0.0815793229,0.9606188857,1.0849223408,0.930604899,0.520274654,0.727610215,0.4825587839
0.01,0.45,0.1082315135,0.0017181419,0.8900503446,0.0530404301,0.0102080788,0.0539808744,0.8866140608,0.0611592934,0.8350755168,0.0809713116,0.9730509649,1.0608839627,0.9428369446,0.5492167833,0.5287447856,0.5001910157
0.01,0.47,0.1081515335,0.0021109008,0.8897375656,0.0532592831,0.012273882,0.0547256538,0.8855157639,0.0649267136,0.8346063484,0.0820884807,0.9845956275,1.0893197109,0.9519546511,0.5902042025,0.7205799166,0.527475405
0.01,0.49,0.1079451566,0.002485093,0.8895697504,0.0531919736,0.0158489288,0.055467726,0.8845995644,0.0712626483,0.8343546256,0.0832015891,1.0110627076,1.1252646022,0.9662412394,0.6141016075,1.0871392881,0.557262685
0.03,0.01,0.1156310922,0.0268611419,0.8575077659,0.0556294916,0.1245148718,0.1415323637,0.8037854822,0.3833127562,0.8134252151,0.0941206011,0.9764364432,1.0229480385,0.9523162503,0.0838603383,0.4998479473,0.1486711594
0.03,0.03,0.11425715,0.0092219802,0.8765208698,0.0548208855,0.0313341861,0.0635205433,0.8580769093,0.1094755983,0.8147877316,0.0952383729,0.9746427603,0.947142194,0.9665217312,0.0975023994,0.1595664351,0.0905722572
0.03,0.05,0.1139329453,0.0096540151,0.8764130396,0.0545144609,0.0363309304,0.0661465899,0.8571050095,0.1228905212,0.8147780912,0.0981466382,0.9712601489,0.9504159674,0.9611835663,0.1124484054,0.182171788,0.1088358045
0.03,0.07,0.1134280716,0.0088192238,0.8777527047,0.0550235313,0.0289861325,0.0622074979,0.8601142571,0.1029335498,0.816629057,0.0933112469,0.9682971364,0.9405556094,0.9582999666,0.1299072248,0.1756906496,0.1166009038
0.03,0.09,0.1133402364,0.0096254508,0.8770343128,0.0543514638,0.0304827374,0.0625307147,0.8577834113,0.1067580971,0.8155568251,0.0937569184,0.9643245897,0.9325776379,0.9515281626,0.1453505558,0.2000834484,0.1318247611
0.03,0.11,0.112824651,0.0074902703,0.8796850787,0.0541693166,0.028613248,0.0611220883,0.8647045381,0.1012492326,0.8196818652,0.0905815202,0.9614760159,0.945842825,0.9524601996,0.1627192734,0.2155200209,0.1415933438
0.03,0.13,0.1121612454,0.0073324526,0.880506302,0.0542672364,0.0244646898,0.0594530061,0.8658413968,0.0911330905,0.820759453,0.0891795091,0.9592460268,0.9386783916,0.9489845995,0.1818568268,0.1918007397,0.155572503
0.03,0.15,0.1122562217,0.0075309744,0.8802128039,0.0543623377,0.0266464165,0.0603848057,0.8651508551,0.0963775691,0.8203192059,0.0905772085,0.9544517849,0.9431853601,0.943088144,0.2020247733,0.2090911623,0.1732153638
0.03,0.17,0.1124947335,0.0078044775,0.8797007891,0.0542764466,0.024118984,0.059498113,0.8640918342,0.0906562925,0.8195511836,0.0892471694,0.9487514883,0.9294285612,0.9357636419,0.2226236553,0.2080050876,0.1881971711
0.03,0.19,0.1118291856,0.0075009819,0.8806698325,0.0537410372,0.0249271294,0.0590762318,0.8656678687,0.0917713246,0.8210047488,0.0886143477,0.946682612,0.9359381923,0.9336023058,0.2422747862,0.2246467424,0.2021961673
0.03,0.21,0.1112307637,0.0072667547,0.8815024815,0.0539268132,0.0256339313,0.0596138977,0.866968972,0.0937434724,0.8222815725,0.0892187696,0.9447395785,0.9402373896,0.9317654984,0.265727829,0.2514851355,0.2185134844
