pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.05,0.29,0.1102135895,0.043841611,0.8459447995,0.0537965587,0.0999068471,0.1133359359,0.7582615775,0.3043603657,0.7752878209,0.1454395134,0.9295922037,0.9528547387,0.8502568235,0.3953740596,0.5973073215,0.3214513745
0.05,0.31,0.1098226872,0.0443177777,0.8458595351,0.0534883731,0.0992510384,0.1125693488,0.7572239797,0.30232131,0.774701896,0.1460406069,0.9317189051,0.9603003693,0.84688451,0.4171615529,0.6241023195,0.337504581
0.05,0.33,0.1095638947,0.0415860321,0.8488500732,0.053596652,0.0921389492,0.1063422357,0.7656780091,0.2812798017,0.7777459207,0.1413358008,0.9342708541,0.946891293,0.8422825429,0.4435244919,0.6033789961,0.3502530524
0.05,0.35,0.1092801085,0.0404947335,0.850225158,0.0534751735,0.0890764593,0.1036456823,0.7692356911,0.2722421489,0.7790720177,0.1399561807,0.9366458103,0.9477981933,0.8410671154,0.4730629085,0.6077018783,0.3630201567
0.05,0.37,0.1093186703,0.0425733567,0.848107973,0.0533558556,0.096430269,0.1101572275,0.7629612597,0.2941138051,0.7771482129,0.1456543828,0.9430091373,0.9896546816,0.8529035045,0.4935747936,0.7081179907,0.388263883
0.05,0.39,0.1090663049,0.0410598779,0.8498738173,0.0535167173,0.0889120802,0.1032006741,0.7677540615,0.2713949287,0.7781904524,0.1408227487,0.9553434529,0.9645059053,0.8394215732,0.5183634095,0.6701496097,0.3990048478
0.05,0.41,0.1087769486,0.0358530367,0.8553700146,0.0533166182,0.0839345445,0.0991130687,0.7836639412,0.2570115253,0.7862442961,0.1347151884,0.9675254541,0.9700763381,0.8549771177,0.5469171939,0.664628237,0.4121212943
0.05,0.43,0.1083109223,0.0393485914,0.8523404863,0.0532523479,0.0853638906,0.1001545503,0.7736433035,0.2610424095,0.7805877102,0.1414656025,0.9831928573,0.9852152041,0.8510115328,0.5832430581,0.6828838773,0.4250393225
0.05,0.45,0.1083333452,0.0346491948,0.8570174599,0.0532944972,0.0781893611,0.0941472413,0.7877190702,0.2399832482,0.7874960546,0.1322865689,1.0042865827,0.969118276,0.8532729975,0.612029844,0.6505704362,0.4386535333
0.05,0.47,0.1078476095,0.034301139,0.8578512515,0.0531236353,0.0768469731,0.0929598932,0.7892489735,0.2360362846,0.78833156,0.1323031448,1.039955002,0.979987765,0.8595791001,0.6353042508,0.6517856113,0.4532112604
0.05,0.49,0.1073620166,0.0334006498,0.8592373335,0.0530486872,0.0752929681,0.0917370799,0.7924360338,0.2315878566,0.790383904,0.1304606459,1.0797542493,0.973781872,0.8636543669,0.6679258174,0.6782979944,0.4802670036
0.07,0.01,0.1188541436,0.3886665476,0.4924793087,0.0561136448,0.3920609372,0.398007143,-0.2848537866,1.1794923682,0.7349620452,0.1748596018,0.9605590466,1.0129750918,0.5627123438,0.1173840453,0.3708131925,0.4160172388
0.07,0.03,0.1166826865,0.225130146,0.6581871675,0.0554975402,0.3184020393,0.3249037976,0.2079268754,0.9585440162,0.7171077231,0.1837164364,0.9601021253,0.9425276311,0.735347371,0.1327264593,0.3992314359,0.3249845271
0.07,0.05,0.1144765237,0.1161431071,0.7693803692,0.0549123378,0.2058029306,0.2139841149,0.537094155,0.6208590435,0.7202357268,0.1821352051,0.9608195736,0.8605732444,0.8287599065,0.1486191608,0.3352754205,0.2499639483
0.07,0.07,0.1145022316,0.1361405363,0.7493572321,0.0549001284,0.2317259612,0.2390791253,0.4770761595,0.6983050642,0.7164421038,0.185191529,0.955944981,0.8988119637,0.8071045169,0.1667761396,0.4160837681,0.2611690511
0.07,0.09,0.1134459242,0.0849160567,0.8016380191,0.0545048663,0.1590247819,0.1683295597,0.6318059057,0.4804125818,0.7331528546,0.1719647866,0.9544621877,0.8521362154,0.8443685064,0.1845915038,0.3405417452,0.2321816436
0.07,0.11,0.1133083872,0.0853106723,0.8013809405,0.0545526761,0.1605801051,0.1698211937,0.6307595958,0.4850582908,0.7327882315,0.1753003631,0.9500393402,0.8669704955,0.8358319632,0.2047869534,0.3603737075,0.2463069928
0.07,0.13,0.1125003035,0.0811551398,0.8063445567,0.0542318409,0.1521676299,0.1614842031,0.6440342771,0.4596511547,0.7358650337,0.1706761741,0.9482199323,0.8612143835,0.8343259681,0.2246477317,0.3830608274,0.2465261941
0.07,0.15,0.1125578605,0.0849164852,0.8025256543,0.054249842,0.1556698199,0.1647840839,0.632692684,0.4700785564,0.7314428536,0.1743031324,0.9428935093,0.8681817482,0.8222322486,0.2467535675,0.422651368,0.260105382
0.07,0.17,0.1121222552,0.0832300496,0.8046476952,0.0542989604,0.1491192323,0.1587598704,0.638187596,0.4507067869,0.7292722534,0.1786306327,0.9398387477,0.8683607057,0.8135526995,0.2698399792,0.4253112355,0.2731018408
0.07,0.19,0.1119110222,0.0701033313,0.8179856464,0.054087302,0.1247235196,0.1355710822,0.6777789838,0.377655161,0.7383190631,0.1686329143,0.9357263841,0.8420465632,0.814290618,0.2928310616,0.3847544801,0.2744983158
0.07,0.21,0.1112376192,0.066189167,0.8225732138,0.0539391555,0.1265629491,0.1374626579,0.6901948798,0.3833773108,0.7466888992,0.1664283311,0.9347338536,0.8706041585,0.8255263221,0.3162321361,0.4163604207,0.2795884929
0.07,0.23,0.1114204306,0.0672283358,0.8213512336,0.0541556505,0.1205950276,0.1317736324,0.6868945621,0.365357586,0.7422243011,0.1654269453,0.9288883898,0.8522141301,0.8077917257,0.3430625214,0.4204575317,0.2922927082
0.07,0.25,0.1108869925,0.063536116,0.8255768915,0.0539677088,0.1197074277,0.1312372917,0.6985046595,0.3630755604,0.748669047,0.1636593833,0.9286990177,0.8720510983,0.8173708175,0.3665572572,0.4425072621,0.298194098
0.07,0.27,0.1106384832,0.0627118935,0.8266496233,0.0537853609,0.1151401032,0.1267793911,0.7012258364,0.3492517318,0.7481328239,0.1634061896,0.9267701795,0.866455733,0.8100915003,0.3923273945,0.4463666104,0.3062761553
0.07,0.29,0.1102157318,0.0599565823,0.8298276859,0.0536908404,0.1104027557,0.122450704,0.7099145214,0.3351861019,0.7516106688,0.1603195356,0.929045443,0.8676713611,0.8083557239,0.4153735788,0.448297051,0.3185241168
0.07,0.31,0.1098878138,0.0658346842,0.8242775021,0.053649309,0.1215959608,0.1327578907,0.6926081337,0.3685524956,0.7472345485,0.1648015868,0.9316009599,0.8945786909,0.8093361831,0.4408680233,0.5375210588,0.3409344014
0.07,0.33,0.1097392795,0.0592743243,0.8309863963,0.0537147737,0.1080597235,0.120416855,0.7124377477,0.3283161983,0.7525644303,0.1596058122,0.9337823138,0.8762375574,0.8063699931,0.4694951166,0.4844857573,0.3368146658
0.07,0.35,0.1093833684,0.0555078373,0.8351087942,0.0536627817,0.1032647822,0.1158904331,0.7240931196,0.313869528,0.757716071,0.1557258827,0.9422642843,0.8799249983,0.8086339344,0.4937204935,0.4828118848,0.3495248328
0.07,0.37,0.1089287678,0.0545894955,0.8364817367,0.0533897077,0.0991081179,0.1120043623,0.7273027457,0.3014440643,0.7591066519,0.1517702692,0.9550032987,0.8695082012,0.8014520891,0.5156063171,0.4864420608,0.3630911216
0.07,0.39,0.1086401257,0.0528649266,0.8384949477,0.0533018446,0.0981036254,0.1112249709,0.7327650944,0.2986247428,0.7619325883,0.1511618084,0.9670877806,0.879394453,0.8088782076,0.5451757807,0.5054406013,0.3741553061
0.07,0.41,0.1085140144,0.0504822366,0.8410037491,0.0533645899,0.1017774617,0.1147465749,0.7400392759,0.3097687536,0.7683274181,0.1463251835,0.9804594218,0.904161429,0.8269536941,0.5797103256,0.5761210558,0.4070990437
0.07,0.43,0.1083779055,0.0494833435,0.842138751,0.0532243734,0.0962508897,0.1095515708,0.7431720641,0.2931285977,0.7675619667,0.147507011,1.0012977661,0.9003542176,0.8219781712,0.6078982465,0.5436569759,0.4056287333
0.07,0.45,0.1078314707,0.0512778948,0.8408906345,0.053095822,0.0973889426,0.1104558926,0.7383348449,0.2964301213,0.7652986039,0.1507220077,1.0360747687,0.9102943335,0.8247357939,0.6333763461,0.5660280519,0.4212361947
0.07,0.47,0.1077115007,0.0523749063,0.839913593,0.0530478806,0.0945631681,0.1077923078,0.7351637805,0.2878932895,0.7626384832,0.1511331236,1.0714543668,0.9029729506,0.8141723174,0.663947963,0.5584275891,0.4336474861
0.07,0.49,0.1073995787,0.0464445317,0.8461558896,0.0529894287,0.088179142,0.1021783222,0.7532668261,0.2689959776,0.7712938908,0.1449221558,1.1118010329,0.9042537121,0.828054893,0.7065101884,0.5353842323,0.4364351037
0.09,0.01,0.1187485986,0.3977091441,0.4835422573,0.056133661,0.3893606392,0.3950072642,-0.311876031,1.1710680957,0.7285682865,0.1759058914,0.9557356944,0.8808027164,0.5509335716,0.1325281737,0.2664628133,0.4152074958
0.09,0.03,0.1161712429,0.2224539579,0.6613747992,0.0553007156,0.3061904944,0.3126617816,0.2164668833,0.9217762981,0.702842218,0.187636303,0.9567537104,0.8493541747,0.7322882877,0.1478891127,0.3026764044,0.3214977939
0.09,0.05,0.1147286036,0.1525372942,0.7327341022,0.0548629674,0.2348435904,0.2418457228,0.4276595137,0.7073593444,0.697608098,0.1882129274,0.9557567305,0.818980292,0.7909863636,0.164802932,0.3114983575,0.2645681749
0.09,0.07,0.1141240404,0.1403684793,0.7455074803,0.0548377721,0.2237287296,0.2313009766,0.4647705217,0.6743984945,0.7018642482,0.1917444238,0.9526697136,0.8304687056,0.7962749888,0.1837621456,0.3319983199,0.2627273225
0.09,0.09,0.1134800586,0.1225689292,0.7639510122,0.0546924134,0.1927967127,0.2009038909,0.5188131539,0.5814877768,0.6990447388,0.1908187611,0.9499042112,0.8101522433,0.7974954632,0.2032433987,0.3282295748,0.259638691
0.09,0.11,0.1130663049,0.1100841932,0.7768495019,0.0542761333,0.1742616611,0.1827298816,0.5566811154,0.5258151679,0.703661656,0.1868550104,0.9463961674,0.8036601749,0.8001069816,0.2226626006,0.3339244555,0.2572641896
0.09,0.13,0.1129677581,0.1099485129,0.7770837291,0.0544303661,0.1722439527,0.1807025826,0.5571867033,0.5196564403,0.7018651052,0.1886728481,0.9415420683,0.8044373351,0.7900052624,0.2453965668,0.35235374,0.2672961067
0.09,0.15,0.11238876,0.1067880173,0.7808232228,0.0543825834,0.1675956061,0.1762040601,0.5672471882,0.505725622,0.7034302853,0.1899161117,0.9390963683,0.8096515818,0.7854866893,0.2676963341,0.3621774489,0.2760823772
0.09,0.17,0.1121726711,0.0976701539,0.790157175,0.0541457309,0.1526894444,0.1618182065,0.5948168672,0.4610599464,0.7085714286,0.1842928262,0.9347584235,0.7995941015,0.784839894,0.2909418065,0.3620646419,0.277304231
0.09,0.19,0.1118236155,0.0997836255,0.788392759,0.0542486792,0.157243975,0.1661011803,0.5888255079,0.4745913758,0.7088949191,0.1844231727,0.9318622809,0.8122523443,0.7805432311,0.3152794901,0.3921351983,0.2853943527
0.09,0.21,0.1115011247,0.0865989217,0.8018999536,0.0541339728,0.1368211646,0.1467981045,0.6287021102,0.4136523456,0.7174123612,0.1803865721,0.9287310661,0.802372458,0.7821511299,0.3406260746,0.3620711752,0.2903501813
0.09,0.23,0.1108957046,0.0831119363,0.8059923591,0.0540199124,0.134226459,0.1442609959,0.6397684864,0.4058298373,0.7239682936,0.1739352379,0.9293463294,0.8072949011,0.7867778659,0.3634915277,0.3828189351,0.2907180492
0.09,0.25,0.1106180598,0.0782407255,0.8111412147,0.0538120747,0.1264822398,0.1372511409,0.6546597636,0.3830257044,0.7283339165,0.1713653336,0.927329674,0.806473059,0.7848597573,0.3896372597,0.3784560822,0.2994909172
0.09,0.27,0.1102998536,0.0829029885,0.8067971579,0.0537438284,0.1307154354,0.1408574122,0.6409911808,0.3953034072,0.722763452,0.1754414745,0.9286210115,0.8105971214,0.7736545964,0.4129420779,0.403137529,0.3114963492
0.09,0.29,0.1104436748,0.0803050666,0.8092512586,0.053609303,0.1313908673,0.1414333626,0.6486411254,0.3972953982,0.7266766166,0.1753999254,0.9268739661,0.8299034659,0.7806117317,0.437502678,0.4232133861,0.3187806931
0.09,0.31,0.1097861249,0.0707083229,0.8195055522,0.0536580658,0.1200259324,0.1309352125,0.6780889063,0.363470852,0.7397409219,0.1630944951,0.9323186829,0.8245209385,0.7886455734,0.467768659,0.4195195974,0.3257401678
