pi1,pi2,f0,f1,f2,Q,Qs,niter
0.25,0.31,0.1060683,0.16944207,0.72448962,0.38560547999999994,0.55504755,8.0
0.25,0.33,0.10578292,0.16625756,0.72795952,0.3954444,0.56170196,8.0
0.25,0.35,0.10550075,0.16320837,0.73129088,0.40487414,0.56808251,8.0
0.25,0.37,0.10522164,0.1602851,0.73449326,0.41392306,0.57420816,8.0
0.25,0.39,0.10494545,0.15747926,0.73757529,0.42261677,0.58009603,8.0
0.25,0.41,0.10467207,0.15478316,0.74054476,0.43097844,0.5857616,8.0
0.25,0.43,0.10440139,0.15218985,0.74340877,0.4390290700000001,0.5912189200000001,8.0
0.25,0.45,0.10413329,0.14969296,0.74617375,0.44678782999999994,0.59648079,8.0
0.25,0.47,0.10386769,0.14728671,0.7488456,0.45427218,0.60155889,8.0
0.25,0.49,0.1036045,0.14496579,0.7514297,0.46149811999999996,0.60646391,8.0
0.27,0.01,0.11091356,0.26527501,0.62381143,0.09326140999999999,0.35853641999999997,9.0
0.27,0.03,0.11052905,0.2564928,0.63297814,0.11999253999999993,0.37648533999999995,9.0
0.27,0.05,0.11015692,0.24847678,0.64136629,0.14441273,0.39288951,9.0
0.27,0.07,0.10979549,0.24110913,0.64909538,0.16687712,0.40798625,9.0
0.27,0.09,0.10944342,0.23429793,0.65625865,0.18766279000000008,0.42196072000000007,9.0
0.27,0.11,0.10909968,0.22796995,0.66293037,0.20699046999999998,0.43496042,9.0
0.27,0.13,0.10876339,0.2220658,0.66917081,0.22503921,0.44710501,9.0
0.27,0.15,0.10843385,0.21653653,0.67502962,0.24195656,0.45849309,9.0
0.27,0.17,0.10811046,0.21134136,0.68054818,0.25786545999999994,0.4692068199999999,9.0
0.27,0.19,0.10779272,0.20644582,0.68576146,0.27286982000000004,0.47931564000000004,9.0
0.27,0.21,0.10748019,0.20182058,0.69069922,0.28705805999999995,0.4888786399999999,9.0
0.27,0.23,0.10717251,0.19744042,0.69538707,0.30050623,0.49794665,9.0
0.27,0.25,0.10686934,0.19328347,0.6998472,0.31328026,0.50656373,9.0
0.27,0.27,0.1065704,0.18933066,0.70409894,0.3254376199999999,0.51476828,8.0
0.27,0.29,0.10627543,0.18556526,0.70815931,0.33702878999999997,0.5225940499999999,8.0
0.27,0.31,0.10598422,0.18197248,0.7120433,0.34809834000000006,0.53007082,8.0
0.27,0.33,0.10569656,0.1785392,0.71576424,0.35868584000000003,0.53722504,8.0
0.27,0.35,0.10541228,0.17525372,0.71933401,0.36882656999999996,0.5440802899999999,8.0
0.27,0.37,0.1051312,0.17210556,0.72276324,0.37855212000000005,0.55065768,8.0
0.27,0.39,0.10485319,0.16908529,0.72606153,0.38789094999999996,0.55697624,8.0
0.27,0.41,0.1045781,0.1661844,0.72923749,0.39686869,0.56305309,8.0
0.27,0.43,0.10430583,0.16339519,0.73229898,0.40550860000000005,0.56890379,8.0
0.27,0.45,0.10403625,0.16071066,0.73525309,0.41383177000000004,0.57454243,8.0
0.27,0.47,0.10376927,0.15812441,0.73810632,0.4218575,0.57998191,8.0
0.27,0.49,0.10350478,0.15563062,0.7408646,0.42960336,0.5852339799999999,8.0
0.29,0.01,0.1109072,0.28476436,0.60432845,0.03479973000000003,0.31956409,9.0
0.29,0.03,0.11051156,0.27507644,0.614412,0.06425912,0.33933556,9.0
0.29,0.05,0.11012997,0.26627747,0.62359256,0.09103761999999993,0.35731508999999995,9.0
0.29,0.07,0.10976037,0.25822244,0.63201719,0.11557231000000001,0.37379475,9.0
0.29,0.09,0.10940118,0.25080015,0.63979867,0.13819837000000001,0.38899852,9.0
0.29,0.11,0.10905115,0.24392324,0.64702561,0.15917913,0.40310237000000004,9.0
0.29,0.13,0.10870928,0.2375217,0.65376903,0.17872562999999997,0.41624732999999997,9.0
0.29,0.15,0.10837474,0.2315384,0.66008686,0.19701006000000004,0.42854846,9.0
0.29,0.17,0.10804684,0.22592612,0.66602703,0.21417478999999995,0.44010090999999996,9.0
0.29,0.19,0.10772503,0.2206453,0.67162967,0.23033906999999998,0.45098436999999997,9.0
0.29,0.21,0.10740879,0.21566244,0.67692877,0.24560388999999994,0.46126632999999995,9.0
0.29,0.23,0.10709773,0.2109489,0.68195337,0.26005557,0.47100447,9.0
0.29,0.25,0.10679146,0.20648001,0.68672853,0.27376851,0.48024852,9.0
0.29,0.27,0.10648967,0.20223433,0.691276,0.28680734,0.48904167,9.0
0.29,0.29,0.10619209,0.19819312,0.6956148,0.29922856,0.49742168,8.0
0.29,0.31,0.10589846,0.19433987,0.69976167,0.31108193,0.5054218,8.0
0.29,0.33,0.10560857,0.19066001,0.70373142,0.3224114,0.51307141,8.0
0.29,0.35,0.10532221,0.18714056,0.70753723,0.33325611,0.52039667,8.0
0.29,0.37,0.10503921,0.18376993,0.71119086,0.343651,0.52742093,8.0
0.29,0.39,0.10475942,0.18053771,0.71470287,0.35362745,0.53416516,8.0
0.29,0.41,0.10448267,0.17743456,0.71808276,0.36321364000000006,0.5406482,8.0
0.29,0.43,0.10420885,0.17445201,0.72133914,0.37243512,0.54688713,8.0
0.29,0.45,0.10393784,0.17158237,0.7244798,0.38131506,0.55289743,8.0
0.29,0.47,0.10366951,0.16881866,0.72751183,0.38987450999999995,0.55869317,8.0
0.29,0.49,0.10340377,0.16615452,0.73044171,0.39813267,0.56428719,8.0
0.31,0.01,0.11090043,0.30422063,0.58487894,-0.023562320000000025,0.28065830999999997,9.0
0.31,0.03,0.11049307,0.29357864,0.5959283,0.008771019999999963,0.30234965999999996,9.0
0.31,0.05,0.11010164,0.28396448,0.60593389,0.03800492999999994,0.32196940999999996,9.0
0.31,0.07,0.10972363,0.27520029,0.61507608,0.0646755,0.33987579,9.0
0.31,0.09,0.10935716,0.26715218,0.62349066,0.08918629999999994,0.35633847999999996,9.0
0.31,0.11,0.10900076,0.25971647,0.63128277,0.11184983000000004,0.3715663,9.0
0.31,0.13,0.10865324,0.25281109,0.63853566,0.13291347999999992,0.38572456999999993,9.0
0.31,0.15,0.10831368,0.24636978,0.64531654,0.15257698000000003,0.39894676000000007,9.0
0.31,0.17,0.10798129,0.24033822,0.65168049,0.17100404999999996,0.41134226999999995,9.0
0.31,0.19,0.10765541,0.23467125,0.65767334,0.18833084,0.42300209,9.0
0.31,0.21,0.10733549,0.22933088,0.66333363,0.20467187000000003,0.43400275,9.0
0.31,0.23,0.10702107,0.22428482,0.6686941,0.22012445999999997,0.44440927999999996,9.0
0.31,0.25,0.10671175,0.21950539,0.67378286,0.23477208,0.45427746999999996,9.0
0.31,0.27,0.10640716,0.21496863,0.67862421,0.24868694999999996,0.46365557999999996,9.0
0.31,0.29,0.106107,0.21065369,0.6832393,0.26193192,0.47258561,8.0
0.31,0.31,0.105811,0.2065423,0.6876467,0.27456210000000003,0.48110440000000004,8.0
0.31,0.33,0.10551892,0.20261832,0.69186276,0.28662612000000004,0.48924444,8.0
0.31,0.35,0.10523054,0.19886747,0.69590199,0.29816705,0.49703452,8.0
0.31,0.37,0.10494567,0.19527701,0.69977732,0.30922330000000003,0.5045003100000001,8.0
0.31,0.39,0.10466414,0.19183554,0.70350032,0.31982923999999996,0.5116647799999999,8.0
0.31,0.41,0.10438579,0.18853283,0.70708139,0.33001573,0.51854856,8.0
0.31,0.43,0.10411047,0.18535963,0.7105299,0.33981064000000005,0.52517027,8.0
0.31,0.45,0.10383806,0.18230758,0.71385436,0.3492392,0.53154678,8.0
0.31,0.47,0.10356843,0.17936909,0.71706248,0.35832429999999993,0.5376933899999999,8.0
0.31,0.49,0.10330148,0.17653723,0.72016128,0.36708682000000004,0.54362405,8.0
0.33,0.01,0.11089321,0.32364063,0.56546616,-0.08181509999999992,0.24182553000000007,9.0
0.33,0.03,0.11047349,0.31199281,0.5775337,-0.04645191999999998,0.26554089000000003,9.0
0.33,0.05,0.11007183,0.30153004,0.58839813,-0.014661950000000035,0.28686808999999996,9.0
0.33,0.07,0.10968518,0.2920348,0.59828002,0.014210420000000057,0.30624522000000004,9.0
0.33,0.09,0.10931128,0.28334649,0.60734223,0.04064924999999997,0.32399574,9.0
0.33,0.11,0.10894841,0.27534269,0.6157089,0.06502352,0.34036621,9.0
0.33,0.13,0.10859522,0.26792769,0.62347709,0.08762170999999996,0.35554939999999996,9.0
0.33,0.15,0.10825063,0.26102505,0.63072432,0.10867422000000004,0.36969927,9.0
0.33,0.17,0.10791374,0.25457267,0.6375136,0.12836826,0.38294093,9.0
0.33,0.19,0.10758382,0.24851928,0.6438969,0.14685833999999998,0.39537762,9.0
0.33,0.21,0.10726026,0.24282206,0.64991768,0.16427356000000004,0.40709562000000005,9.0
0.33,0.23,0.10694253,0.23744482,0.65561265,0.18072301000000002,0.41816783,9.0
0.33,0.25,0.10663019,0.23235667,0.66101314,0.19629980000000002,0.42865647,9.0
0.33,0.27,0.10632284,0.22753103,0.66614613,0.21108407,0.43861510000000004,9.0
0.33,0.29,0.10602016,0.22294482,0.67103502,0.22514538000000006,0.44809020000000005,8.0
0.33,0.31,0.10572184,0.2185779,0.67570026,0.23854446000000007,0.45712236000000006,8.0
0.33,0.33,0.10542762,0.21441255,0.68015982,0.25133471999999996,0.46574726999999994,8.0
0.33,0.35,0.10513727,0.21043313,0.6844296,0.26356334,0.47399647,8.0
0.33,0.37,0.10485058,0.20662571,0.68852371,0.27527229000000003,0.48189800000000005,8.0
0.33,0.39,0.10456736,0.20297787,0.69245477,0.28649903,0.4894769,8.0
0.33,0.41,0.10428744,0.19947848,0.69623408,0.29727711999999995,0.49675559999999996,8.0
0.33,0.43,0.10401067,0.19611751,0.69987182,0.30763680000000004,0.50375431,8.0
0.33,0.45,0.10373691,0.19288589,0.70337721,0.31760542999999997,0.51049132,8.0
0.33,0.47,0.10346603,0.1897754,0.70675856,0.32720776,0.51698316,8.0
0.33,0.49,0.10319792,0.18677859,0.71002349,0.33646631,0.5232449,8.0
0.35,0.01,0.1108855,0.34302072,0.54609378,-0.13994766000000003,0.20307305999999997,9.0
0.35,0.03,0.11045276,0.33031171,0.55923553,-0.10138788999999993,0.22892382000000006,9.0
0.35,0.05,0.11004046,0.31896582,0.57099372,-0.06693791999999998,0.2520279,9.0
0.35,0.07,0.10964492,0.30871763,0.58163745,-0.03579781000000004,0.27291982,9.0
0.35,0.09,0.10926345,0.29937524,0.59136131,-0.007389169999999945,0.29198607000000004,9.0
0.35,0.11,0.10889405,0.29079474,0.60031121,0.018721729999999992,0.30951647,9.0
0.35,0.13,0.10853515,0.28286509,0.60859976,0.042869580000000074,0.32573467000000006,9.0
0.35,0.15,0.10818551,0.27549856,0.61631593,0.06531880999999995,0.34081736999999995,9.0
0.35,0.17,0.10784414,0.26862449,0.62353136,0.08628237999999999,0.35490687,9.0
0.35,0.19,0.10751022,0.26218505,0.63030473,0.10593463000000003,0.36811968,9.0
0.35,0.21,0.10718305,0.25613222,0.63668473,0.12442028999999999,0.38055251,9.0
0.35,0.23,0.10686206,0.25042564,0.6427123,0.14186102,0.39228666,9.0
0.35,0.25,0.10654675,0.24503107,0.64842218,0.15836003999999998,0.40339110999999994,9.0
0.35,0.27,0.10623671,0.23991913,0.65384417,0.17400590999999993,0.41392503999999997,9.0
0.35,0.29,0.10593155,0.23506445,0.659004,0.18887510000000002,0.42393955000000005,8.0
0.35,0.31,0.10563097,0.23044494,0.66392409,0.20303421,0.43347915,8.0
0.35,0.33,0.10533466,0.22604126,0.66862407,0.21654155000000003,0.44258281,8.0
0.35,0.35,0.10504239,0.22183634,0.67312127,0.22944859,0.45128493000000003,8.0
0.35,0.37,0.10475393,0.21781505,0.67743102,0.24180091999999997,0.45961597,8.0
0.35,0.39,0.10446907,0.21396392,0.681567,0.25363916000000003,0.46760308000000006,8.0
0.35,0.41,0.10418764,0.21027091,0.68554145,0.26499963,0.47527054,8.0
0.35,0.43,0.10390947,0.20672518,0.68936535,0.27591498999999997,0.48264017,8.0
0.35,0.45,0.10363441,0.20331696,0.69304863,0.2864147100000001,0.48973167000000006,8.0
0.35,0.47,0.10336232,0.20003741,0.69660027,0.29652545,0.49656286000000005,8.0
0.35,0.49,0.10309309,0.1968785,0.70002842,0.30627141999999996,0.50314992,8.0
0.37,0.01,0.11087724,0.36235678,0.52676598,-0.19794758,0.16440919999999998,9.0
0.37,0.03,0.11043075,0.34852739,0.54104186,-0.15601292,0.19251447,9.0
0.37,0.05,0.11000741,0.33626284,0.55372975,-0.11879593,0.21746691,9.0
0.37,0.07,0.10960274,0.32523999,0.56515727,-0.08532270999999991,0.23991728000000007,9.0
0.37,0.09,0.10921358,0.31523031,0.57555611,-0.05490451000000007,0.26032579999999994,9.0
0.37,0.11,0.10883758,0.30606534,0.58509709,-0.027033590000000052,0.27903174999999997,9.0
0.37,0.13,0.10847295,0.29761684,0.59391021,-0.0013234699999999933,0.29629337,9.0
0.37,0.15,0.10811829,0.28978463,0.60209708,0.022527819999999976,0.31231244999999996,9.0
0.37,0.17,0.10777246,0.28248877,0.60973877,0.044761229999999985,0.32725,9.0
0.37,0.19,0.10743457,0.2756643,0.61690113,0.06557253000000007,0.34123683000000005,9.0
0.37,0.21,0.10710384,0.26925768,0.62363849,0.08512313000000005,0.35438081000000005,9.0
0.37,0.23,0.10677964,0.26322414,0.62999623,0.10354795000000006,0.36677209000000005,9.0
0.37,0.25,0.10646142,0.25752588,0.6360127,0.12096094000000002,0.37848682,9.0
0.37,0.27,0.10614873,0.25213065,0.64172062,0.13745931999999994,0.38958996999999995,9.0
0.37,0.29,0.10584116,0.24701066,0.64714817,0.15312685000000004,0.40013751000000003,8.0
0.37,0.31,0.10553837,0.24214184,0.65231979,0.16803610999999996,0.41017794999999996,8.0
0.37,0.33,0.10524004,0.23750312,0.65725684,0.18225059999999993,0.41975371999999994,8.0
0.37,0.35,0.10494591,0.23307602,0.66197807,0.19582602999999998,0.42890205,8.0
0.37,0.37,0.10465573,0.22884417,0.66650011,0.20881176999999995,0.43765593999999997,8.0
0.37,0.39,0.10436929,0.22479303,0.67083769,0.22125163000000003,0.44604466000000004,8.0
0.37,0.41,0.10408639,0.22090962,0.67500399,0.23318475,0.45409436999999997,8.0
0.37,0.43,0.10380687,0.2171823,0.67901084,0.24464624000000001,0.46182854,8.0
0.37,0.45,0.10353055,0.21360058,0.68286886,0.2556677,0.46926828,8.0
0.37,0.47,0.10325731,0.210155,0.68658769,0.26627768999999996,0.47643269,8.0
0.37,0.49,0.102987,0.20683695,0.69017605,0.27650215000000006,0.4833391,8.0
0.39,0.01,0.11086837,0.38164415,0.50748748,-0.25580082000000004,0.12584332999999998,9.0
0.39,0.03,0.11040738,0.3666311,0.52296152,-0.21030068000000002,0.15633041999999997,9.0
0.39,0.05,0.10997257,0.3534115,0.53661593,-0.17020707000000002,0.18320442999999997,9.0
0.39,0.07,0.10955855,0.34159265,0.5488488,-0.13433649999999997,0.20725615000000003,9.0
0.39,0.09,0.10916157,0.33090328,0.55993514,-0.10187142000000005,0.22903185999999998,9.0
0.39,0.11,0.10877892,0.32114701,0.57007406,-0.07221995999999997,0.24892705000000004,9.0
0.39,0.13,0.10840856,0.31217642,0.57941502,-0.04493782000000002,0.2672386,9.0
0.39,0.15,0.10804888,0.30387764,0.58807347,-0.019681810000000022,0.28419583,9.0
0.39,0.17,0.10769865,0.29616065,0.5961407,0.0038193999999999173,0.29998004999999994,9.0
0.39,0.19,0.10735683,0.28895288,0.60369029,0.025784529999999917,0.31473740999999994,9.0
0.39,0.21,0.1070226,0.28219489,0.61078251,0.04639272999999999,0.32858761999999997,9.0
0.39,0.23,0.10669524,0.2758373,0.61746746,0.06579285999999995,0.34163015999999996,9.0
0.39,0.25,0.10637418,0.26983858,0.62378724,0.08411007999999998,0.35394865999999997,9.0
0.39,0.27,0.1060589,0.26416346,0.62977764,0.10145072,0.36561418,9.0
0.39,0.29,0.10574898,0.25878169,0.63546933,0.11790595000000004,0.37668764000000005,8.0
0.39,0.31,0.10544404,0.25366711,0.64088885,0.13355463,0.38722174,8.0
0.39,0.33,0.10514375,0.24879695,0.64605931,0.14846541000000008,0.39726236000000004,8.0
0.39,0.35,0.10484781,0.24415122,0.65100097,0.16269853,0.40684975,8.0
0.39,0.37,0.10455597,0.23971232,0.65573171,0.17630706999999995,0.41601939,8.0
0.39,0.39,0.104268,0.23546462,0.66026737,0.18933813,0.42480275,8.0
0.39,0.41,0.1039837,0.23139421,0.6646221,0.20183368000000002,0.43322789,8.0
0.39,0.43,0.10370287,0.22748861,0.66880852,0.2138313,0.44131991000000004,8.0
0.39,0.45,0.10342536,0.22373663,0.67283801,0.22536475,0.44910138,8.0
0.39,0.47,0.103151,0.22012816,0.67672084,0.23646452,0.45659268,8.0
0.39,0.49,0.10287966,0.21665404,0.6804663,0.24715821999999998,0.46381226,8.0
0.41,0.01,0.11085884,0.40087748,0.48826368,-0.31349128000000004,0.08738619999999997,10.0
0.41,0.03,0.11038252,0.3846132,0.50500428,-0.26422212,0.12039107999999998,9.0
0.41,0.05,0.10993582,0.3704015,0.51966268,-0.22114031999999995,0.14926118000000005,9.0
0.41,0.07,0.10951222,0.35776592,0.53272186,-0.18280998000000004,0.17495593999999998,9.0
0.41,0.09,0.10910733,0.3463855,0.54450717,-0.14826382999999999,0.19812167000000003,9.0
0.41,0.11,0.108718,0.33603221,0.5552498,-0.11681461999999998,0.21921759000000002,9.0
0.41,0.13,0.1083419,0.32653731,0.56512079,-0.08795383000000001,0.23858348000000001,9.0
0.41,0.15,0.10797725,0.317772,0.57425075,-0.061293249999999966,0.25647875000000003,9.0
0.41,0.17,0.10762265,0.30963537,0.58274198,-0.03652876000000005,0.27310660999999997,9.0
0.41,0.19,0.10727697,0.30204675,0.59067628,-0.013417219999999896,0.2886295300000001,9.0
0.41,0.21,0.10693929,0.29494046,0.59812025,0.00823932999999999,0.30317979,9.0
0.41,0.23,0.10660885,0.28826226,0.60512889,0.028604370000000046,0.31686663000000004,9.0
0.41,0.25,0.10628501,0.28196677,0.61174823,0.04781469000000005,0.32978146,9.0
0.41,0.27,0.10596721,0.27601558,0.6180172,0.06598604000000008,0.34200162000000006,9.0
0.41,0.29,0.10565501,0.2703759,0.62396909,0.08321729,0.35359319,9.0
0.41,0.31,0.10534798,0.26501945,0.62963257,0.09959366999999997,0.36461311999999996,8.0
0.41,0.33,0.10504579,0.25992168,0.63503253,0.11518917000000006,0.37511085000000005,8.0
0.41,0.35,0.10474811,0.25506113,0.64019077,0.13006850999999997,0.38512964,8.0
0.41,0.37,0.10445467,0.25041889,0.64512644,0.14428865999999996,0.39470754999999996,8.0
0.41,0.39,0.10416523,0.24597827,0.6498565,0.15789995999999995,0.40387822999999995,8.0
0.41,0.41,0.10387957,0.24172439,0.65439604,0.17094725999999993,0.41267164999999995,8.0
0.41,0.43,0.1035975,0.23764397,0.65875854,0.18347059999999998,0.42111456999999997,8.0
0.41,0.45,0.10331883,0.23372507,0.6629561,0.19550596000000003,0.42923103000000007,8.0
0.41,0.47,0.10304341,0.22995697,0.66699963,0.20708568999999993,0.4370426599999999,8.0
0.41,0.49,0.10277109,0.22632992,0.67089899,0.21823915,0.44456907,8.0
0.43,0.01,0.11084856,0.42005069,0.46910076,-0.37100062,0.04905007,10.0
0.43,0.03,0.11035605,0.40246313,0.48718083,-0.31774543,0.0847177,9.0
0.43,0.05,0.10989703,0.38722185,0.50288112,-0.27156258,0.11565926999999998,9.0
0.43,0.07,0.10946365,0.37374967,0.51678667,-0.23071266999999995,0.14303700000000003,9.0
0.43,0.09,0.10905076,0.36166807,0.52928118,-0.19405496,0.16761311,9.0
0.43,0.11,0.10865472,0.35071325,0.54063202,-0.16079447999999996,0.18991877000000001,9.0
0.43,0.13,0.10827292,0.34069299,0.5510341,-0.13035187999999998,0.21034111,9.0
0.43,0.15,0.10790334,0.33146218,0.56063448,-0.10228987999999994,0.22917230000000005,9.0
0.43,0.17,0.10754443,0.32290829,0.56954728,-0.07626929999999998,0.24663899,9.0
0.43,0.19,0.10719495,0.31494201,0.57786304,-0.052020979999999994,0.26292103,9.0
0.43,0.21,0.1068539,0.30749113,0.58565497,-0.029327290000000006,0.27816384,9.0
0.43,0.23,0.10652044,0.30049633,0.59298323,-0.008009429999999984,0.2924869,9.0
0.43,0.25,0.10619389,0.29390822,0.59989789,0.012081450000000049,0.30598967000000005,9.0
0.43,0.27,0.10587365,0.28768519,0.60644116,0.031070780000000076,0.31875597000000006,9.0
0.43,0.29,0.10555923,0.28179182,0.61264895,0.04906530999999992,0.33085712999999994,9.0
0.43,0.31,0.10525019,0.27619768,0.61855213,0.06615676999999998,0.34235445,8.0
0.43,0.33,0.10494616,0.27087641,0.62417743,0.08242461000000001,0.35330102,8.0
0.43,0.35,0.1046468,0.26580505,0.62954816,0.09793806000000005,0.36374311000000004,8.0
0.43,0.37,0.10435182,0.2609634,0.63468478,0.11275797999999992,0.37372137999999994,8.0
0.43,0.39,0.10406097,0.25633366,0.63960537,0.1269380499999999,0.38327170999999993,8.0
0.43,0.41,0.10377401,0.25190001,0.64432598,0.14052595999999995,0.39242596999999996,8.0
0.43,0.43,0.10349074,0.24764833,0.64886092,0.15356425999999995,0.40121259,8.0
0.43,0.45,0.10321098,0.24356599,0.65322304,0.16609105999999996,0.40965704999999997,8.0
0.43,0.47,0.10293454,0.23964159,0.65742387,0.17814069000000005,0.41778228000000006,8.0
0.43,0.49,0.10266129,0.23586486,0.66147385,0.18974413,0.42560899,8.0
0.45,0.01,0.11083744,0.43915676,0.4500058,-0.42830771999999995,0.010849040000000032,10.0
0.45,0.03,0.11032782,0.42016922,0.46950297,-0.37083547,0.04933375000000001,9.0
0.45,0.05,0.10985606,0.40386081,0.48628314,-0.32143848,0.08242232999999999,9.0
0.45,0.07,0.10941272,0.38953337,0.50105391,-0.27801283,0.11152054,9.0
0.45,0.09,0.10899175,0.37674188,0.51426637,-0.23921738999999997,0.13752449,9.0
0.45,0.11,0.10858901,0.36518246,0.52622853,-0.20413638999999995,0.16104607000000004,9.0
0.45,0.13,0.10820154,0.35463698,0.53716148,-0.17211248,0.18252449999999998,9.0
0.45,0.15,0.10782708,0.3449428,0.54723012,-0.14265547999999995,0.20228732000000005,9.0
0.45,0.17,0.10746394,0.33597492,0.55656114,-0.11538870000000001,0.22058622,9.0
0.45,0.19,0.10711074,0.32763494,0.56525432,-0.09001556,0.23761938,9.0
0.45,0.21,0.10676639,0.31984382,0.57338979,-0.06629784999999999,0.25354597,9.0
0.45,0.23,0.10643,0.31253697,0.58103302,-0.04404092000000004,0.26849605,9.0
0.45,0.25,0.10610082,0.30566088,0.5882383,-0.023083460000000056,0.28257741999999997,9.0
0.45,0.27,0.10577821,0.29917063,0.59505115,-0.0032901100000000127,0.29588052,9.0
0.45,0.29,0.10546165,0.29302814,0.60151021,0.01545393000000006,0.30848207000000005,9.0
0.45,0.31,0.10515067,0.28720078,0.60764856,0.03324700000000003,0.32044778,8.0
0.45,0.33,0.10484486,0.28166038,0.61349476,0.05017400000000005,0.33183438000000004,8.0
0.45,0.35,0.10454389,0.27638244,0.61907367,0.06630879,0.34269123,8.0
0.45,0.37,0.10424744,0.27134549,0.62440708,0.08171609999999996,0.35306159,8.0
0.45,0.39,0.10395523,0.26653059,0.62951417,0.09645298999999996,0.36298358,8.0
0.45,0.41,0.10366704,0.261921,0.63441196,0.11056995999999997,0.37249096,8.0
0.45,0.43,0.10338263,0.25750177,0.6391156,0.12411205999999997,0.38161383,8.0
0.45,0.45,0.10310182,0.25325953,0.64363865,0.13711958999999996,0.39037911999999997,8.0
0.45,0.47,0.10282442,0.24918229,0.64799329,0.14962871000000005,0.398811,8.0
0.45,0.49,0.10255028,0.2452592,0.65219052,0.16167211999999997,0.40693132,8.0
0.47,0.01,0.1108254,0.45818764,0.43098696,-0.48538832000000004,-0.027200680000000033,10.0
0.47,0.03,0.11029768,0.43771869,0.45198363,-0.42345375,0.014264940000000004,9.0
0.47,0.05,0.10981276,0.4203059,0.46988134,-0.37073046000000004,0.04957543999999997,9.0
0.47,0.07,0.10935929,0.40510607,0.48553464,-0.32467749999999995,0.08042857000000003,9.0
0.47,0.09,0.1089302,0.39159769,0.49947211,-0.28372326999999997,0.10787442000000003,9.0
0.47,0.11,0.10852079,0.3794321,0.51204711,-0.24681708999999996,0.13261501000000003,9.0
0.47,0.13,0.1081277,0.3683629,0.5235094,-0.21321639999999997,0.15514650000000002,9.0
0.47,0.15,0.10774845,0.35820857,0.53404298,-0.18237416000000006,0.17583440999999994,9.0
0.47,0.17,0.10738115,0.34883092,0.54378794,-0.1538739,0.19495701999999998,9.0
0.47,0.19,0.10702431,0.340122,0.55285369,-0.12739031,0.21273168999999997,9.0
0.47,0.21,0.10667676,0.33199565,0.56132759,-0.10266370999999996,0.22933194,9.0
0.47,0.23,0.10633752,0.32438186,0.56928062,-0.07948310000000003,0.24489876,9.0
0.47,0.25,0.10600579,0.31722288,0.57677134,-0.057674420000000004,0.25954846,9.0
0.47,0.27,0.10568089,0.31047043,0.58384868,-0.03709218000000003,0.27337825,9.0
0.47,0.29,0.10536226,0.30408371,0.59055402,-0.0176134,0.28647031,9.0
0.47,0.31,0.10504941,0.2980279,0.5969227,0.0008669000000000038,0.2988948,8.0
0.47,0.33,0.10474191,0.29227297,0.60298513,0.01843918999999994,0.31071215999999996,8.0
0.47,0.35,0.10443938,0.2867929,0.60876772,0.03518191999999998,0.32197482,8.0
0.47,0.37,0.10414152,0.28156491,0.61429357,0.05116374999999995,0.33272865999999995,8.0
0.47,0.39,0.10384803,0.27656899,0.61958298,0.06644499999999998,0.34301399,8.0
0.47,0.41,0.10355865,0.27178742,0.62465393,0.08107909000000002,0.35286651,8.0
0.47,0.43,0.10327317,0.26720444,0.62952239,0.09511351000000001,0.36231795,8.0
0.47,0.45,0.10299136,0.26280599,0.63420265,0.10859067,0.37139666,8.0
0.47,0.47,0.10271305,0.25857942,0.63870753,0.12154869000000001,0.38012811,8.0
0.47,0.49,0.10243807,0.25451335,0.64304857,0.13402187,0.38853522,8.0
0.49,0.01,0.1108123,0.47713399,0.41205371,-0.54221427,-0.06508027999999999,10.0
0.49,0.03,0.11026546,0.45509751,0.43463704,-0.47555798,-0.02046047000000001,10.0
0.49,0.05,0.10976698,0.43654392,0.4536891,-0.41939873999999994,0.017145180000000038,9.0
0.49,0.07,0.10930323,0.42045647,0.47024029,-0.37067265000000005,0.04978381999999998,9.0
0.49,0.09,0.10886602,0.40622612,0.48490785,-0.3275443900000001,0.07868172999999995,9.0
0.49,0.11,0.10844998,0.3934545,0.49809553,-0.28881346999999996,0.10464103000000002,9.0
0.49,0.13,0.10805134,0.3818645,0.51008416,-0.25364484,0.12821966,9.0
0.49,0.15,0.10766737,0.37125442,0.52107821,-0.22143062999999996,0.14982379,9.0
0.49,0.17,0.10729601,0.36147217,0.53123182,-0.19171251999999994,0.16975965000000004,9.0
0.49,0.19,0.10693564,0.35239984,0.54066452,-0.16413516000000006,0.18826467999999996,9.0
0.49,0.21,0.10658497,0.34394394,0.54947109,-0.13841678999999996,0.20552715000000005,9.0
0.49,0.23,0.10624297,0.33602886,0.55772817,-0.11432955,0.22169930999999998,9.0
0.49,0.25,0.10590878,0.32859254,0.56549868,-0.09168639999999995,0.23690614000000004,9.0
0.49,0.27,0.10558168,0.32158329,0.57283502,-0.07033156000000007,0.25125172999999995,9.0
0.49,0.29,0.10526107,0.31495758,0.57978135,-0.050133810000000056,0.26482376999999996,9.0
0.49,0.31,0.10494642,0.30867833,0.58637525,-0.030981409999999987,0.27769692,8.0
0.49,0.33,0.10463729,0.30271371,0.59264899,-0.012778430000000007,0.28993528,8.0
0.49,0.35,0.1043333,0.29703615,0.59863055,0.004558249999999986,0.3015944,8.0
0.49,0.37,0.10403409,0.29162158,0.60434433,0.021101170000000002,0.31272275,8.0
