arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,4.0,0.3,0.3,7,8,0.0,0.1818370854,0.381873237,0.4362896776,0.0461771212,0.0582792258,0.0595299807,-0.3274567965,0.1635408564,0.1863802799,0.066005911,0.6502369408,0.1219704109,0.1085700818,0.4875464034,0.0917660545,0.081433429
20.0,4.0,0.3,0.3,7,8,0.05,0.1792256846,0.3810587085,0.4397156068,0.045949777,0.0600293214,0.0612250039,-0.3224018103,0.1692449582,0.1917280501,0.0678070125,0.6495718213,0.1256930134,0.1118671849,0.4839008671,0.0944629115,0.0838259846
20.0,4.0,0.3,0.3,7,8,0.1,0.1771093834,0.3793517692,0.4435388474,0.0461344331,0.0612509699,0.0625323401,-0.315164691,0.1731594546,0.1963999179,0.0697661419,0.6550576642,0.1283183668,0.1147221522,0.4868845027,0.0964906512,0.0861973691
20.0,4.0,0.3,0.3,7,8,0.15,0.1748527154,0.3790576463,0.4460896383,0.046159438,0.0632835745,0.0647086506,-0.3120256543,0.1798029637,0.2015173885,0.0716962587,0.6603409148,0.132751676,0.119321946,0.4888582731,0.0994982714,0.0895363596
20.0,4.0,0.3,0.3,7,8,0.2,0.1728348716,0.3778259453,0.4493391831,0.0461628513,0.0645886072,0.066162626,-0.3063127075,0.1841211303,0.2059512577,0.0735931994,0.6669147713,0.1357739753,0.1229543465,0.490228086,0.1014400021,0.0922448931
20.0,4.0,0.3,0.3,7,8,0.25,0.1708805834,0.3764949388,0.4526244778,0.046227334,0.06706388,0.0688396514,-0.3003653997,0.192166969,0.2115798059,0.076707693,0.6740961902,0.1411997235,0.128883203,0.4945684574,0.1053928367,0.0969206468
20.0,4.0,0.3,0.3,7,8,0.3,0.1689724444,0.3751344753,0.4558930803,0.046366379,0.0692264776,0.0712267575,-0.2943758703,0.1991830865,0.2172168565,0.079120281,0.6837267112,0.1460492764,0.1349709575,0.4995667932,0.1088504491,0.100663495
20.0,4.0,0.3,0.3,7,8,0.35,0.167088094,0.3725722587,0.4603396472,0.0464572635,0.0708528747,0.0729752296,-0.2848048702,0.2044024875,0.2228383752,0.0817422753,0.6942707895,0.1501282099,0.1400716623,0.5037324516,0.1117275382,0.1051005514
20.0,4.0,0.3,0.3,7,8,0.4,0.165854697,0.3702019584,0.4639433445,0.0465686689,0.0739107458,0.0760503365,-0.2764605724,0.2139870774,0.2291199298,0.0851715247,0.7018408255,0.1572120469,0.1477060509,0.5080498905,0.1169680902,0.1104381988
20.0,4.0,0.3,0.3,7,8,0.45,0.1642871425,0.3675490056,0.4681638519,0.0465376399,0.0760771598,0.0785509337,-0.2669341593,0.2211462167,0.2352945023,0.0882588336,0.710455529,0.1630023404,0.1549154717,0.5111918159,0.1205293409,0.1154414765
20.0,4.0,0.3,0.3,7,8,0.5,0.1632869461,0.3647855001,0.4719275538,0.0468151103,0.0784013122,0.0810667452,-0.2576434463,0.2285010656,0.2410738164,0.0912319005,0.7205424358,0.1690832181,0.1620430385,0.5158286258,0.1247559757,0.1203016133
20.0,4.0,0.3,0.3,7,8,0.55,0.1619353644,0.3592357268,0.4788289088,0.0467710205,0.080817538,0.0835743819,-0.2396425447,0.2361521161,0.2494841022,0.0954986378,0.7273786553,0.1771408976,0.1717875213,0.5205625712,0.1300816714,0.127138352
