arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20,7,0.3,0.3,7,8,0.0,0.1814873424,0.3815960296,0.436916628,0.0459109331,0.0580657172,0.0594101851,-0.3262754311,0.1631037945,0.1869743993,0.0657354686,0.6464521013,0.1216349654,0.1085559846,0.4848195339,0.0912833536,0.0810059823
20,7,0.3,0.3,7,8,0.05,0.1790388831,0.3812971043,0.4396640126,0.0460893306,0.0594343791,0.0608158998,-0.322930196,0.1674572802,0.1910570215,0.0675614857,0.6515704788,0.1242054792,0.1111361094,0.4856428944,0.0938368496,0.0832379027
20,7,0.3,0.3,7,8,0.1,0.1766336273,0.3808252937,0.442541079,0.0461435642,0.0612482392,0.0626416493,-0.3191095083,0.1732672862,0.1960223873,0.0694220539,0.6557641732,0.1284482111,0.114835895,0.4876980635,0.096124121,0.086056644
20,7,0.3,0.3,7,8,0.15,0.1737774128,0.3787725212,0.4474500661,0.0462101982,0.063559125,0.0651289267,-0.3100949763,0.1808124461,0.2031574963,0.0722997762,0.6642145178,0.1332841109,0.1203838049,0.4902064293,0.1000467996,0.090515184
20,7,0.3,0.3,7,8,0.2,0.1710714464,0.3777319242,0.4511966294,0.0460512404,0.0658542697,0.0674052299,-0.3042672189,0.1881745748,0.20919413,0.075096409,0.671699618,0.138154492,0.1258306593,0.4914343723,0.1038058694,0.0944702704
20,7,0.3,0.3,7,8,0.25,0.1685375085,0.3757248545,0.455737637,0.0461080476,0.0682065876,0.070047289,-0.295712072,0.195910172,0.2161632092,0.0781144467,0.6828403756,0.1436461123,0.1325693151,0.4968885668,0.1073843701,0.0993891432
20,7,0.3,0.3,7,8,0.3,0.1659732924,0.3745285821,0.4594981255,0.045992863,0.0708576374,0.0729060624,-0.2895590388,0.2045483404,0.222537687,0.0812944275,0.6934532653,0.1494424863,0.139458518,0.5021353036,0.1116745321,0.1046853586
20,7,0.3,0.3,7,8,0.35,0.1637551326,0.3709276252,0.4653172421,0.0459227819,0.0730344074,0.075172353,-0.2765380084,0.2115159383,0.2300752312,0.0845293146,0.7045581462,0.1552942887,0.1470248574,0.5078561086,0.115262758,0.1100499186
20,7,0.3,0.3,7,8,0.4,0.16128018,0.3682592209,0.4704605991,0.0458563699,0.075822935,0.0780878796,-0.2660578427,0.2204137979,0.2378620345,0.0880083204,0.7192347056,0.1622147184,0.1558211927,0.514515837,0.1199291985,0.1159954358
20,7,0.3,0.3,7,8,0.45,0.158737887,0.3663709787,0.4748911344,0.0459068691,0.0791711167,0.0816070843,-0.257850823,0.2310252402,0.2457036812,0.0917942554,0.7380982183,0.1698645067,0.1652495832,0.5225140999,0.1256107096,0.1225605427
20,7,0.3,0.3,7,8,0.5,0.1563828329,0.3606948263,0.4829223408,0.0457492276,0.0816376508,0.0842333354,-0.2384673117,0.2389309876,0.2558647124,0.0958751198,0.7534889992,0.1776652776,0.1769782425,0.5300762867,0.1311931617,0.1297018097
20,7,0.3,0.3,7,8,0.55,0.1540116399,0.354824651,0.4911637091,0.045643905,0.0863447557,0.0893712993,-0.2184855929,0.2540225509,0.2683156711,0.1024287387,0.7722094619,0.191752045,0.1934138079,0.5371625628,0.1391726682,0.1404014575
20,7,0.3,0.3,7,8,0.6,0.1513811547,0.3469960367,0.5016228086,0.045580984,0.0910563943,0.0941789138,-0.1923692648,0.2687030943,0.2827580248,0.1093334979,0.7948561431,0.206422697,0.2121145065,0.5465663229,0.1502679916,0.1524527668
20,7,0.3,0.3,7,8,0.65,0.1493084586,0.3375989574,0.513092584,0.0455111139,0.0958666752,0.0991361911,-0.1621053308,0.2836969276,0.2989691863,0.1161336079,0.8131412861,0.2250390634,0.2341889435,0.5547747363,0.1606572658,0.1638144831
20,7,0.3,0.3,7,8,0.7,0.1468540722,0.3284944478,0.52465148,0.0452336323,0.1005138479,0.1044479841,-0.1323374156,0.2987543856,0.3152411897,0.1239658407,0.8342420681,0.2442710071,0.2571013353,0.5625944856,0.1706948103,0.1763880644
20,7,0.3,0.3,7,8,0.75,0.1445183704,0.3112460456,0.544235584,0.0452700259,0.1072643124,0.1115663933,-0.0782565073,0.3198065449,0.3423332024,0.1348764796,0.85937727,0.2781557672,0.2954023152,0.5720549076,0.1889815205,0.1947047724
20,7,0.3,0.3,7,8,0.8,0.1423504124,0.2918466812,0.5658029064,0.0449180884,0.115013534,0.1197489757,-0.017890456,0.3440245054,0.3733283108,0.1463377495,0.8794704181,0.320519445,0.3405115116,0.5779523726,0.2086393631,0.2136898494
20,7,0.3,0.3,7,8,0.85,0.1392639697,0.2617890527,0.5989469775,0.0448016194,0.1232323577,0.1284584669,0.0753688721,0.369604717,0.4197042168,0.1605730739,0.9136996894,0.3855596135,0.4087356251,0.5897718444,0.2331002553,0.2368280066
20,7,0.3,0.3,7,8,0.9,0.1364711679,0.2186320563,0.6448967758,0.0445829195,0.1302092533,0.1363173495,0.2076326633,0.3917890808,0.484837862,0.1737327343,0.9455914878,0.4818947984,0.5056741144,0.5987675495,0.258339028,0.2586346297
