time,f0,f1,f2
0.0,1.0,0.0,0.0
0.06228957327526785,0.999,0.001,0.0
0.06254080212692913,0.998,0.001,0.001
0.0676591894157055,0.997,0.001,0.002
0.0742172557066233,0.996,0.002,0.002
0.08633236444576718,0.995,0.002,0.003
0.0990725782170667,0.994,0.002,0.004
0.09991155733952672,0.993,0.003,0.004
0.10166692373754221,0.992,0.003,0.005
0.10741054624468363,0.991,0.004,0.005
0.11340071008385033,0.99,0.005,0.005
0.12750264503996822,0.989,0.006,0.005
0.1366703624639228,0.988,0.007,0.005
0.13752778444497557,0.987,0.007,0.006
0.15347422372672,0.986,0.008,0.006
0.1582752594143397,0.985,0.009,0.006
0.16053109911554322,0.984,0.01,0.006
0.16113702677019778,0.983,0.01,0.007
0.16230906554183777,0.982,0.011,0.007
0.16285282188157327,0.981,0.011,0.008
0.16346114274441115,0.98,0.012,0.008
0.1678101700774445,0.979,0.013,0.008
0.1703002100833111,0.978,0.014,0.008
0.17802918982129667,0.977,0.014,0.009
0.17956008629031453,0.976,0.014,0.01
0.1907639233204736,0.975,0.015,0.01
0.20595758153935106,0.974,0.016,0.01
0.21128343276521253,0.973,0.016,0.011
0.21825081537205887,0.972,0.016,0.012
0.21836674581169246,0.971,0.016,0.013
0.22647583326338327,0.972,0.015,0.013
0.22950621503363777,0.971,0.015,0.014
0.23072129844061046,0.97,0.016,0.014
0.2471601631930384,0.969,0.016,0.015
0.2483916417782862,0.968,0.017,0.015
0.2509102832606418,0.967,0.017,0.016
0.2551337478404048,0.966,0.017,0.017
0.25643683308257986,0.965,0.018,0.017
0.2597635603048728,0.964,0.018,0.018
0.26269300169770327,0.963,0.019,0.018
0.27098112824886217,0.962,0.019,0.019
0.2843551360367926,0.961,0.02,0.019
0.29227290106662446,0.96,0.021,0.019
0.29337412354532666,0.959,0.022,0.019
0.29993532108566534,0.958,0.022,0.02
0.3069729225512029,0.957,0.022,0.021
0.30888172028409344,0.956,0.023,0.021
0.31065463344639194,0.955,0.024,0.021
0.3117252625684171,0.954,0.024,0.022
0.321230727904441,0.953,0.025,0.022
0.32705656733323274,0.952,0.026,0.022
0.329925073571087,0.951,0.026,0.023
0.33082985520296926,0.95,0.026,0.024
0.33540246895698794,0.949,0.027,0.024
0.3391884108397329,0.948,0.028,0.024
0.3392609984982924,0.947,0.028,0.025
0.34261137884645104,0.946,0.029,0.025
0.34512129281445664,0.945,0.029,0.026
0.35612852787954985,0.944,0.03,0.026
0.35817663768871666,0.943,0.031,0.026
0.35883698296146416,0.942,0.031,0.027
0.35926954784342147,0.941,0.031,0.028
0.3619231857168297,0.94,0.032,0.028
0.3648078454522918,0.939,0.032,0.029
0.37097387875615273,0.938,0.032,0.03
0.383186750563052,0.937,0.032,0.031
0.39524838409806573,0.936,0.033,0.031
0.39630379383506875,0.935,0.034,0.031
0.4048194245533391,0.934,0.034,0.032
0.40696321209185615,0.933,0.034,0.033
0.416533711557861,0.932,0.034,0.034
0.41822524330788013,0.931,0.035,0.034
0.4186187932262235,0.93,0.035,0.035
0.4203213795107083,0.929,0.036,0.035
0.4222169534972639,0.928,0.037,0.035
0.43998515278127004,0.929,0.036,0.035
0.443097806370121,0.928,0.036,0.036
0.44793885916482196,0.927,0.036,0.037
0.4481842517039695,0.926,0.037,0.037
0.4499685203066844,0.925,0.038,0.037
0.4772553105602947,0.924,0.039,0.037
0.48506768261514666,0.923,0.04,0.037
0.49275385243749076,0.922,0.041,0.037
0.49970916331303133,0.921,0.042,0.037
0.5197057381318453,0.92,0.042,0.038
0.5265730263293845,0.919,0.043,0.038
0.530852382971328,0.918,0.043,0.039
0.5349907831094707,0.917,0.044,0.039
0.5386165862417072,0.916,0.044,0.04
0.5751460837151215,0.915,0.044,0.041
0.5801643368382897,0.916,0.043,0.041
0.5827118940483288,0.915,0.043,0.042
0.5846256953874591,0.914,0.043,0.043
0.5929234523142173,0.913,0.043,0.044
0.6042993866168801,0.912,0.044,0.044
0.6155323818631819,0.911,0.045,0.044
0.6220678908992882,0.91,0.045,0.045
0.6310633039332522,0.909,0.046,0.045
0.6329999977808722,0.908,0.046,0.046
0.6345439780060858,0.907,0.047,0.046
0.6400318887891489,0.906,0.047,0.047
0.6418699820275835,0.905,0.047,0.048
0.6458220111842673,0.904,0.047,0.049
0.6530316820564978,0.903,0.047,0.05
0.6711835072300101,0.902,0.048,0.05
0.671408995100614,0.901,0.048,0.051
0.6714602732693972,0.9,0.048,0.052
0.6752103555519432,0.899,0.049,0.052
0.6822909054456692,0.898,0.05,0.052
0.6888560848812812,0.897,0.05,0.053
0.7022408121734375,0.896,0.05,0.054
0.7024205771068307,0.895,0.051,0.054
0.7100105454118771,0.894,0.052,0.054
0.7105528615415685,0.893,0.052,0.055
0.7128608514361807,0.892,0.053,0.055
0.7140063277487607,0.891,0.053,0.056
0.7315574159911225,0.89,0.054,0.056
0.7407587229464708,0.889,0.055,0.056
0.7476105154943973,0.888,0.056,0.056
0.7499898969232593,0.889,0.056,0.055
0.7502337489326666,0.888,0.056,0.056
