time,f0,f1,f2
0.0,1.0,0.0,0.0
0.01000067433744471,0.999,0.001,0.0
0.01066494125036091,0.998,0.002,0.0
0.013210952148968967,0.997,0.002,0.001
0.027207768057788215,0.996,0.002,0.002
0.031559477493442054,0.995,0.002,0.003
0.03558117162473503,0.994,0.003,0.003
0.03829735225625344,0.993,0.004,0.003
0.043042156774777525,0.992,0.004,0.004
0.04557389247107559,0.991,0.005,0.004
0.0643274261127575,0.99,0.006,0.004
0.07115455499706887,0.989,0.006,0.005
0.08221982224716741,0.988,0.007,0.005
0.09969990448808881,0.987,0.007,0.006
0.10748668399798408,0.986,0.008,0.006
0.11334149599368207,0.985,0.009,0.006
0.11378602489680703,0.984,0.01,0.006
0.11728174007596365,0.983,0.01,0.007
0.11746899231430803,0.982,0.011,0.007
0.12389974986406348,0.981,0.012,0.007
0.13419464489699814,0.98,0.013,0.007
0.14350552411217862,0.979,0.013,0.008
0.15650766129937,0.978,0.014,0.008
0.16155298293084971,0.977,0.015,0.008
0.18867850478207,0.976,0.015,0.009
0.20085241799127107,0.975,0.016,0.009
0.2025171332432337,0.974,0.016,0.01
0.20667602536685764,0.973,0.017,0.01
0.2075141548562247,0.972,0.018,0.01
0.21866355736050241,0.971,0.019,0.01
0.23843327726917957,0.97,0.019,0.011
0.2417966730182194,0.969,0.02,0.011
0.2517100109415933,0.968,0.021,0.011
0.25617618236406653,0.967,0.022,0.011
0.26386192960233323,0.966,0.023,0.011
0.27409036003561316,0.965,0.023,0.012
0.27444288978143544,0.964,0.023,0.013
0.2829960998353477,0.963,0.024,0.013
0.2856200043997897,0.962,0.024,0.014
0.29831449162702,0.963,0.023,0.014
0.30036827157276164,0.962,0.023,0.015
0.30800193087937155,0.961,0.023,0.016
0.33931439618021264,0.96,0.023,0.017
0.3501061628340512,0.959,0.024,0.017
0.3503907665326954,0.958,0.025,0.017
0.3521663384612471,0.959,0.024,0.017
0.35624785457334096,0.958,0.024,0.018
0.3710682857941403,0.957,0.025,0.018
0.37868282519804936,0.956,0.026,0.018
0.39745233591844603,0.955,0.027,0.018
0.3990412853088868,0.954,0.028,0.018
0.39997079278248465,0.953,0.029,0.018
0.4028462509175482,0.952,0.03,0.018
