time,f0,f1,f2
0.0,1.0,0.0,0.0
0.012085654592874568,0.999,0.0,0.001
0.0165800752321032,0.998,0.0,0.002
0.024342328160662976,0.997,0.0,0.003
0.03545189657272346,0.996,0.001,0.003
0.04291207126250608,0.995,0.002,0.003
0.04312036165233567,0.994,0.003,0.003
0.048044355620728535,0.993,0.003,0.004
0.06364539201793588,0.992,0.003,0.005
0.06721380255034715,0.991,0.003,0.006
0.07164312785683621,0.99,0.003,0.007
0.07676432693829095,0.989,0.004,0.007
0.08369933955967308,0.988,0.005,0.007
0.09273957700965757,0.987,0.006,0.007
0.09436763671245438,0.986,0.006,0.008
0.10954143371269982,0.985,0.007,0.008
0.11387898671775494,0.984,0.007,0.009
0.11726360742755562,0.983,0.007,0.01
0.11841071356181214,0.982,0.007,0.011
0.1251015013676116,0.981,0.008,0.011
0.1316856067132299,0.98,0.008,0.012
0.13556524856403543,0.979,0.009,0.012
0.13709704885403398,0.978,0.009,0.013
0.14704864072284782,0.977,0.009,0.014
0.15665115661092635,0.976,0.009,0.015
0.1579909846710136,0.975,0.01,0.015
0.16826872968104037,0.974,0.011,0.015
0.17214233617927813,0.973,0.011,0.016
0.17314647988888848,0.972,0.011,0.017
0.17859134196092266,0.971,0.012,0.017
0.19756952835195396,0.97,0.013,0.017
0.20563099149267403,0.969,0.013,0.018
0.21528273881358356,0.968,0.014,0.018
0.21993192245071455,0.967,0.015,0.018
0.24603587550890466,0.966,0.015,0.019
0.24878779813741028,0.965,0.015,0.02
0.24921336559671195,0.964,0.016,0.02
0.258180206809528,0.963,0.017,0.02
0.2662844165825893,0.962,0.018,0.02
0.28147284663874567,0.961,0.018,0.021
0.2817361515820625,0.96,0.018,0.022
0.3028244348785283,0.959,0.019,0.022
0.3046101714469168,0.96,0.019,0.021
0.30622676506023483,0.959,0.02,0.021
0.31765032000340043,0.958,0.02,0.022
0.32545858328597727,0.957,0.021,0.022
0.32998702992433737,0.956,0.022,0.022
0.33887472733706525,0.955,0.023,0.022
0.3416985503805938,0.954,0.023,0.023
0.347631483158234,0.953,0.024,0.023
0.35980934061977715,0.952,0.024,0.024
0.36042720087976776,0.951,0.024,0.025
0.36071222643305,0.95,0.024,0.026
0.3643879840864075,0.949,0.024,0.027
0.3644967771185291,0.95,0.023,0.027
0.37573456878678,0.949,0.024,0.027
0.38865410994039074,0.948,0.025,0.027
0.3951682390498486,0.947,0.025,0.028
0.4065089721550317,0.946,0.026,0.028
0.4200185070046863,0.945,0.026,0.029
