time,f0,f1,f2
0.0,1.0,0.0,0.0
0.006334809420155574,0.999,0.001,0.0
0.03092071749328694,0.998,0.002,0.0
0.0756566340913734,0.997,0.003,0.0
0.07771885316560764,0.996,0.003,0.001
0.08934637094987355,0.995,0.004,0.001
0.0947474762604673,0.994,0.004,0.002
0.09938050814802724,0.993,0.005,0.002
0.11968954887415706,0.992,0.006,0.002
0.12434840545037742,0.991,0.007,0.002
0.12898459551713068,0.99,0.007,0.003
0.13487036373644937,0.989,0.008,0.003
0.14458833752008413,0.988,0.009,0.003
0.14994844919662675,0.987,0.01,0.003
0.15381546701070925,0.986,0.01,0.004
0.160275362402559,0.985,0.011,0.004
0.16812549405407803,0.984,0.012,0.004
0.17282053096397543,0.983,0.012,0.005
0.17463040833209184,0.982,0.013,0.005
0.18169966321296485,0.981,0.014,0.005
0.1843240983995858,0.98,0.014,0.006
0.18840597847976695,0.979,0.014,0.007
0.2068312206759509,0.978,0.014,0.008
0.20886556506646753,0.977,0.015,0.008
0.20926250424017176,0.978,0.015,0.007
0.21049955566723028,0.977,0.016,0.007
0.21738962368048115,0.976,0.016,0.008
0.2239328916473584,0.975,0.016,0.009
0.22893882156777964,0.974,0.016,0.01
0.2343317894228406,0.973,0.017,0.01
0.23643196716533796,0.972,0.017,0.011
0.24032874993476794,0.973,0.016,0.011
0.2408914559870463,0.972,0.017,0.011
0.2444993185184703,0.971,0.017,0.012
0.2549184575355352,0.97,0.017,0.013
0.2576632417473811,0.969,0.017,0.014
0.2619079504394853,0.968,0.018,0.014
0.2621866645692788,0.967,0.018,0.015
0.2664394277624047,0.966,0.019,0.015
0.27953243631604535,0.965,0.02,0.015
0.2803153503081323,0.964,0.02,0.016
0.28576054502793086,0.963,0.02,0.017
0.2924319830405835,0.962,0.021,0.017
0.2966615446899786,0.961,0.022,0.017
0.29747294756920856,0.96,0.023,0.017
0.30023825933357223,0.959,0.024,0.017
0.304712578135716,0.958,0.024,0.018
0.3246546070214719,0.957,0.025,0.018
0.33947778688836444,0.956,0.026,0.018
0.3492425089581019,0.955,0.027,0.018
0.35606999209790924,0.954,0.028,0.018
0.35836058419455463,0.953,0.029,0.018
0.3589442998763519,0.952,0.03,0.018
0.37278095777029574,0.951,0.03,0.019
0.3740119787682174,0.95,0.031,0.019
0.3950214182391578,0.949,0.032,0.019
0.39630834251723157,0.948,0.032,0.02
0.4071935446268917,0.947,0.033,0.02
0.4087239919260785,0.946,0.033,0.021
0.41653462178737005,0.945,0.033,0.022
0.41910704603859666,0.944,0.033,0.023
0.4201741110332672,0.943,0.033,0.024
0.4237415797913448,0.942,0.034,0.024
0.42714439834073276,0.941,0.035,0.024
0.43969963799741346,0.94,0.035,0.025
0.4443681659494064,0.939,0.035,0.026
0.4559767762719561,0.938,0.035,0.027
0.45897610853459603,0.939,0.034,0.027
0.4625098489466412,0.938,0.035,0.027
0.4732135327452581,0.937,0.036,0.027
0.47816540679618635,0.936,0.036,0.028
0.4836821945610377,0.935,0.037,0.028
0.4885652384669999,0.934,0.038,0.028
0.4986425121607137,0.933,0.039,0.028
0.5021012857501643,0.932,0.039,0.029
0.503660770796405,0.931,0.04,0.029
0.5121639277541749,0.93,0.041,0.029
0.5162322368299299,0.929,0.041,0.03
0.5222904015282609,0.928,0.041,0.031
0.5309978848591473,0.927,0.041,0.032
0.5323042842141839,0.926,0.042,0.032
0.5375553350951725,0.925,0.042,0.033
0.5395127727855232,0.924,0.042,0.034
0.5405122845348945,0.923,0.042,0.035
0.5480189251088418,0.922,0.043,0.035
0.5508082510577705,0.921,0.043,0.036
0.5521295338221974,0.92,0.044,0.036
0.556683891809073,0.919,0.044,0.037
0.5578187714837444,0.918,0.044,0.038
0.5586090180977036,0.917,0.045,0.038
0.5743753984572213,0.916,0.046,0.038
0.5744755856155164,0.915,0.047,0.038
0.5861257214507455,0.914,0.047,0.039
0.5923982023571439,0.913,0.048,0.039
0.5939173427958888,0.912,0.049,0.039
0.5946653159235911,0.913,0.048,0.039
0.5967831257464051,0.912,0.048,0.04
0.6062631625071235,0.911,0.048,0.041
0.6075062210753491,0.91,0.049,0.041
0.6227600999073297,0.909,0.05,0.041
0.6229814771566442,0.908,0.05,0.042
0.6291477186723399,0.907,0.05,0.043
0.6382694843828106,0.906,0.05,0.044
0.6448102686764162,0.905,0.051,0.044
0.650082627334979,0.904,0.052,0.044
0.6543222774809756,0.903,0.052,0.045
0.6670279951167282,0.902,0.052,0.046
0.6703186051041939,0.901,0.053,0.046
0.6899628540658828,0.9,0.054,0.046
0.690000402559683,0.899,0.055,0.046
0.6904909152906352,0.898,0.055,0.047
0.697928926749488,0.897,0.055,0.048
0.6980319016442185,0.896,0.055,0.049
0.7065903663724153,0.895,0.055,0.05
0.712525633039669,0.896,0.055,0.049
0.7166299734615011,0.895,0.056,0.049
0.7248536225179519,0.894,0.057,0.049
0.7273264022448087,0.893,0.057,0.05
0.7310021552549003,0.892,0.057,0.051
0.7350534619911279,0.891,0.057,0.052
0.7480302509858061,0.89,0.057,0.053
0.777392049186261,0.889,0.057,0.054
0.7802045830575199,0.888,0.058,0.054
0.7817284475389011,0.887,0.059,0.054
0.7888271513534321,0.886,0.059,0.055
0.7989045876523679,0.885,0.059,0.056
0.8060782802226325,0.884,0.06,0.056
0.8080826077113985,0.883,0.061,0.056
0.8134237033914288,0.882,0.062,0.056
0.8137128674113944,0.881,0.062,0.057
0.8162226231826416,0.88,0.063,0.057
0.8180422245624221,0.879,0.064,0.057
0.8306022938386075,0.878,0.064,0.058
0.8465968476179271,0.877,0.065,0.058
0.8515839386822128,0.876,0.065,0.059
0.8520451330125026,0.877,0.065,0.058
0.8617692291439378,0.876,0.065,0.059
0.8639224306505195,0.875,0.066,0.059
0.8767233715609879,0.874,0.066,0.06
0.8783526415818885,0.873,0.067,0.06
0.8817993793921759,0.872,0.067,0.061
0.8838650328955018,0.871,0.068,0.061
0.8929315481958924,0.87,0.068,0.062
0.8960281030600742,0.869,0.068,0.063
0.9091448640632425,0.868,0.069,0.063
0.9248415208234099,0.867,0.069,0.064
0.9336421909476562,0.866,0.069,0.065
0.9519917447620534,0.865,0.07,0.065
0.9760399303024343,0.864,0.071,0.065
0.9774495628685601,0.863,0.071,0.066
0.9787183409355664,0.862,0.072,0.066
0.9854247596622074,0.861,0.072,0.067
0.9859944126478466,0.86,0.073,0.067
0.9924038493217003,0.859,0.073,0.068
1.0006916167894913,0.858,0.074,0.068
1.001192483934186,0.857,0.075,0.068
1.0033133313362417,0.856,0.076,0.068
1.0124638924835516,0.857,0.075,0.068
1.0241769159216427,0.856,0.076,0.068
1.0296839867766026,0.855,0.076,0.069
1.0312423303776141,0.854,0.077,0.069
1.03175337129707,0.853,0.077,0.07
1.0415640912177802,0.852,0.078,0.07
1.0483014056938205,0.851,0.079,0.07
1.0609923294073842,0.85,0.079,0.071
1.0712495947331835,0.849,0.08,0.071
1.0788412126563154,0.848,0.081,0.071
1.0806586159974407,0.847,0.081,0.072
1.0919238794373964,0.846,0.081,0.073
1.098263362110917,0.845,0.082,0.073
1.1209100787643032,0.844,0.082,0.074
1.1320960424094848,0.843,0.083,0.074
1.1343504730069713,0.844,0.082,0.074
1.1485556434092516,0.843,0.083,0.074
1.1515524169717222,0.842,0.083,0.075
1.1560883266856994,0.841,0.083,0.076
1.1649076194964625,0.842,0.082,0.076
1.1750781921003577,0.843,0.081,0.076
1.1819021797892768,0.842,0.082,0.076
1.1837560855861764,0.841,0.083,0.076
1.2032817395592432,0.84,0.083,0.077
1.211484864968629,0.839,0.084,0.077
1.222919683782859,0.838,0.085,0.077
1.2344648431580791,0.839,0.084,0.077
1.2472109589096718,0.838,0.085,0.077
1.2546188413038326,0.837,0.085,0.078
1.2564978923516608,0.836,0.086,0.078
1.2583270228387438,0.835,0.086,0.079
1.2614658845050777,0.834,0.086,0.08
1.2621208222431486,0.833,0.086,0.081
1.2796958374539547,0.832,0.087,0.081
1.2828317888544771,0.831,0.087,0.082
1.290729811400621,0.83,0.087,0.083
1.3054859802278518,0.829,0.087,0.084
1.3179782378058076,0.828,0.088,0.084
1.321233128795992,0.827,0.089,0.084
1.3245081358207471,0.826,0.089,0.085
1.3276327285704237,0.825,0.09,0.085
1.3310110123978387,0.824,0.09,0.086
1.3329022316974044,0.825,0.09,0.085
1.3341248619558541,0.824,0.091,0.085
1.3403317675527318,0.823,0.092,0.085
1.3414903383294863,0.822,0.092,0.086
1.3468928824727944,0.821,0.092,0.087
1.3513613437253706,0.82,0.092,0.088
1.353806137760105,0.819,0.092,0.089
1.361866146166722,0.818,0.093,0.089
1.366426431602564,0.819,0.092,0.089
1.3826624715451907,0.818,0.093,0.089
1.3841662241166681,0.817,0.093,0.09
1.3975630108113817,0.816,0.094,0.09
1.4066414136763938,0.815,0.095,0.09
1.4140602363287076,0.814,0.095,0.091
1.4180918659853816,0.813,0.095,0.092
1.422168209290564,0.812,0.095,0.093
1.4260993790858087,0.811,0.095,0.094
1.4367642564640206,0.812,0.094,0.094
1.437806593859938,0.811,0.094,0.095
1.4417597404960258,0.812,0.093,0.095
1.4428667313299806,0.811,0.093,0.096
1.4479000211662534,0.81,0.094,0.096
1.4568230511801423,0.811,0.093,0.096
1.459351648488527,0.81,0.094,0.096
1.4711687733127297,0.809,0.095,0.096
1.4729951016246052,0.808,0.095,0.097
1.4835669723242606,0.807,0.095,0.098
1.4869668143026527,0.806,0.095,0.099
1.4894606698704165,0.805,0.095,0.1
1.4973299475491944,0.804,0.096,0.1
1.5080356857269877,0.803,0.096,0.101
1.512643699816918,0.802,0.096,0.102
1.5146811127334305,0.801,0.096,0.103
1.5147802340870482,0.8,0.096,0.104
1.5165137732880396,0.799,0.097,0.104
1.5243511360266127,0.798,0.097,0.105
1.5337202941916748,0.797,0.097,0.106
1.5351808522403954,0.796,0.098,0.106
1.5369252427365654,0.795,0.098,0.107
1.544768417557823,0.796,0.097,0.107
1.5462833110687138,0.795,0.097,0.108
1.5542918072728773,0.794,0.098,0.108
1.5652696021798913,0.793,0.098,0.109
1.5684478892264775,0.792,0.099,0.109
1.5724120991379655,0.793,0.098,0.109
1.5737448505063771,0.792,0.098,0.11
1.5787333782187734,0.791,0.099,0.11
1.5816286368231935,0.79,0.1,0.11
1.5846392238755025,0.789,0.101,0.11
1.5953504714069655,0.788,0.101,0.111
1.5966648209381917,0.787,0.101,0.112
1.600603343491685,0.786,0.101,0.113
1.6071609930640365,0.785,0.101,0.114
1.6203710637426794,0.784,0.102,0.114
1.6303936129928216,0.783,0.102,0.115
1.6360256819685974,0.782,0.103,0.115
1.6375010458798749,0.781,0.104,0.115
1.6445312633996922,0.78,0.105,0.115
1.6579245785582208,0.779,0.106,0.115
1.6588314399541815,0.778,0.107,0.115
1.6744753779347736,0.777,0.107,0.116
1.6795154765851332,0.776,0.107,0.117
1.6825531362240183,0.775,0.107,0.118
1.697733387117818,0.774,0.108,0.118
1.702475530890418,0.773,0.108,0.119
1.7090531672096978,0.772,0.108,0.12
1.719585139951259,0.771,0.108,0.121
1.7211926967435878,0.772,0.108,0.12
1.7230320209556795,0.771,0.109,0.12
1.7266459590807195,0.772,0.108,0.12
1.7300259546262655,0.771,0.108,0.121
1.7318725112727602,0.77,0.108,0.122
1.7372542401449578,0.769,0.108,0.123
1.7452113130934568,0.768,0.108,0.124
1.7492142179364858,0.767,0.108,0.125
1.7544813808255677,0.766,0.108,0.126
1.759192469379309,0.765,0.108,0.127
1.76454371507415,0.764,0.109,0.127
1.7777819129521537,0.763,0.11,0.127
1.7780656476315757,0.762,0.111,0.127
1.7793196513588654,0.761,0.112,0.127
1.7900914227534437,0.76,0.112,0.128
1.797713973313388,0.759,0.113,0.128
1.8012930921884762,0.758,0.113,0.129
1.8045317019904867,0.757,0.114,0.129
1.8062888508923303,0.756,0.115,0.129
1.8079059683470178,0.757,0.115,0.128
1.8134556205536638,0.756,0.115,0.129
1.8162558151459451,0.755,0.116,0.129
1.8300817428465097,0.754,0.116,0.13
1.8327251475700754,0.755,0.115,0.13
1.8336269217716283,0.754,0.116,0.13
1.8357095325176158,0.753,0.116,0.131
1.8436973788575037,0.752,0.116,0.132
1.8447004149307613,0.751,0.117,0.132
1.8496855919629551,0.75,0.117,0.133
1.857780164744635,0.751,0.116,0.133
1.8594576861403649,0.75,0.117,0.133
1.8645796400105263,0.749,0.118,0.133
1.8650555649665477,0.748,0.118,0.134
1.8688994483719086,0.747,0.118,0.135
1.8735761734643335,0.746,0.118,0.136
1.8829034539116565,0.745,0.119,0.136
1.8837766994369864,0.744,0.12,0.136
1.884354835510892,0.743,0.12,0.137
1.897921583602811,0.744,0.119,0.137
1.9077026942032664,0.743,0.12,0.137
1.912424754052591,0.742,0.121,0.137
1.9276190575056205,0.741,0.121,0.138
1.927865751521734,0.74,0.122,0.138
1.9354628989197737,0.739,0.123,0.138
1.9364324973681801,0.74,0.122,0.138
1.937055272910464,0.739,0.123,0.138
1.94140852648674,0.738,0.123,0.139
1.942556835811853,0.737,0.123,0.14
1.943906310901711,0.736,0.123,0.141
1.9483680567055663,0.735,0.123,0.142
1.9508587468152556,0.734,0.123,0.143
1.951632930036486,0.735,0.122,0.143
1.953165385927926,0.736,0.122,0.142
1.9706105669331888,0.735,0.122,0.143
