time,f0,f1,f2
0.0,1.0,0.0,0.0
0.004061291966851125,0.999,0.001,0.0
0.010004421098399491,0.998,0.001,0.001
0.025278740209560887,0.997,0.001,0.002
0.03749560450681167,0.996,0.001,0.003
0.0422376216671633,0.995,0.001,0.004
0.04302816439108039,0.994,0.002,0.004
0.053055215241186574,0.993,0.003,0.004
0.05372223039677726,0.992,0.003,0.005
0.05778749088928323,0.991,0.004,0.005
0.0591702680860606,0.99,0.004,0.006
0.06700394454104439,0.989,0.004,0.007
0.08060088577628892,0.988,0.004,0.008
0.08674245816106776,0.987,0.004,0.009
0.08699903935673817,0.986,0.004,0.01
0.09319282150406727,0.985,0.004,0.011
0.09745294143309996,0.984,0.004,0.012
0.10128667295431179,0.983,0.005,0.012
0.10453084289377305,0.982,0.005,0.013
0.1047745896797578,0.981,0.005,0.014
0.10667232373079624,0.98,0.005,0.015
0.11683848815185029,0.979,0.005,0.016
0.11987242203282235,0.978,0.005,0.017
0.1203973491196355,0.977,0.005,0.018
0.12780150796819195,0.976,0.005,0.019
0.1449264558951869,0.975,0.005,0.02
0.15344435844155357,0.974,0.005,0.021
0.16009017515050855,0.973,0.006,0.021
0.1724461125052836,0.972,0.007,0.021
0.17307317625248023,0.971,0.007,0.022
0.1837104677188365,0.97,0.007,0.023
0.18782870040910943,0.969,0.007,0.024
0.20409580586576548,0.968,0.007,0.025
0.20573365263830282,0.967,0.008,0.025
0.22237494256369333,0.966,0.008,0.026
0.22696334220923747,0.965,0.008,0.027
0.23683802695072614,0.964,0.009,0.027
0.2431268704571203,0.963,0.01,0.027
0.25531333644548326,0.962,0.01,0.028
0.2568496006670978,0.961,0.011,0.028
0.26092284315065933,0.96,0.012,0.028
0.2687806650030879,0.959,0.012,0.029
0.2880974231192409,0.958,0.013,0.029
0.2889236075884422,0.957,0.014,0.029
0.29728951499137063,0.956,0.014,0.03
0.3014422263094713,0.955,0.015,0.03
0.3045702363713024,0.954,0.015,0.031
0.307058404929191,0.953,0.015,0.032
0.3083453039720882,0.952,0.016,0.032
0.31801541151566637,0.951,0.016,0.033
0.3205747332985263,0.95,0.017,0.033
0.33000779546035697,0.949,0.017,0.034
0.33110984272426397,0.948,0.018,0.034
