time,f0,f1,f2
0.0,1.0,0.0,0.0
0.012005207164394908,0.999,0.0,0.001
0.014817485447584412,0.998,0.0,0.002
0.023991069434798947,0.997,0.0,0.003
0.02740325908796439,0.996,0.001,0.003
0.02861180620422755,0.995,0.001,0.004
0.028612246014091052,0.994,0.001,0.005
0.04035758611226109,0.993,0.001,0.006
0.04728315941386017,0.992,0.002,0.006
0.08337336448629207,0.991,0.003,0.006
0.10536915130155244,0.99,0.003,0.007
0.10951074634536169,0.989,0.004,0.007
0.10956506355138304,0.988,0.004,0.008
0.11921160157014402,0.987,0.004,0.009
0.12093634378639383,0.986,0.005,0.009
0.1257147535063226,0.985,0.005,0.01
0.13393529616083535,0.984,0.005,0.011
0.13534617038533342,0.983,0.005,0.012
0.13659473491590224,0.982,0.006,0.012
0.14284428316271294,0.981,0.007,0.012
0.1446639693746714,0.98,0.007,0.013
0.15289518882516442,0.979,0.008,0.013
0.16142041439336438,0.978,0.009,0.013
0.16198720961931218,0.977,0.01,0.013
0.1623881154949649,0.976,0.011,0.013
0.16371030584331758,0.975,0.011,0.014
0.16510921698280023,0.974,0.011,0.015
0.18067832740435663,0.973,0.012,0.015
0.1837930532453672,0.972,0.013,0.015
0.1959809331430925,0.971,0.013,0.016
0.2017401038566504,0.97,0.014,0.016
0.21181069363339367,0.969,0.015,0.016
0.2139798893074511,0.968,0.015,0.017
0.21517960408277004,0.967,0.016,0.017
0.21597968357621097,0.966,0.016,0.018
0.22246274807604036,0.965,0.016,0.019
0.22397577728041765,0.964,0.017,0.019
0.22853841240117867,0.963,0.018,0.019
0.24584222431007385,0.962,0.019,0.019
0.2499986454269271,0.961,0.02,0.019
0.2558242173660935,0.96,0.021,0.019
0.25847057362823606,0.959,0.021,0.02
0.2613361609675904,0.958,0.022,0.02
0.27143880514132884,0.957,0.022,0.021
0.3010500150922571,0.956,0.022,0.022
0.3099614213149387,0.955,0.023,0.022
0.31066857532033687,0.954,0.023,0.023
0.31125884759861216,0.953,0.024,0.023
0.31437937256291193,0.952,0.024,0.024
0.33054621198451584,0.951,0.024,0.025
0.35459780896898874,0.95,0.024,0.026
0.3585391098412399,0.949,0.025,0.026
0.3691608788399482,0.948,0.026,0.026
0.37091301482597455,0.947,0.026,0.027
0.3760041204552274,0.946,0.027,0.027
0.3865152614671061,0.945,0.027,0.028
0.3882637423323409,0.944,0.028,0.028
0.397549323951332,0.943,0.029,0.028
0.4137137655570686,0.942,0.029,0.029
0.41478429257540367,0.941,0.03,0.029
0.4188713160073367,0.94,0.031,0.029
0.4195504844670912,0.939,0.031,0.03
0.435420618200236,0.938,0.031,0.031
0.44182269954465053,0.937,0.032,0.031
0.4431275515525755,0.936,0.033,0.031
0.4523339659791216,0.935,0.033,0.032
