time,f0,f1,f2
0.0,1.0,0.0,0.0
0.0009332105123773758,0.999,0.001,0.0
0.007956897040658604,0.998,0.002,0.0
0.010924782755625109,0.997,0.003,0.0
0.016015192673135118,0.996,0.003,0.001
0.017811638479221188,0.995,0.003,0.002
0.023142066574770893,0.994,0.004,0.002
0.024215383697910507,0.993,0.004,0.003
0.027536437711865053,0.992,0.004,0.004
0.03636986523307802,0.991,0.005,0.004
0.04359288175668978,0.99,0.006,0.004
0.04717870996899667,0.989,0.006,0.005
0.05046316407532376,0.988,0.007,0.005
0.05453071532954529,0.987,0.007,0.006
0.05786582771676171,0.986,0.007,0.007
0.06321422849446343,0.985,0.008,0.007
0.06611824807089658,0.984,0.008,0.008
0.074040233743545,0.983,0.008,0.009
0.0831380682731953,0.982,0.008,0.01
0.10212209766007233,0.981,0.008,0.011
0.10364919847286445,0.98,0.009,0.011
0.11131111558820268,0.979,0.009,0.012
0.12222670020047635,0.978,0.01,0.012
0.12419825758067593,0.977,0.011,0.012
0.13556887255755867,0.976,0.011,0.013
0.1433382564674599,0.975,0.011,0.014
0.149558264536938,0.974,0.012,0.014
0.15470618759736615,0.973,0.012,0.015
0.15936402509377637,0.972,0.012,0.016
0.16227916633041448,0.971,0.013,0.016
0.16319303293924028,0.97,0.014,0.016
0.166551538733184,0.969,0.014,0.017
0.16687715020293842,0.968,0.015,0.017
0.16982068668226322,0.967,0.016,0.017
0.18152989961510715,0.966,0.017,0.017
0.18341650555007755,0.965,0.018,0.017
0.18407361334385416,0.964,0.018,0.018
0.19924041787664643,0.963,0.018,0.019
0.2123511130831784,0.962,0.019,0.019
0.21375769795146565,0.961,0.019,0.02
0.2230624604336127,0.96,0.02,0.02
0.22629013266896447,0.959,0.021,0.02
0.22908359664431563,0.958,0.021,0.021
0.23979286188788962,0.957,0.022,0.021
0.24284115887849486,0.956,0.022,0.022
0.24317036824728208,0.955,0.022,0.023
0.2481432909789909,0.954,0.023,0.023
0.26186108386150087,0.953,0.023,0.024
0.26444168808743895,0.952,0.023,0.025
0.2886753917204882,0.951,0.024,0.025
0.30444317425597445,0.95,0.025,0.025
0.3149289966283978,0.949,0.026,0.025
0.31685749232719534,0.948,0.026,0.026
0.3215824057140425,0.947,0.026,0.027
0.3231042911089591,0.946,0.026,0.028
0.3246194826712729,0.945,0.026,0.029
0.32600121534906323,0.944,0.026,0.03
0.3262902023307637,0.943,0.026,0.031
0.34179886808037113,0.942,0.027,0.031
0.3466395501719574,0.941,0.028,0.031
0.3470511248681581,0.94,0.029,0.031
0.3521986841106231,0.939,0.03,0.031
0.3833753771050762,0.938,0.03,0.032
0.3885011368409567,0.937,0.03,0.033
0.38911205933125154,0.936,0.03,0.034
0.40512206007281565,0.937,0.029,0.034
0.40523233252087426,0.936,0.029,0.035
0.406503399750277,0.935,0.03,0.035
0.4102487325698532,0.934,0.031,0.035
0.432031366253391,0.933,0.031,0.036
0.4324003770513871,0.932,0.031,0.037
0.43383929177704306,0.931,0.032,0.037
0.4476321007198845,0.93,0.033,0.037
0.4483321006873698,0.929,0.034,0.037
0.47843739357429377,0.928,0.035,0.037
0.4885003226165083,0.927,0.035,0.038
0.4966516899620055,0.926,0.035,0.039
0.5010065709241787,0.925,0.036,0.039
0.504853137160199,0.924,0.036,0.04
0.5141387836615812,0.923,0.037,0.04
0.5207262214734302,0.922,0.037,0.041
0.5480564604121206,0.921,0.038,0.041
0.5584933820503496,0.92,0.038,0.042
0.5597201051545213,0.919,0.039,0.042
0.5615764359727217,0.918,0.039,0.043
0.5713898764689905,0.917,0.04,0.043
0.579178874365866,0.916,0.04,0.044
