arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,6.0,0.3,0.3,7,10,0.3,0.1828372907,0.320619845,0.4965428643,0.1244150232,0.1604927606,0.1716331283,-0.1446968258,0.4603945629,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.6,0.2351229693,0.2856928268,0.4791842039,0.140030145,0.1681400037,0.1857259292,-0.0922014496,0.4836236599,,,,,,,,
20.0,6.0,0.3,0.3,7,10,0.9,0.4363411647,0.1944176456,0.3692411897,0.1800934651,0.1629153743,0.1976372787,-0.0195941015,0.4599594379,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.3,0.1822091977,0.3225538615,0.4952369408,0.1244546543,0.1612336723,0.1727286132,-0.1498707823,0.4631472573,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.6,0.2338430392,0.2850467383,0.4811102224,0.1396625789,0.169191423,0.187205971,-0.0889832542,0.4877308485,,,,,,,,
20.0,6.3,0.3,0.3,7,10,0.9,0.4081657086,0.1971707073,0.3946635841,0.1773133371,0.1692038286,0.2049787464,0.0003221695,0.4847147966,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.3,0.180367908,0.323380155,0.496251937,0.1240376486,0.1612063424,0.1723217189,-0.1505083729,0.4628591112,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.6,0.2314828793,0.2854791302,0.4830379905,0.1397266068,0.1682142016,0.1863527877,-0.0879202699,0.4846763259,,,,,,,,
20.0,6.5,0.3,0.3,7,10,0.9,0.4062484379,0.1952516871,0.398499875,0.176855528,0.1693765798,0.2057914273,0.0079965009,0.4864412952,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.3,0.1701464634,0.3215211197,0.5083324169,0.1210672508,0.1652656874,0.176699739,-0.1347098225,0.4777345701,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.6,0.2066553362,0.2841889528,0.5091557111,0.1349694085,0.1775926899,0.195403701,-0.0592221945,0.5170583309,,,,,,,,
20.0,7.5,0.3,0.3,7,10,0.9,0.3569687578,0.2022714321,0.44075981,0.1696630569,0.1826712816,0.2180062863,0.0362169458,0.5340617,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.3,0.1681779555,0.3224538865,0.509368158,0.1212267724,0.1675414259,0.1787466869,-0.1355396151,0.484644251,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.6,0.199616096,0.2836485879,0.5167353162,0.1322784116,0.1782707754,0.1956043044,-0.0505618595,0.5200680643,,,,,,,,
20.0,8.0,0.3,0.3,7,10,0.9,0.3146673332,0.2063784054,0.4789542614,0.1690031806,0.1912079121,0.2281082151,0.0661974506,0.5642151339,,,,,,,,
