arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20,7,0.3,0.3,7,8,0.0,0.1821034741,0.381940015,0.4359565109,0.1221810224,0.1546917031,0.1576728922,-0.3279235191,0.4339388856,0.2975973507,0.1573145777,1.7225805549,0.3246777591,0.2929712131,1.2872068092,0.2423362836,0.2082818069
20,7,0.3,0.3,7,8,0.05,0.1820059985,0.3798310422,0.4381629593,0.1224999323,0.1566935647,0.1610440643,-0.3214991252,0.4417129662,0.3017633092,0.1604686571,1.7304657836,0.3292967234,0.2991622043,1.2860132031,0.2449673214,0.2128750525
20,7,0.3,0.3,7,8,0.1,0.1844138965,0.3771202199,0.4384658835,0.1234807709,0.1591712943,0.1630487954,-0.3157745564,0.4486342976,0.3039107723,0.1619152105,1.7381094726,0.3352782043,0.3031087824,1.3054226829,0.2480453951,0.2152252463
20,7,0.3,0.3,7,8,0.15,0.1851612097,0.3772836791,0.4375551112,0.1246784628,0.1620465211,0.1664018889,-0.3170122469,0.4577485966,0.3079155211,0.1639410251,1.7544405899,0.341872151,0.309844715,1.3192923195,0.2517662537,0.2189041362
20,7,0.3,0.3,7,8,0.2,0.1873146713,0.3752691827,0.437416146,0.125351362,0.1665923033,0.1709032769,-0.3131222194,0.4719277862,0.3123506623,0.1683802172,1.7620466883,0.3519646279,0.318094466,1.3310888282,0.2584265536,0.2250079317
20,7,0.3,0.3,7,8,0.25,0.1915946013,0.3710287428,0.4373766558,0.1267559263,0.1673090205,0.1709044595,-0.3046808298,0.4726994004,0.3111532117,0.168324067,1.7802069483,0.3542360838,0.3182197197,1.355508608,0.2594726313,0.2248344849
20,7,0.3,0.3,7,8,0.3,0.1956415896,0.3668977756,0.4374606348,0.1282982245,0.1703128509,0.175634957,-0.2963349163,0.4833847832,0.3144096476,0.1715812129,1.8014688328,0.3618713179,0.3269460355,1.3829986228,0.2637109111,0.2311747268
20,7,0.3,0.3,7,8,0.35,0.1977985504,0.3673551612,0.4348462884,0.1300004899,0.1728119848,0.1781614359,-0.299864034,0.4905182254,0.3161117221,0.173470061,1.8255116221,0.3678004308,0.3316428924,1.4076913226,0.2664713824,0.2345207042
20,7,0.3,0.3,7,8,0.4,0.1983169208,0.3628232942,0.4388597851,0.1306642577,0.1767620882,0.1826878372,-0.2867868033,0.5034354536,0.3226020995,0.1781116194,1.8368535866,0.3776291641,0.340333673,1.4138127786,0.2723826019,0.2401450259
20,7,0.3,0.3,7,8,0.45,0.2010307423,0.3605018745,0.4384673832,0.131720157,0.181047821,0.1876304592,-0.2825363659,0.5172862351,0.3277105724,0.1815396459,1.8520489878,0.3880560812,0.3500494824,1.4348002658,0.2781531882,0.2458978403
20,7,0.3,0.3,7,8,0.5,0.2102909273,0.3551097226,0.4345993502,0.1344154138,0.1835349774,0.1898596166,-0.275620095,0.523560448,0.3264328918,0.1820102212,1.9005112722,0.396176075,0.3548774982,1.4952485922,0.2810648773,0.2478489545
20,7,0.3,0.3,7,8,0.55,0.2221134716,0.3488272932,0.4290592352,0.1374799874,0.1849345809,0.1903875991,-0.2685953512,0.52549559,0.3224603849,0.1806745532,1.9668922769,0.4023542924,0.3565095255,1.5776535326,0.2831503415,0.2481384506
20,7,0.3,0.3,7,8,0.6,0.2270667333,0.3385323669,0.4344008998,0.1393639237,0.1874865268,0.1950736241,-0.242663834,0.534998819,0.3274593852,0.1850025667,2.0112515871,0.4140045941,0.3651361771,1.6141041023,0.2873480528,0.2539253518
20,7,0.3,0.3,7,8,0.65,0.2471202199,0.3327973007,0.4200824794,0.1450205918,0.1905406563,0.1982745949,-0.245512122,0.5419510598,0.3227513122,0.1841497233,2.1733910522,0.4248779472,0.3731830773,1.764044276,0.2915445037,0.2577570508
20,7,0.3,0.3,7,8,0.7,0.2565113722,0.3329167708,0.410571857,0.149869614,0.195651081,0.2027729732,-0.2552616846,0.5550719832,0.325215946,0.1861339522,2.2854326418,0.4360419419,0.383823526,1.8607686455,0.2980677843,0.264272692
20,7,0.3,0.3,7,8,0.75,0.274763809,0.3193011747,0.4059350162,0.1517500195,0.195303957,0.2044738721,-0.2326673332,0.5551885895,0.3214368908,0.182488306,2.435887828,0.4462079718,0.3889449399,1.9686562463,0.2989154633,0.2661531327
20,7,0.3,0.3,7,8,0.8,0.2834451387,0.3102604349,0.4062944264,0.1570200759,0.207129118,0.2196272098,-0.2142264434,0.5939802645,0.33988003,0.1944632526,2.5555467133,0.4796627034,0.4186675611,2.0749990839,0.3151714444,0.2830579562
20,7,0.3,0.3,7,8,0.85,0.3291127218,0.2934256436,0.3774616346,0.1619709199,0.206795493,0.2155084317,-0.2093896526,0.586045007,0.3286553362,0.1839585041,3.0446468383,0.4959036431,0.4225266999,2.3615679314,0.3178241788,0.2844177778
20,7,0.3,0.3,7,8,0.9,0.373796051,0.2609532617,0.3652506873,0.1774879035,0.2030847365,0.2212458948,-0.156655836,0.5755916846,0.3415168708,0.1883047168,3.7342544364,0.5267789005,0.4403879341,2.6888194515,0.3249830641,0.2945443348
20,7,0.3,0.3,7,8,0.95,0.4452516871,0.2238435391,0.3309047738,0.1945042799,0.2118734786,0.2303250828,-0.1167823044,0.5939926995,0.3846858285,0.1951252138,4.7964424894,0.6060043322,0.4852516404,3.1952204466,0.3344601477,0.3131418973
20,7,0.3,0.3,7,10,0.0,0.1632266933,0.3460169958,0.4907563109,0.1169449307,0.1504134324,0.1578974349,-0.2012776806,0.4280044044,0.3266255936,0.1674065614,1.5092112869,0.357592578,0.3057803421,1.0335144245,0.251094458,0.2369226868
20,7,0.3,0.3,7,10,0.05,0.1646923269,0.3394686328,0.4958390402,0.1178814343,0.153225057,0.16176724,-0.1830982254,0.4377000837,0.3331557111,0.1725153141,1.5188040169,0.3649639733,0.3137617202,1.0454299003,0.2551341799,0.2422867016
20,7,0.3,0.3,7,10,0.1,0.1658070482,0.3407343164,0.4934586353,0.1187555222,0.1568445109,0.1652808834,-0.1880099975,0.4487190287,0.3356023494,0.1741142998,1.5270665667,0.373333738,0.320956548,1.0578640892,0.2613323923,0.2468833302
20,7,0.3,0.3,7,10,0.15,0.1668332917,0.331980005,0.5011867033,0.1189174466,0.1589660531,0.1688530827,-0.1627733067,0.4570258294,0.3432489378,0.1799604896,1.5286975692,0.3800288975,0.3286354717,1.0605213168,0.2647108601,0.2522668422
20,7,0.3,0.3,7,10,0.2,0.1653516621,0.3274191452,0.5072291927,0.1195981464,0.1611108728,0.1714959853,-0.1476090977,0.4640748493,0.3509607598,0.1833493182,1.5386399554,0.3866454815,0.3356819831,1.0641258262,0.2681648897,0.2554516545
