pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ
0.01,0.01,0.1883994001499634,0.0250587353161711,0.78654186453386,0.0190530690346749,0.0152968885496421,0.0248679373777289,0.7364243939015177,0.0554617144770131
0.01,0.03,0.1851492126968272,0.0242029492626845,0.7906478380404868,0.0183283927283599,0.0149639834703088,0.0229811270600413,0.7422419395151177,0.0529090940006589
0.01,0.05,0.1819395151212209,0.0227518120469884,0.7953086728317903,0.0184709323171525,0.0118199254371871,0.0218263360934256,0.7498050487378134,0.0454661869677998
0.01,0.07,0.1791032241939522,0.0236365908522871,0.797260184953757,0.0183808485142001,0.0158490031476683,0.0241732607826454,0.7499870032491827,0.055871267077982
0.01,0.09,0.1757895526118479,0.019149212696826,0.8050612346913233,0.01805233228214,0.0126695690536418,0.0219453525689415,0.7667628092976713,0.0472844906762252
0.01,0.11,0.1735511122219454,0.0190722319420146,0.807376655836039,0.0180779547899549,0.0136410788151886,0.0226901376133722,0.7692321919520096,0.0499722952437495
0.01,0.13,0.1713041739565113,0.0147253186703325,0.8139705073731534,0.0181247815179585,0.0088917254402435,0.0199788921106129,0.7845198700324882,0.0377623429911001
0.01,0.15,0.1687008247938017,0.0148157960509874,0.8164833791552092,0.0173444723707452,0.0091857667302406,0.0193997238686135,0.7868517870532343,0.0377712573290949
0.01,0.17,0.1656565858535374,0.015013246688328,0.819330167458133,0.017627451240627,0.0099916001962339,0.0203725111902521,0.789303674081477,0.04035571158272
0.01,0.19,0.1637370657335674,0.0134191452136967,0.822843789052734,0.0171833887312115,0.0083576625541569,0.0189407455513105,0.7960054986253406,0.0356560706596244
0.01,0.21,0.1613986503374156,0.0140904773806549,0.8245108722819275,0.0173134424127023,0.0088030001588691,0.0192987290841634,0.7963299175206177,0.0369047294019017
0.01,0.23,0.1591377155711073,0.0140734816295927,0.8267888027992997,0.0170365278058669,0.0087482340560952,0.0191811270417394,0.7986418395401141,0.0366775951539298
0.01,0.25,0.1574171457135718,0.0131587103224195,0.8294241439640081,0.016976165525554,0.0086105200038276,0.0189315690560311,0.803106723319169,0.0361526090636864
0.01,0.27,0.154798800299925,0.0124223944013997,0.8327788052986733,0.0168249742514025,0.0081486525490665,0.0185847063649746,0.8079340164958738,0.0348820114631077
0.01,0.29,0.1531392151962006,0.0111007248187953,0.8357600599850044,0.0165538172118676,0.0083626611777895,0.0183728172689001,0.8135586103474136,0.0350981396244791
0.01,0.31,0.150837290677331,0.0127663084228943,0.8363964008997749,0.0165709917946312,0.0083358037761124,0.0181965333798292,0.8108637840539861,0.0348681409320542
0.01,0.33,0.1491482129467633,0.0096525868532867,0.8411992001999512,0.0163416118369835,0.0069208578898514,0.0176348110100492,0.8218940264933777,0.0314765267897521
0.01,0.35,0.147583104223944,0.0110682329417646,0.8413486628342889,0.0161785708411275,0.0076649587801712,0.0178832506507217,0.8192121969507595,0.0332131682110642
0.01,0.37,0.1456465883529117,0.0101544613846539,0.8441989502624363,0.0161193693729858,0.0066247366525825,0.0172291731925179,0.8238900274931285,0.030478646497683
0.01,0.39,0.1443119220194948,0.0098450387403149,0.8458430392401906,0.0164307236703048,0.0066146792064882,0.0177357649161434,0.8261529617595607,0.03096512332912
0.01,0.41,0.1420884778805295,0.00863584103974,0.849275681079734,0.0157837628500803,0.006275954516942,0.0171022288296662,0.8320039990002538,0.0296541378635504
0.01,0.43,0.140978755311172,0.0090322419395151,0.8499890027493139,0.0157702187223376,0.0062743294619784,0.0166558061657261,0.8319245188702836,0.0292044650896831
0.01,0.45,0.1392396900774809,0.0086668332916771,0.852093476630844,0.0159022257657197,0.0057209459178051,0.0168147036826407,0.8347598100474898,0.0282565955182509
0.01,0.47,0.1371422144463882,0.0087338165458635,0.8541239690077501,0.0160362096517537,0.006244467844047,0.016996017999609,0.8366563359160231,0.0294849536877031
0.01,0.49,0.1360994751312173,0.0080319920019994,0.8558685328667883,0.0157404289085284,0.0062322529037207,0.0166804589886483,0.8398045488627894,0.0291449647960897
0.03,0.01,0.187711072231943,0.0734446388402907,0.7388442889277702,0.0186575587865891,0.0243116123874123,0.0301026576567666,0.5919550112471886,0.0787258824315914
0.03,0.03,0.1850482379405159,0.0766688327918025,0.7382829292676849,0.0185353155494955,0.0258251147308638,0.0318939795418705,0.5849452636840797,0.0835442090035982
0.03,0.05,0.1823154211447146,0.0635281179705084,0.7541564608847806,0.0185679154626694,0.0224538030560989,0.0287024478724644,0.6271002249437636,0.0736100539846622
0.03,0.07,0.178656835791053,0.0615931017245699,0.7597500624843762,0.0183536497429059,0.0202735392174601,0.0269572534880891,0.6365638590352363,0.0675043319230095
0.03,0.09,0.1749592601849546,0.058204448887779,0.766836290927268,0.01753877389821,0.021480111503492,0.027667479875105,0.6504273931517099,0.0706277028820891
