pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2,k0,k1,sdk0,sdk1
0.35,0.05,0.1423268283,0.3482630542,0.5094101175,0.0156276998,0.0217808811,0.0228453639,-0.187115991,0.0626396253,0.264115896,0.0342654912,0.0475018543,0.0357774779,0.2856069147,0.0503990835,0.215641125,0.0377253441
0.35,0.1,0.1405902024,0.3440202449,0.5153895526,0.0155620259,0.0224650698,0.0236554097,-0.1726509373,0.0649804438,0.2730852437,0.0354796404,0.0533891881,0.0399462117,0.2901265487,0.05449376,0.2172815464,0.040898758
0.35,0.15,0.1390173157,0.3386445289,0.5223381555,0.0155718441,0.0227142817,0.0239956112,-0.1549509023,0.0658637607,0.2835077881,0.0359911121,0.0623137029,0.0449052227,0.2979732854,0.0607360794,0.2223095242,0.044852651
0.35,0.2,0.1373183904,0.3333010047,0.5293806048,0.0154879528,0.0234199586,0.0248872343,-0.1372214046,0.0683325448,0.2940712822,0.0373293513,0.0748183791,0.0507400116,0.3080964841,0.0701641751,0.2280785204,0.0496233565
0.35,0.25,0.1355526718,0.3264022494,0.5380450787,0.0154286298,0.0240372671,0.0255559643,-0.1147594201,0.0703560796,0.3070677381,0.038333431,0.0922226436,0.056596576,0.3225114508,0.0839297055,0.2358749066,0.055620783
0.35,0.3,0.1338340315,0.3190815496,0.5470844189,0.015362334,0.0245934965,0.0262136753,-0.0910786803,0.0722392422,0.3206266283,0.0393205129,0.1126247075,0.0610233164,0.3394092084,0.1009597849,0.2445341475,0.0605878489
0.35,0.35,0.1319736366,0.3104409398,0.5575854236,0.0153099486,0.0254205899,0.027139461,-0.0632964559,0.0749539881,0.3363781355,0.0407091916,0.1374447713,0.0659205876,0.3609841753,0.1225834445,0.2550823014,0.0664869214
0.35,0.4,0.1301616196,0.3003805949,0.5694577856,0.0151816867,0.0258619891,0.0277920329,-0.0313034041,0.0766112194,0.3541866783,0.0416880493,0.1665726347,0.0690902909,0.3842602431,0.1492256909,0.2642135701,0.0706279338
0.35,0.45,0.1282268533,0.2889030942,0.5828700525,0.0151396236,0.0268154047,0.028917156,0.005063864,0.0797783486,0.3743050787,0.0433757339,0.2001383246,0.0725153739,0.4136731014,0.1810175142,0.2742150395,0.074728336
0.35,0.5,0.1262450387,0.2764114671,0.5973434941,0.01504277,0.0272471986,0.0294126985,0.0445205599,0.0812232087,0.3960152412,0.0441190478,0.2365354445,0.0740625064,0.4452582068,0.2160557789,0.2842736051,0.0768396997
0.35,0.55,0.1241082729,0.2611859335,0.6147057936,0.0149131457,0.0280007132,0.0302430979,0.0923339265,0.0836861441,0.4220586903,0.0453646468,0.2802968907,0.0762769442,0.4826575094,0.2591116043,0.2925839869,0.0793431149
0.35,0.6,0.1220022294,0.2448035891,0.6331941815,0.0148133884,0.0284115212,0.0308510581,0.1435870032,0.0852043288,0.4497912722,0.0462765872,0.3269332649,0.0778251185,0.5221307968,0.3055622521,0.2999327834,0.0805766616
0.35,0.65,0.1196486478,0.2250223844,0.6553289678,0.014679864,0.0284149112,0.0310653926,0.205284199,0.0854904796,0.4829934516,0.0465980889,0.3827718061,0.0783682318,0.5678819246,0.3616714495,0.3072563871,0.0806044237
0.35,0.7,0.1172449488,0.2020830092,0.680672042,0.0145328509,0.0280904863,0.0308529896,0.2765060235,0.0846626595,0.521008063,0.0462794845,0.4467044253,0.0778324058,0.6172213143,0.4267441166,0.3117738224,0.079685257
0.35,0.75,0.1147937016,0.1776282229,0.7075780755,0.0144136804,0.0279174276,0.0309239092,0.3523216296,0.0844372708,0.5613671132,0.0463858639,0.5145799,0.0780113137,0.6694921942,0.4961158574,0.3147827539,0.0791943353
0.35,0.8,0.1119934916,0.1474019095,0.7406045989,0.0142733936,0.0270204536,0.0303030187,0.4458007798,0.0820243181,0.6109068983,0.045454528,0.597895449,0.0764450017,0.7304278275,0.5818598893,0.3167987012,0.0766498581
0.35,0.85,0.1091534016,0.1145892427,0.7762573557,0.0140470418,0.024740669,0.0283152318,0.5470788703,0.0753871508,0.6643860335,0.0424728477,0.6878361604,0.0714304396,0.7933153712,0.6749407197,0.3153677424,0.070182714
0.35,0.9,0.1062344714,0.0787365959,0.8150289328,0.0139078766,0.0212229896,0.0252805798,0.6575557411,0.0650611774,0.7225433992,0.0379208697,0.7856446761,0.0637749654,0.8589435707,0.7766451669,0.3141756059,0.0602039909
0.35,0.95,0.1032492577,0.040604039,0.8561467033,0.0137209008,0.0155403105,0.0207112171,0.7749386253,0.0485730873,0.784220055,0.0310668257,0.8893719013,0.052247898,0.9264143751,0.8848171139,0.3113063064,0.0440837379
0.4,0.05,0.1275821645,0.3551429643,0.5172748713,0.0149280735,0.0218990419,0.0228800141,-0.1930110572,0.0632629321,0.2759127868,0.0343182286,0.0480288915,0.0363000278,0.4226847834,0.0494442954,0.3192962326,0.0372924128
0.4,0.1,0.1268527768,0.3507330767,0.5224141465,0.0149225634,0.0223308512,0.0233816754,-0.179052007,0.0647050534,0.2836215346,0.0350713203,0.0521566171,0.0392501241,0.4242161551,0.0530525383,0.3197772574,0.0397774868
0.4,0.15,0.1260497776,0.3454437591,0.5285064634,0.014878008,0.0228897072,0.0240932225,-0.1623810547,0.0666511217,0.2927597101,0.0361397793,0.0597795538,0.0440454807,0.4256811888,0.0596651237,0.3207552922,0.0438937368
0.4,0.2,0.125264084,0.3406510972,0.5340848188,0.0148093397,0.0232961818,0.0245711918,-0.1472173757,0.0680357983,0.3011277081,0.0368548648,0.0685054697,0.0484845412,0.4283306446,0.0671984075,0.3210796322,0.0479724547
0.4,0.25,0.1244364109,0.3338624944,0.5417010947,0.0148216834,0.0236192739,0.0249514086,-0.126023894,0.0691055307,0.3125516421,0.0374271129,0.0825305991,0.0539048689,0.4341088001,0.0799187546,0.3248837585,0.0532523028
0.4,0.3,0.1236437391,0.3270822894,0.5492739715,0.0147819417,0.0244067383,0.0258539696,-0.1048906073,0.0717105632,0.3239109723,0.0387808904,0.0990426109,0.0592786036,0.4398774034,0.095230201,0.3276111665,0.0587095515
0.4,0.35,0.1227264784,0.3191822344,0.5580912872,0.0146947213,0.0251357904,0.0266769295,-0.0802731817,0.0741212102,0.3371369758,0.0400151856,0.1194532301,0.0644171713,0.4457536889,0.1143354126,0.332369443,0.0641715009
0.4,0.4,0.1217615996,0.30968008,0.5685583204,0.0147210724,0.0256880473,0.0273476936,-0.0508018395,0.0759573812,0.3528374806,0.0410215404,0.1451091598,0.0682381154,0.4585974779,0.1390517042,0.3380660467,0.0681330717
0.4,0.45,0.1206177156,0.2991537916,0.5802284929,0.0146596393,0.0265579597,0.0283998789,-0.0180790902,0.0788783914,0.3703427393,0.0425998183,0.1745752178,0.0722125602,0.4724875236,0.1673716271,0.3453432104,0.0723194209
0.4,0.5,0.1195902024,0.2874451287,0.5929646688,0.0146092363,0.0270117414,0.0289879176,0.0180744114,0.0804477691,0.3894470032,0.0434818764,0.2071160958,0.0745333624,0.4864479335,0.1994806406,0.3534791115,0.0746601042
0.4,0.55,0.1183528418,0.2735504324,0.6080967258,0.0145662022,0.0274780385,0.0295493183,0.060995861,0.0820084979,0.4121450887,0.0443239774,0.2461162636,0.0761947729,0.5065575879,0.238031535,0.3634886716,0.0763439635
0.4,0.6,0.1170945164,0.2576164659,0.6252890177,0.0145440143,0.028349613,0.0305810532,0.110056086,0.0848807935,0.4379335266,0.0458715799,0.2904926563,0.07894339,0.5299825316,0.2823768137,0.3744184814,0.0788927793
0.4,0.65,0.1156402399,0.2384989253,0.6458608348,0.0144033779,0.0283553802,0.0307417138,0.1688629843,0.0851140988,0.4687912522,0.0461125706,0.3436150393,0.079394962,0.5576261844,0.3356122619,0.3850799576,0.0789809577
0.4,0.7,0.1138912872,0.2154792402,0.6706294726,0.0143760687,0.0285891844,0.0312278448,0.2396709923,0.0861175996,0.5059442089,0.0468417672,0.4075860551,0.0806546985,0.5975993093,0.3997364023,0.4002660563,0.0796412995
0.4,0.75,0.1120993652,0.190263844,0.6976367908,0.0142280995,0.028256705,0.031109197,0.3171091027,0.0853763261,0.5464551862,0.0466637956,0.4773400557,0.0803482573,0.6402814842,0.4699792916,0.4130096058,0.0787151068
0.4,0.8,0.1101625694,0.1609132117,0.7289242189,0.0141535488,0.0276861851,0.0307627242,0.4070977956,0.0838900398,0.5933863284,0.0461440863,0.558148645,0.0794533936,0.6921001477,0.5517417674,0.4266292459,0.0771258013
0.4,0.85,0.1080069583,0.1271447838,0.7648482579,0.0140306072,0.0256158271,0.0290066943,0.5105586903,0.0778939835,0.6472723869,0.0435100414,0.6509325867,0.074917952,0.7533293404,0.6458109594,0.4390599917,0.0713583756
0.4,0.9,0.1055268983,0.0881314871,0.8063416146,0.0138809679,0.0223437261,0.0262399325,0.6300786403,0.0683790334,0.7095124219,0.0393598987,0.7581008589,0.0677720111,0.8283327168,0.7544908573,0.4500672716,0.062243237
0.4,0.95,0.1029314671,0.0456483679,0.851420165,0.0136988743,0.0163732838,0.0213916672,0.7601234291,0.0510489814,0.7771302474,0.0320875008,0.8745289029,0.0552500014,0.9111930563,0.8728366894,0.456677129,0.0456112906
0.45,0.05,0.1155503124,0.3605223594,0.5239273282,0.0142916335,0.0220122929,0.0229035926,-0.1971173907,0.0638158939,0.2858925519,0.034349786,0.0487986574,0.0367508631,0.7311641719,0.0489542378,0.5513266407,0.0368393767
0.45,0.1,0.1154150262,0.3559977806,0.5285871932,0.0142871218,0.0223204078,0.0232211273,-0.1834083679,0.0647967761,0.2928813147,0.0348297073,0.0518534053,0.0391677417,0.7314023124,0.0521752752,0.5506554771,0.0392061147
0.45,0.15,0.1154183954,0.3510568658,0.5335247388,0.0142788928,0.0228631681,0.0239381188,-0.1685889928,0.0666908822,0.3002872882,0.0359064952,0.0579441079,0.0429067402,0.7301010562,0.0582644372,0.5515005948,0.0429185428
0.45,0.2,0.1152549363,0.3462649238,0.53848014,0.0143041857,0.0232055001,0.0243517325,-0.1540497076,0.0678289951,0.3077203299,0.0365271037,0.0649520399,0.04692542,0.7318048599,0.0655229642,0.5522616309,0.0467188376
0.45,0.25,0.1150980355,0.3401887928,0.5447131717,0.014251172,0.0239581487,0.0251330691,-0.1356644139,0.0702337456,0.3170697576,0.0376996036,0.0761459801,0.0523198195,0.7291924611,0.0769702251,0.5505898437,0.05232187
0.45,0.3,0.1148352012,0.333327958,0.5518368408,0.0142618805,0.0241450856,0.0254853777,-0.1148190752,0.0709902946,0.3277552612,0.0382280665,0.0902228081,0.0573533027,0.730764594,0.0911960818,0.5508986759,0.0569959412
0.45,0.35,0.1146108773,0.3260832092,0.5593059135,0.014274068,0.0246845588,0.0261530971,-0.0928605049,0.072803984,0.3389588703,0.0392296456,0.1071129533,0.0620953156,0.7322110695,0.1084387419,0.5517509239,0.0613975619
0.45,0.4,0.1143742164,0.3174752512,0.5681505324,0.0142480692,0.0255920603,0.0270910678,-0.06679997,0.0756669295,0.3522257986,0.0406366017,0.1283852713,0.067286379,0.7327099521,0.1301618075,0.5502902523,0.0665784099
0.45,0.45,0.1140031192,0.3077353662,0.5782615146,0.0142677937,0.0262122426,0.0278357203,-0.0372092177,0.0777163565,0.3673922719,0.0417535805,0.1538882041,0.0709925944,0.7352430855,0.1558794876,0.5529300019,0.0699415592
0.45,0.5,0.11356012,0.2962299625,0.5902099175,0.0142072888,0.0270062372,0.0287553492,-0.0022500075,0.0803301768,0.3853148763,0.0431330238,0.1846934311,0.0746708713,0.7355390449,0.1869059189,0.5521435797,0.0732408083
0.45,0.55,0.112988123,0.2829930717,0.6040188053,0.0142016143,0.0274022087,0.0293810588,0.0380326618,0.081802533,0.4060282079,0.0440715882,0.2207364313,0.0770554593,0.7410387514,0.2229750099,0.5541086281,0.0750011225
0.45,0.6,0.1125268683,0.2689677781,0.6185053537,0.0142260545,0.0282308945,0.0302888085,0.0805697976,0.084435626,0.4277580305,0.0454332128,0.2588006012,0.0796682916,0.7466843141,0.2614305227,0.55882159,0.0774400014
0.45,0.65,0.1116803099,0.2501346063,0.6381850837,0.0141704648,0.028484183,0.0306720388,0.137915871,0.0853745268,0.4572776256,0.0460080581,0.3105957448,0.0807579536,0.7558018014,0.3131227879,0.5625423983,0.0782170388
0.45,0.7,0.1107740165,0.2284826093,0.6607433742,0.0141014842,0.02901153,0.0314366638,0.2037781555,0.0872760048,0.4911150612,0.0471549957,0.3699939807,0.0827783754,0.7674025975,0.3725795013,0.5686556838,0.0796665824
0.45,0.75,0.1096177556,0.2030331117,0.6873491327,0.0140400019,0.0282801042,0.0309625486,0.2812829093,0.0853251469,0.5310236991,0.0464438229,0.4400517498,0.0815299986,0.787327931,0.4424646297,0.5802241814,0.0776580639
0.45,0.8,0.1082775906,0.1732706623,0.7184517471,0.0139604026,0.0276872997,0.0305389698,0.3719104224,0.083711527,0.5776776206,0.0458084547,0.5219505668,0.0804146389,0.8164063429,0.5241932606,0.5951089225,0.0760302041
0.45,0.85,0.1066365809,0.1384267233,0.7549366958,0.0138957832,0.0265207979,0.0297535605,0.4780832492,0.0805590085,0.6324050437,0.0446303408,0.6180220453,0.078346514,0.8596514057,0.6198758233,0.6197554033,0.0728269531
0.45,0.9,0.1048142464,0.0969396551,0.7982460985,0.0137979876,0.023125564,0.0268420777,0.6043667883,0.0706362,0.6973691477,0.0402631166,0.732063547,0.0706800524,0.9197041147,0.7338006297,0.6434137409,0.0635035328
0.45,0.95,0.1025715471,0.0504302024,0.8469982504,0.0136410539,0.0172916902,0.0220102461,0.7461378455,0.0536209977,0.7704973757,0.0330153692,0.8604367934,0.0579569647,1.0021769854,0.8615170631,0.6761608755,0.0474835302
0.5,0.05,0.1056264634,0.3646532567,0.5297202799,0.0137567694,0.0219831821,0.0228124259,-0.1995862334,0.0638927592,0.2945811397,0.0342159537,0.0492257992,0.0372370947,2.0860289928,0.0483192173,1.5764282739,0.0364717486
0.5,0.1,0.1060094676,0.3607784354,0.533212097,0.0137764278,0.0222800307,0.0230932061,-0.1883447738,0.0647974319,0.2998197801,0.0346334167,0.0515843236,0.0387133444,2.0906132467,0.0512340643,1.5814110236,0.0382432181
0.5,0.15,0.1063608098,0.3564170557,0.5372221345,0.0137759319,0.0227212833,0.0236994388,-0.175611977,0.0663549387,0.3058333517,0.0355485544,0.0558947193,0.04183097,2.0922421395,0.055995404,1.5864873025,0.0415880015
0.5,0.2,0.1066763009,0.3509994601,0.5423242389,0.0137866328,0.0231395754,0.0241031625,-0.1596746813,0.0676415888,0.3134868833,0.0361526467,0.0624684702,0.0457531131,2.0996747813,0.0638790345,1.5890338219,0.0458292284
0.5,0.25,0.1070002199,0.3455230992,0.5474766808,0.0138208631,0.0233671642,0.0244231842,-0.1435695176,0.068436755,0.3212150212,0.0366347763,0.0706442699,0.0498771691,2.1073418645,0.0733156996,1.6011635414,0.0501036822
0.5,0.3,0.1073569608,0.3394447288,0.5531983104,0.0138319242,0.0243917264,0.0255682905,-0.1256911472,0.0717516975,0.3297975856,0.0383519058,0.0822452288,0.0556107705,2.1166854286,0.0863943857,1.6076798015,0.0557232954
0.5,0.35,0.1075781355,0.3320442989,0.5603775656,0.0138284171,0.024490571,0.0257206357,-0.1037110322,0.0721174839,0.3405663484,0.0385809535,0.0971226123,0.0601107003,2.1216168958,0.102946999,1.61103471,0.0597472862
0.5,0.4,0.1078211647,0.3238948763,0.568283959,0.0138908895,0.0251011643,0.0264629948,-0.0795057936,0.074130745,0.3524259385,0.0396944922,0.115760512,0.0650217568,2.1344631842,0.1230744328,1.6266605306,0.0640388503
0.5,0.45,0.1080136666,0.3150171457,0.5769691877,0.013868058,0.0258585527,0.0272973452,-0.0530651037,0.0765687769,0.3654537816,0.0409460178,0.1374136959,0.0694826201,2.1354658335,0.1460437262,1.6296485522,0.067889773
0.5,0.5,0.1081755461,0.3039689678,0.5878554861,0.0138920837,0.0266021217,0.0282124176,-0.0200824494,0.0790435248,0.3817832292,0.0423186264,0.1656014433,0.0734631358,2.1463137216,0.1754151005,1.6329348958,0.0710471547
0.5,0.55,0.1082087478,0.2917512822,0.60003997,0.013906999,0.0273888771,0.0291089637,0.0165374056,0.0815848612,0.400059955,0.0436634456,0.1976249318,0.0770437038,2.1495218195,0.2082628086,1.6354462575,0.0738942257
0.5,0.6,0.1082309023,0.2776542564,0.6141148413,0.0139284691,0.0279405112,0.0298545441,0.0588063284,0.0834859862,0.4211722619,0.0447818162,0.2350517821,0.0796078657,2.1494196451,0.2464059171,1.6436019638,0.0757120491
0.5,0.65,0.1080223844,0.259912182,0.6320654336,0.0138974801,0.0281835915,0.0302622905,0.1122410697,0.0844217255,0.4480981505,0.0453934357,0.2830070581,0.0809309755,2.1422683329,0.2945303331,1.6303005764,0.0764742312
0.5,0.7,0.1077373357,0.2395581805,0.6527044839,0.0138911572,0.0286202646,0.0308430756,0.173588123,0.0859224926,0.4790567258,0.0462646135,0.3382269052,0.0825228967,2.134936166,0.3497714443,1.6214330451,0.0776800128
0.5,0.75,0.1072300525,0.2141091927,0.6786607548,0.0139201419,0.0285736025,0.0310589654,0.2504423694,0.0860531339,0.5179911322,0.046588448,0.4076837101,0.0831155411,2.125111922,0.418846477,1.6182299276,0.0775569211
0.5,0.8,0.1064534166,0.1838993952,0.7096471882,0.0138681571,0.0284533896,0.0312122979,0.3418483979,0.0859973449,0.5644707823,0.0468184469,0.4906051515,0.0835258676,2.1097236691,0.5008444989,1.5947320026,0.0772306288
0.5,0.85,0.1054126368,0.1481414846,0.7464458785,0.0137849379,0.0268015551,0.0298564879,0.4501629093,0.0812657414,0.6196688178,0.0447847319,0.58908052,0.0798976437,2.0905494626,0.5979016846,1.5780666809,0.0727470782
0.5,0.9,0.1040378705,0.1052212247,0.7907409048,0.0137328095,0.0237398821,0.027285395,0.5802984554,0.0723725793,0.6861113572,0.0409280925,0.7076165057,0.0730172542,2.0936501875,0.714399533,1.5744611668,0.0644368228
0.5,0.95,0.1023543214,0.055911872,0.8417338065,0.0136445074,0.0181555117,0.0226716533,0.7299100625,0.0561017117,0.7626007098,0.0340074799,0.8440763837,0.0606706214,2.1258418395,0.8482392045,1.5833763533,0.0492792461
