pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k2,sdk2,k0,k1,sdk0,sdk1
0.35,0.15,0.1396065269,0.3404387475,0.5199547256,0.0588126288,0.086156788,0.0908556086,-0.1609227693,0.2497685467,0.2987191773,0.114318326,0.1870023057,0.1388008132,1.0626153766,0.198838066,0.8224188454,0.1461877046
0.35,0.2,0.1381166137,0.3335419002,0.5283414861,0.0586915091,0.0878196143,0.0932785299,-0.1387423144,0.2559042279,0.3095297604,0.1192023339,0.1957227649,0.1447794327,1.0639556504,0.2054798574,0.8209171855,0.1507877848
0.35,0.25,0.1365351519,0.3282736459,0.5351912022,0.0583213534,0.0900377297,0.0955035402,-0.1213560895,0.2630604012,0.3194219302,0.1224753136,0.2046051023,0.1501140319,1.061651847,0.2140311744,0.8167521606,0.1554236209
0.35,0.3,0.1352637555,0.3204547435,0.5442815011,0.0582463832,0.0928558596,0.0990373472,-0.0966279859,0.272714448,0.3322720034,0.1280016625,0.218047793,0.1594019188,1.0659904345,0.2262324448,0.8147753047,0.1627118788
0.35,0.35,0.1333058164,0.3110143893,0.5556797943,0.0578538829,0.0950385793,0.1012312418,-0.0663489842,0.2797197503,0.3478715321,0.1322441424,0.2325595708,0.1685085132,1.0675864055,0.2395563646,0.8101308007,0.170757001
0.35,0.4,0.1318847431,0.3027060378,0.5654092191,0.0577464535,0.0973573147,0.1042107289,-0.0400028564,0.2877168794,0.3611706359,0.1379623923,0.248345054,0.1781890403,1.0711192928,0.2536731298,0.8117687377,0.1785783446
0.35,0.45,0.1300043561,0.2915511122,0.5784445317,0.0573982695,0.1000643024,0.1076181041,-0.0046576927,0.2970404586,0.3801220409,0.1429433296,0.2711690136,0.1892724581,1.0746047446,0.2741159083,0.809902297,0.1880032968
0.35,0.5,0.1283836184,0.2800875495,0.5915288321,0.0573205313,0.1031299731,0.11136917,0.031353733,0.307331641,0.398490306,0.1497279926,0.2954332586,0.2021329064,1.0836693637,0.2966077344,0.8102305826,0.1995670097
0.35,0.55,0.1263151355,0.266935409,0.6067494555,0.0569290436,0.1046701336,0.1131199911,0.0728786375,0.3124765373,0.419830828,0.1537631879,0.3221001024,0.2130735706,1.0899740873,0.3213276185,0.809360736,0.2094053745
0.35,0.6,0.1243891884,0.2513875817,0.6242232299,0.0566953629,0.1067025702,0.1157229877,0.1214480666,0.3194672632,0.4447479559,0.1588844228,0.3562647191,0.2256097771,1.0999625738,0.3538362902,0.8102286677,0.2207247951
0.35,0.65,0.1223564109,0.2325769986,0.6450665905,0.0561191065,0.1086525451,0.1185603305,0.1799125933,0.3266545592,0.4748807798,0.1641446647,0.399375046,0.2394163837,1.1045001045,0.3950178345,0.8099462305,0.233930105
0.35,0.7,0.119842468,0.2095740351,0.670583497,0.0557023458,0.108400588,0.1189763906,0.2514354269,0.3267487823,0.5111432142,0.1676105755,0.4525070029,0.2505525385,1.1185968613,0.4469460332,0.8123804945,0.2433581929
0.35,0.75,0.1174846288,0.1840875495,0.6984278216,0.0552077927,0.1074213754,0.1188853861,0.3302527225,0.3248715373,0.5518702467,0.1686129741,0.514570354,0.2583266321,1.1313544916,0.5083165098,0.8151892675,0.2505151936
0.35,0.8,0.1149902524,0.1552466169,0.7297631306,0.0548882661,0.1036412062,0.115920758,0.4192698968,0.3142235202,0.5971820616,0.1672980411,0.5847573808,0.2628642871,1.1518591312,0.5789589804,0.8191873988,0.2537784582
0.35,0.85,0.1123869033,0.1215710358,0.7660420609,0.0541335441,0.0960789586,0.109504938,0.5228999893,0.29240402,0.6508427179,0.1587843721,0.670998408,0.2537812701,1.1667847675,0.6670993243,0.821811277,0.2417942057
0.35,0.9,0.1095464705,0.087305745,0.8031477845,0.0535192271,0.0865605225,0.1015830163,0.6285362945,0.2649246243,0.7054762024,0.1496374863,0.7597727325,0.243836451,1.1887932701,0.7581856285,0.828427626,0.2268470573
0.35,0.95,0.1063558396,0.0462388689,0.8474052915,0.0525863123,0.0670912951,0.0856797933,0.7549275538,0.2085662766,0.771495269,0.1266487907,0.8690753524,0.2089737198,1.2144277514,0.8712273389,0.8320769952,0.1790385012
0.4,0.05,0.1276558003,0.3547891599,0.5175550398,0.0564976986,0.0824564312,0.0859607189,-0.1920232799,0.2378615857,0.2955046238,0.1074058082,0.1768605247,0.1347655987,1.6218688185,0.1850930839,1.1757258874,0.1365232359
0.4,0.1,0.1271979148,0.3503284179,0.5224736673,0.0563615013,0.0841369414,0.0881500234,-0.1781831685,0.2437871852,0.302495876,0.1105787691,0.1820185446,0.1390162043,1.6164034316,0.1896120664,1.1754164387,0.1398643463
0.4,0.15,0.1267504552,0.3462858571,0.5269636876,0.0564349297,0.0854437845,0.0898742504,-0.1656080266,0.2483267645,0.3085682865,0.1133618746,0.1868761192,0.1424567793,1.6209587863,0.1940186484,1.1741603182,0.1423397371
0.4,0.2,0.1260860499,0.3413333809,0.5325805691,0.0562578204,0.088108572,0.0927182485,-0.1500861927,0.2569802694,0.3170281001,0.1171146417,0.1951725125,0.1478468839,1.6168966849,0.2020815715,1.1703421656,0.1477208345
0.4,0.25,0.1252942479,0.3351866319,0.5395191202,0.0562527367,0.0897830642,0.0948756887,-0.1308541436,0.2627573782,0.3260532724,0.1215039269,0.2038154227,0.1525137714,1.6205692733,0.2096632067,1.1670896796,0.151616265
0.4,0.3,0.1246254151,0.3279737209,0.5474008641,0.0560136453,0.0915203094,0.0967402454,-0.1085465776,0.268433922,0.3364587425,0.125292137,0.2122393337,0.159250873,1.6150175443,0.2179996634,1.1626595992,0.1579025759
0.4,0.35,0.1237622023,0.3201225408,0.5561152569,0.0559114128,0.0939332955,0.0996508086,-0.0841298247,0.2765492051,0.3486384832,0.1301094042,0.2248847816,0.1678489789,1.6146033622,0.2301950635,1.1607914741,0.1649116768
0.4,0.4,0.1232954618,0.3139912165,0.5627133217,0.0560840609,0.0969527763,0.1032447723,-0.0652691113,0.2865076793,0.3589640447,0.1345873509,0.2382795976,0.1758839362,1.6215377325,0.2427252167,1.1639540513,0.1724290994
0.4,0.45,0.1223894027,0.3003330596,0.5772775378,0.0557637298,0.099342098,0.1062466891,-0.0233885814,0.2947185172,0.3788334345,0.1405203793,0.2603365147,0.1877282442,1.6178625474,0.2643212768,1.1549341581,0.1827686431
0.4,0.5,0.1213695148,0.2888385047,0.5897919806,0.0555825748,0.1013517989,0.1083090289,0.0121149713,0.3010760947,0.3962001642,0.1448180677,0.2804976523,0.1977279821,1.6177697134,0.2844431647,1.1511026206,0.1922994899
0.4,0.55,0.1200905488,0.2762238012,0.60368565,0.0554718504,0.103431181,0.1114709444,0.0512380476,0.3087249863,0.4158514657,0.1505077358,0.3071158038,0.2089166681,1.6198202398,0.3088341792,1.151944817,0.2019390581
0.4,0.6,0.1190408112,0.2626824722,0.6182767165,0.055310978,0.105801838,0.1143468459,0.0929117721,0.3166562308,0.4367838755,0.1555999557,0.3355752074,0.2208990834,1.6217080795,0.3364586711,1.1494586132,0.2135816308
0.4,0.65,0.1177944085,0.2443821902,0.6378234013,0.0550945809,0.107915788,0.1169105682,0.149059021,0.3237411326,0.4643137787,0.1616492542,0.373835264,0.2359218659,1.6250655518,0.3753065305,1.1449853205,0.2267619909
0.4,0.7,0.1164865926,0.2240402756,0.6594731317,0.0548309019,0.1094788106,0.1191841522,0.2113925804,0.3294167432,0.4957379941,0.1660140294,0.4208445713,0.2472145784,1.6272708446,0.4219930528,1.1418247057,0.2371166037
0.4,0.75,0.1145616453,0.1964094691,0.6890288856,0.0543929065,0.1070733961,0.1173773915,0.2962099475,0.3228055955,0.5375057664,0.1673343906,0.48225219,0.2578021271,1.6299525119,0.4832018118,1.1385350399,0.246101795
0.4,0.8,0.1133210983,0.1725667155,0.7141121862,0.0542350068,0.1072210648,0.1187401904,0.3689787553,0.3246428299,0.57471425,0.1696203735,0.5414145896,0.2668537999,1.6390985371,0.542735612,1.1354682242,0.2535788311
0.4,0.85,0.1109552612,0.1337071446,0.7553375942,0.0536300493,0.0987303857,0.1113667263,0.4879233049,0.2999023395,0.6347204627,0.1620752048,0.6366806501,0.2640261707,1.6458136115,0.6389696862,1.131710008,0.2472970267
0.4,0.9,0.1086602635,0.0940409183,0.7972988182,0.0532880099,0.088962259,0.1034374425,0.6092169815,0.27185362,0.6967773057,0.1522541477,0.7403223839,0.2512884897,1.6621377123,0.7442346658,1.1344366732,0.2285122119
0.4,0.95,0.1057756989,0.0525424358,0.8416818652,0.052441187,0.0719952118,0.0893182196,0.7365969936,0.2225599693,0.7630705895,0.1314744104,0.8520782955,0.2205028115,1.6754695742,0.8567129544,1.1322990798,0.186959052
0.45,0.05,0.1156806513,0.3606696897,0.523649659,0.0539898558,0.0823358247,0.0857883348,-0.1976897204,0.2385880012,0.3049679009,0.106525255,0.1807734368,0.1357611634,2.7230679632,0.1813023683,2.1335476885,0.1354295726
0.45,0.1,0.1157612026,0.3571215767,0.5271172207,0.0541097205,0.0842434688,0.0876830878,-0.1871259328,0.244522024,0.310033206,0.1092403908,0.1850192138,0.1393009535,2.7247590748,0.1858332061,2.1438480288,0.139125017
0.45,0.15,0.1158663191,0.3518451816,0.5322884993,0.0540308284,0.0859478796,0.0899263025,-0.1714018638,0.2504870991,0.3171086514,0.1128370238,0.1915147632,0.1428308847,2.7238033349,0.1915918798,2.1369240937,0.1419149141
0.45,0.2,0.1160021423,0.3464292498,0.5375686078,0.0541242181,0.0875715525,0.0915942945,-0.1552898918,0.255582361,0.3239231621,0.1160655427,0.1967299543,0.1468038652,2.7244699936,0.1975264256,2.1458437065,0.1455414566
0.45,0.25,0.1157474917,0.3406549791,0.5435975292,0.0541080565,0.0897472011,0.0942482522,-0.137712429,0.2629072009,0.332649052,0.1198209505,0.2048152802,0.1530557489,2.7217545349,0.2051343196,2.1474852092,0.1510749359
0.45,0.3,0.1160739815,0.3347713072,0.5491547113,0.0542421294,0.0914946184,0.0965721005,-0.120387903,0.2689269154,0.3402056629,0.1237619912,0.2128671789,0.1585949835,2.7325393519,0.2128592002,2.1478648268,0.1559799925
0.45,0.35,0.1157969079,0.3282346556,0.5559684365,0.0542665748,0.0932644679,0.0985504248,-0.1005008748,0.2746568809,0.3496158103,0.1270925119,0.2217916275,0.1643307641,2.7330529801,0.2222578845,2.1495717263,0.1610141966
0.45,0.4,0.1154615632,0.318362695,0.5661757418,0.0541646197,0.0963019616,0.1017931186,-0.0705496483,0.2843629929,0.3639687221,0.1325071667,0.2375279392,0.1733839471,2.7289396169,0.2384890625,2.1442196153,0.1699203061
0.45,0.45,0.1155248331,0.3101904524,0.5742847145,0.054164603,0.0982789125,0.1042674545,-0.0460961902,0.2910325852,0.375252544,0.1367757204,0.2507673843,0.1809828825,2.7290774132,0.2520636598,2.1440287165,0.1768131197
0.45,0.5,0.1154035777,0.2991596387,0.5854367837,0.0541502508,0.0999703486,0.1065620468,-0.0128824937,0.2969281627,0.3903282751,0.1416804672,0.2683166086,0.190318677,2.728981617,0.2700931003,2.1426950043,0.1851310163
0.45,0.55,0.1147764487,0.2863001393,0.598923412,0.054033178,0.1034496901,0.1108312487,0.0263231335,0.3085815268,0.409745635,0.1485479432,0.2940008116,0.204131576,2.7237951359,0.2956113353,2.1377761935,0.1975556011
0.45,0.6,0.1144071125,0.272364766,0.6132281215,0.0540754305,0.1041159039,0.1118410362,0.0684985896,0.3109946567,0.4294937694,0.1517015525,0.317739104,0.213859415,2.7299746492,0.3204339323,2.1349981849,0.2064152713
0.45,0.65,0.113901239,0.2552516157,0.6308471454,0.0539182189,0.1072360569,0.1157174018,0.120343914,0.3214881554,0.4546279144,0.1588606982,0.3535245608,0.2295750411,2.7240777107,0.3567109674,2.1276069803,0.2211683429
0.45,0.7,0.113158996,0.2351563538,0.6516846503,0.0539141365,0.1088600674,0.1179472045,0.1813719427,0.3271456045,0.4846581212,0.1634127619,0.3967935457,0.2425405998,2.7260711277,0.4010169113,2.1276035854,0.2324689574
0.45,0.75,0.1120732674,0.2074431392,0.6804835934,0.0537765716,0.108089172,0.1180122108,0.265597315,0.3257244556,0.5255813904,0.1667176079,0.4569628195,0.2565359159,2.727203014,0.4624063644,2.1181044882,0.243896107
0.45,0.8,0.1110635198,0.1836827936,0.7052536866,0.0536417595,0.1096483572,0.1202077361,0.3378880994,0.3312572959,0.5626523369,0.169320609,0.5163624641,0.2663115328,2.7292895824,0.5226330583,2.1092681552,0.2512671496
0.45,0.85,0.109728425,0.1489357661,0.7413358089,0.0533796883,0.1044155803,0.1164350821,0.4434642768,0.3168411009,0.6147306745,0.1674011352,0.5999587209,0.2702156442,2.7243694367,0.6072767454,2.1018616018,0.2504596945
0.45,0.9,0.1075094084,0.1029598315,0.7895307602,0.0529655017,0.0923349142,0.106216914,0.5836110972,0.281762006,0.6857327811,0.1545079017,0.717159599,0.2583622364,2.7263225463,0.7246521998,2.0865442136,0.2316117331
0.45,0.95,0.1058768165,0.057306959,0.8368162245,0.0525151838,0.0742717714,0.0912242771,0.7222023066,0.2292328365,0.7558693898,0.1339690192,0.836800189,0.2289062586,2.7241012498,0.8454756674,2.0712930919,0.1918291067
0.5,0.05,0.1056967187,0.3646349841,0.5296682972,0.0518639063,0.0823898884,0.0852397969,-0.199601671,0.2390529265,0.3133900096,0.1062719826,0.1837704558,0.1354307284,7.9410690185,0.1787138725,5.8352658173,0.1348228432
0.5,0.1,0.1063152783,0.3608216517,0.5328630699,0.0520620027,0.0842767289,0.0876898973,-0.1887802335,0.2454853402,0.3182372264,0.1095351659,0.18907937,0.1400812142,7.964410326,0.1833544267,5.8698765773,0.1383246204
0.5,0.15,0.1067657371,0.3551834898,0.538050773,0.0521537825,0.0855789193,0.0892842635,-0.1723162067,0.2498349728,0.3250435962,0.1123653975,0.1938848286,0.1431162546,7.9772728247,0.1880632699,5.8853408998,0.1409958404
0.5,0.2,0.1070099618,0.3518328989,0.5411571393,0.052174181,0.0869193409,0.0907219266,-0.1625086586,0.2541199412,0.3293391652,0.1146792561,0.1980379955,0.1459417733,7.9767958011,0.1923515039,5.894940374,0.1438340955
0.5,0.25,0.1076716535,0.3447972293,0.5475311172,0.0522763541,0.0893139159,0.0933482105,-0.1420633413,0.2617974107,0.3380633413,0.1190363513,0.2062437308,0.1519516929,7.9868204378,0.201158241,5.9223990935,0.1497201211
0.5,0.3,0.1081870961,0.3419965009,0.549816403,0.0525331914,0.0912578851,0.0955777884,-0.1341765987,0.2680557369,0.3422003785,0.1213930864,0.2121396613,0.156111723,8.0230213875,0.2072259486,5.9637436501,0.1534828473
0.5,0.35,0.1086552648,0.3341191845,0.5572255508,0.0526556102,0.0934229689,0.0982736556,-0.1110128182,0.2753089433,0.3524231085,0.1257324578,0.2223723345,0.1629542157,8.0416795801,0.218013517,5.986493948,0.1594984883
0.5,0.4,0.1091187203,0.3251564252,0.5657248545,0.0527524426,0.0956920586,0.1010153064,-0.0845879959,0.2828223055,0.3640580569,0.1305539525,0.2342196342,0.1712819179,8.0596022423,0.2306995904,6.0032708204,0.1674236563
0.5,0.45,0.1091200057,0.3167563823,0.574123612,0.0525935602,0.0968379399,0.1024649466,-0.0593891527,0.2867586971,0.3748909201,0.1343981617,0.2453521831,0.1770783884,8.0397372086,0.2426005539,5.9795655193,0.172910696
0.5,0.5,0.1096355911,0.3081438212,0.5822205877,0.0528897408,0.1000668404,0.1059741099,-0.0340670547,0.2969463281,0.3867898025,0.1395583462,0.2608800717,0.1864078177,8.0757167851,0.2598900887,6.037912331,0.1816514293
0.5,0.55,0.1098549648,0.293866819,0.5962782162,0.0529504328,0.1011667329,0.1078889365,0.0085445781,0.3011989679,0.4056555147,0.1444984022,0.2816930174,0.1976336915,8.0851915593,0.2819696708,6.0503016003,0.1919529145
0.5,0.6,0.1101698861,0.2804928768,0.6093372371,0.0529709504,0.1036370433,0.1107856881,0.0483514836,0.3092771951,0.4241315385,0.1497736691,0.3055773481,0.2094653679,8.0822822866,0.3082075807,6.0695655012,0.2027257412
0.5,0.65,0.1103854036,0.2646712608,0.6249433356,0.0530654024,0.1065711424,0.1141965812,0.0956008141,0.3188026881,0.4461595315,0.1563490523,0.3362662956,0.2235503294,8.1084000429,0.3411574861,6.0709424477,0.2158420774
0.5,0.7,0.1099078088,0.2433225979,0.6467695933,0.0530632153,0.1082244835,0.1166763789,0.1601243975,0.3247829361,0.4779635805,0.1604443239,0.3809800266,0.237164963,8.1043153497,0.387317742,6.0618309146,0.2270936122
0.5,0.75,0.1097105724,0.2228927054,0.6673967222,0.0532340547,0.1086637401,0.1178784871,0.2216113115,0.3269023317,0.5070177456,0.164880534,0.423874816,0.2497505908,8.1272110544,0.4320773072,6.0798841803,0.237341058
0.5,0.8,0.1092264077,0.1944353912,0.6963382012,0.0530466454,0.1099643925,0.1203326958,0.3074674189,0.3322122598,0.5495074803,0.1694036895,0.4905953793,0.2646255129,8.1001920948,0.5003435672,6.0446170514,0.2485166888
0.5,0.85,0.1084664548,0.1607625237,0.7307710215,0.0532439385,0.1062234188,0.1176868296,0.4092459742,0.3218403701,0.5992346199,0.1687164321,0.5696391999,0.2721241307,8.1325254401,0.5812951864,6.0475581165,0.25083849
0.5,0.9,0.1070082479,0.1158114757,0.7771802764,0.0528151699,0.0987056181,0.111755197,0.545557325,0.3005754182,0.667956011,0.1608468817,0.6846120663,0.2672559271,8.0584953762,0.6961510031,5.9891110607,0.2393210091
0.5,0.95,0.1051458564,0.0614346413,0.8334195023,0.0523703192,0.0756786795,0.0920886375,0.7105502196,0.2330648537,0.7505992788,0.1361126988,0.8251351448,0.2351196454,8.0039090228,0.8357883182,5.9116506946,0.1948235894
