arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,5.0,0.3,0.3,7,10,0.0,0.1640207948,0.3445991002,0.491380105,0.0523472455,0.0673604753,0.070844951,-0.1978180955,0.1918362709,0.2493808798,0.0915954634,0.6542876332,0.1563516193,0.1391516157,0.4922245447,0.1176450918,0.103728272
20.0,5.0,0.3,0.3,7,10,0.1,0.158824044,0.3369164709,0.5042594851,0.0522744931,0.0707303384,0.0748923964,-0.1695734566,0.2034159593,0.2675727568,0.098163784,0.6594929088,0.1653850299,0.1491318998,0.4898689269,0.1237528521,0.1111421793
20.0,5.0,0.3,0.3,7,10,0.2,0.1539094226,0.3265446138,0.5195459635,0.0521669555,0.0743534681,0.0793287308,-0.1335432642,0.2158865197,0.2891227443,0.1056850446,0.6689640667,0.1783726711,0.1652962322,0.492787451,0.1322077297,0.1227358465
20.0,5.0,0.3,0.3,7,10,0.3,0.1494282929,0.3165507123,0.5340209948,0.0519426949,0.078379491,0.0837722156,-0.0990804299,0.229166605,0.3098984004,0.1129612007,0.6821347355,0.1949086371,0.184916558,0.4962112012,0.142567519,0.1364548513
20.0,5.0,0.3,0.3,7,10,0.4,0.1456644839,0.3033512622,0.5509842539,0.0520484999,0.0826186648,0.0889356094,-0.0557182704,0.2434452666,0.3344073732,0.1213586028,0.7005949538,0.2179444472,0.2127988927,0.5035588429,0.1556162894,0.1523335671
20.0,5.0,0.3,0.3,7,10,0.5,0.1426932767,0.2860434391,0.5712632842,0.0521389857,0.0868280826,0.0939579783,-0.0008235941,0.2574530113,0.3635025744,0.1301265256,0.7173086087,0.249751893,0.2481654366,0.510783106,0.1727286625,0.1711398198
20.0,5.0,0.3,0.3,7,10,0.6,0.1406566358,0.2641339165,0.5952094476,0.0521749764,0.0909427062,0.0989697687,0.0669416146,0.2712269233,0.3979068233,0.1393280659,0.7295385384,0.294071832,0.2935561953,0.5160469442,0.1935982264,0.1917887569
20.0,5.0,0.3,0.3,7,10,0.7,0.1371781555,0.235823894,0.6269979505,0.0522560765,0.0945945228,0.1036959413,0.1553501625,0.2837003562,0.4441664334,0.1482210035,0.7528606694,0.3578898537,0.3585792227,0.5257202199,0.2159471902,0.2136530819
20.0,5.0,0.3,0.3,7,10,0.8,0.1352885279,0.1970256436,0.6676858285,0.0522892335,0.0971330442,0.1075369389,0.2736345414,0.292973073,0.5041409398,0.155310168,0.7663795974,0.4536474405,0.4479233304,0.531321641,0.2381768807,0.233285898
20.0,5.0,0.3,0.3,7,10,0.9,0.1388777306,0.1346205449,0.7265017246,0.0534286397,0.0933645917,0.1071053506,0.4572606348,0.2846174823,0.5908167208,0.1575835791,0.7562950416,0.618795582,0.5828661048,0.5291238831,0.2479395434,0.2443307346
20.0,7.0,0.3,0.3,7,10,0.3,0.1469940515,0.3139788053,0.5390271432,0.0516201594,0.0794423588,0.084965702,-0.0889304674,0.2327976807,0.317228193,0.1148324042,0.6887419171,0.1997908237,0.1923029162,0.4977179516,0.1451633705,0.140461731
20.0,7.0,0.3,0.3,7,10,0.6,0.1305217196,0.2498090977,0.6196691827,0.0504946068,0.0925064819,0.1008479546,0.1200509873,0.277049119,0.4335459385,0.1434064977,0.7824755221,0.3251101106,0.3413348671,0.533494541,0.2044107089,0.2065204876
20.0,7.0,0.3,0.3,7,10,0.9,0.1118537366,0.0978948763,0.7902513872,0.047841505,0.0833822415,0.0962174378,0.5944616346,0.2547770712,0.6858782554,0.1424699084,0.9439234038,0.7203013937,0.7334306484,0.5766389773,0.2279652898,0.2284797013
