pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.03,0.11,0.1568257936,0.034037205,0.8091370015,0.0635003097,0.0525197696,0.0823657989,0.7410625915,0.1698168219,0.7138061913,0.1230459936,0.8293197832,0.7767715214,0.7864679897,0.1906666795,0.3489229913,0.1908205179
0.03,0.13,0.1545442211,0.0347413147,0.8107144642,0.0633004561,0.0499104731,0.0798006952,0.7412318349,0.1613595033,0.7160738387,0.1196900162,0.8172750824,0.7538858823,0.7667856461,0.2118966108,0.3598185094,0.2071178848
0.03,0.15,0.1534180741,0.0362502232,0.8103317028,0.0637182523,0.0501138057,0.0806019,0.7378312565,0.1625986736,0.7154975542,0.1209028501,0.8017334977,0.7518781189,0.7423667436,0.2358128674,0.3689785892,0.2289120529
0.03,0.17,0.1505152283,0.0322526511,0.8172321205,0.0632511362,0.0483735782,0.0789022576,0.7527268183,0.1572110196,0.7258535366,0.1183268074,0.7934958231,0.7750726604,0.7409730888,0.2570607949,0.3930363715,0.240627139
0.03,0.19,0.1483200628,0.0328767808,0.8188031564,0.062388124,0.04972213,0.0796495613,0.7530495947,0.1614971923,0.7282325847,0.1193278106,0.7833923128,0.7905005721,0.7248559146,0.2774099222,0.4249928079,0.2600420553
0.03,0.21,0.1464376763,0.0324511729,0.8211111508,0.0616175072,0.0468132202,0.0772631416,0.7562088049,0.1531803194,0.7316699397,0.1158769983,0.7729048946,0.7782423442,0.7092211751,0.2980459075,0.4212174646,0.2752617503
0.03,0.23,0.1437262113,0.0296211661,0.8266526226,0.0610500506,0.0449387911,0.0755016846,0.7674102903,0.1475271685,0.7399789338,0.1132525269,0.7686024895,0.7875371973,0.7094810116,0.3181548072,0.4459747931,0.2867479564
0.03,0.25,0.1422501517,0.0295997429,0.8281501053,0.0614567501,0.0435573588,0.0750518594,0.7689506195,0.1439720165,0.742225158,0.112577789,0.7608396788,0.7885271539,0.6950264818,0.3409071527,0.4449411688,0.3042878356
0.03,0.27,0.1403127789,0.0277937658,0.8318934552,0.0605146036,0.0432233103,0.0738191881,0.7763059235,0.1422438414,0.747841254,0.1107227222,0.7554972974,0.8088278271,0.6935366804,0.3598887616,0.4756846993,0.3140576824
0.03,0.29,0.1384253937,0.0268661406,0.8347084657,0.0601917001,0.0413483283,0.0723909236,0.7809761845,0.1368698705,0.7520626986,0.1085863854,0.7546804786,0.8109811323,0.6873658843,0.3774954614,0.4712173541,0.3275345719
0.03,0.31,0.1370393116,0.0274338558,0.8355268326,0.0601389157,0.0410019861,0.0723315513,0.7806591209,0.1361952964,0.7532945335,0.1084732178,0.7505726004,0.8233250871,0.6746602731,0.4021737362,0.4703342484,0.3446807855
0.03,0.33,0.1351804906,0.024836648,0.8399828614,0.0595736868,0.0368830706,0.0689302193,0.7903095655,0.1237668875,0.7599742921,0.1033953289,0.7559698158,0.8063140677,0.6764588356,0.4165685544,0.4416007459,0.3522738043
0.03,0.35,0.1338365409,0.0238490377,0.8423144214,0.0591550962,0.0363115282,0.06902317,0.7946163459,0.1233089847,0.7634716321,0.1035347551,0.76008535,0.8162664436,0.6758701297,0.433478665,0.461844331,0.3695724778
0.03,0.37,0.1327746635,0.0242675046,0.842957832,0.0587054867,0.0375211132,0.0690128144,0.7944228229,0.1258675532,0.7644378191,0.1035130114,0.7621181008,0.8415412133,0.6725067988,0.455530069,0.498570456,0.3775023492
0.03,0.39,0.1305830685,0.0253308102,0.8440861213,0.0580957719,0.0395861489,0.0695720415,0.793424501,0.1310455973,0.766129182,0.1043580623,0.7775319974,0.8677649635,0.6738690149,0.4764095228,0.5674693455,0.3926160791
0.03,0.41,0.1293719427,0.0235076945,0.8471203628,0.0580625619,0.0376479109,0.0687209454,0.8001049738,0.1262116238,0.7706805441,0.1030814182,0.7979454421,0.8697659259,0.6812045884,0.4908425974,0.5605608269,0.4107563433
0.03,0.43,0.1272688971,0.0223636948,0.8503674081,0.0574404623,0.0353434934,0.067177609,0.8056400186,0.1201443099,0.7755511122,0.1007664136,0.8191033851,0.8643156558,0.6954223725,0.5183173094,0.5326153352,0.4172726158
0.03,0.45,0.126435534,0.022118756,0.85144571,0.057906298,0.0344533807,0.0665608382,0.8072081979,0.1170767675,0.777168565,0.0998412573,0.8423373344,0.8638867494,0.6996935988,0.5518945461,0.5386719806,0.4297532387
0.03,0.47,0.1251787053,0.0235205484,0.8513007462,0.0573802227,0.0363566341,0.0674340939,0.8042596494,0.1224251616,0.7769511194,0.1011511409,0.8674434605,0.8850288448,0.7048806111,0.5828581426,0.6147422263,0.4515904801
0.03,0.49,0.122951405,0.0190588067,0.8579897883,0.0564109344,0.0315587183,0.0640810298,0.8198721748,0.1092266648,0.7869846824,0.0961215447,0.9130878683,0.8671854825,0.7305008711,0.6002566298,0.5380966588,0.4692712626
0.05,0.01,0.1712607562,0.0865562181,0.7421830257,0.0678042352,0.0904598249,0.1133036794,0.5690705895,0.2800289668,0.6148277216,0.1650613891,0.8791484251,0.6888976735,0.810095757,0.1149896387,0.2779808976,0.1363405271
0.05,0.03,0.1679380155,0.0737629878,0.7582989967,0.0670616141,0.0822976727,0.1061503512,0.610773021,0.2558253556,0.6388999179,0.1542779539,0.8657512269,0.70391749,0.8027747132,0.132516962,0.2836687101,0.1473696635
0.05,0.05,0.1646666905,0.0701646017,0.7651687078,0.0664876632,0.0762574802,0.1010068125,0.6248395044,0.2380275813,0.6482736459,0.1496620458,0.8532105799,0.687681855,0.7859264491,0.1509229165,0.2921777454,0.160219485
0.05,0.07,0.1629642589,0.0699296604,0.7671060806,0.0654268714,0.078714737,0.1023486376,0.6272467597,0.2450315057,0.6517592031,0.1495749336,0.8376393323,0.6840808165,0.7626386915,0.1687108004,0.3052553435,0.1808529944
0.05,0.09,0.1589017031,0.0676166673,0.7734816296,0.0647329754,0.0706848592,0.0948345756,0.6382482951,0.2204045596,0.6603477702,0.1417818331,0.829007034,0.6583961152,0.7471517835,0.1878815982,0.3042772614,0.1889251437
0.05,0.11,0.1571407148,0.0638326133,0.7790266719,0.0645441578,0.0711879494,0.0945335481,0.6513614454,0.2210977689,0.6688688542,0.1405244341,0.8146327656,0.671332167,0.7328588667,0.2092289357,0.3219169804,0.2057902952
0.05,0.13,0.1557260685,0.0651144357,0.7791594958,0.0637591641,0.073530534,0.0967418222,0.6489306245,0.2288818801,0.6693369515,0.1428255457,0.7993993241,0.6704253529,0.7086779326,0.2287771368,0.342810488,0.2245701739
0.05,0.15,0.1526489806,0.056542293,0.7908087264,0.0632190462,0.0629195836,0.0880015772,0.6777241404,0.1974658988,0.6862441532,0.1318787853,0.7908834979,0.6703859749,0.7099185968,0.2496500676,0.3228487609,0.2290251427
0.05,0.17,0.1494569215,0.0529696147,0.7975734638,0.0628640839,0.0591583026,0.0852755834,0.6916342343,0.1868427625,0.6963601957,0.1279133751,0.7842867649,0.6686471239,0.7032222122,0.2720802672,0.3294800576,0.2426901682
0.05,0.19,0.1481972364,0.0538822437,0.7979205199,0.0623840415,0.0597264551,0.0853213473,0.6901560324,0.1883060176,0.6969043453,0.1278767339,0.7707745021,0.6645195844,0.6813265325,0.2930154102,0.3400926005,0.2576975763
0.05,0.21,0.1461606027,0.050493091,0.8033463063,0.0620276446,0.0573881101,0.0833918686,0.7023601243,0.1814610839,0.7050258864,0.1250567131,0.7620813444,0.6728083285,0.6761940645,0.3143483538,0.3458519643,0.2668495369
0.05,0.23,0.1444246081,0.0484264648,0.8071489271,0.0615361504,0.0543236934,0.0807750968,0.7102959974,0.172356709,0.7107233906,0.1211626452,0.7536928479,0.6709636877,0.6643605596,0.3340010106,0.3402312466,0.2801149445
0.05,0.25,0.1412811083,0.0492362624,0.8094826293,0.0606791756,0.0568091151,0.0821677105,0.7110101046,0.1795948957,0.7142528654,0.1231101452,0.754418306,0.6779176634,0.6557497931,0.3536652552,0.3755789734,0.292593115
0.05,0.27,0.1395858178,0.0486556932,0.8117584889,0.0608663825,0.0546730421,0.0803987869,0.7144471025,0.1729662133,0.7176377334,0.1205981803,0.7527567688,0.6672290091,0.6429433458,0.3724325265,0.3821001471,0.3033355552
0.05,0.29,0.1381061877,0.0462084479,0.8156853644,0.0599426087,0.0529916497,0.0784676014,0.7232684686,0.1677317809,0.7235280466,0.117701402,0.7471936364,0.681185826,0.6370328267,0.3924524559,0.3777174826,0.3153693915
0.05,0.31,0.1366565501,0.0446202735,0.8187231763,0.0595745344,0.0519275609,0.0774093271,0.7294826293,0.1644907016,0.7280858357,0.1161079986,0.7466231898,0.6865044963,0.6327683667,0.4114379259,0.3896419537,0.323892715
0.05,0.33,0.1343914022,0.0431135073,0.8224950905,0.0586466798,0.052046309,0.0773550091,0.7362680758,0.1653040709,0.7337704859,0.1159005015,0.7564971908,0.701898403,0.6368610027,0.4231529658,0.4098510556,0.3331366899
0.05,0.35,0.1336930053,0.0430370979,0.8232698968,0.0589413967,0.0529193856,0.0779348296,0.7371957011,0.1675592573,0.7349176991,0.1168371272,0.7556882624,0.7136500569,0.6287721216,0.4506919687,0.4374534594,0.3467587771
0.05,0.37,0.1306109187,0.0395608241,0.8298282572,0.0585690959,0.0470294854,0.0740660734,0.7507066091,0.1512193992,0.744763809,0.1109838133,0.7765000308,0.6991245046,0.6374170616,0.4764684509,0.394825518,0.3560398059
0.05,0.39,0.129946799,0.0391702074,0.8308829935,0.0581174761,0.0478893619,0.0741300284,0.7525425786,0.1532672411,0.7463244903,0.1111950426,0.790415554,0.7176420181,0.6318374952,0.4852125844,0.4136609014,0.3702715474
0.05,0.41,0.1286349841,0.0372856786,0.8340793373,0.0575821834,0.0453579635,0.0721113668,0.7595079801,0.1459890444,0.751119006,0.1081670502,0.8077715265,0.7137394223,0.6374180634,0.5048576748,0.4065991363,0.3723354768
0.05,0.43,0.1266240583,0.0379719356,0.8354040061,0.0574896878,0.045182578,0.0716651784,0.759460135,0.1450736264,0.7531060092,0.1074977675,0.8323955136,0.7095446547,0.635631447,0.5409760678,0.4222837067,0.3851399457
0.05,0.45,0.124896633,0.0338265434,0.8412768236,0.0570482726,0.0438387406,0.0713044369,0.7736237369,0.1423901978,0.7619152355,0.1069566554,0.856558924,0.7302924269,0.6607079323,0.5781573805,0.4387024644,0.4053626727
0.05,0.47,0.123664084,0.0353547327,0.8409811833,0.0564419805,0.0433059394,0.0698932382,0.7702717178,0.1397720511,0.7614717749,0.1048398574,0.8953337615,0.7138926493,0.6536158865,0.5934580382,0.4493761589,0.4075450446
0.05,0.49,0.1231049381,0.0350119613,0.8418831007,0.0568632949,0.0450756868,0.0714470643,0.7718591781,0.1450451158,0.7628257221,0.1071637572,0.9404172766,0.733917031,0.6694890317,0.6260314037,0.4997315707,0.4244276165
0.07,0.01,0.1705616453,0.1167279609,0.7127103938,0.0678023612,0.1077047703,0.128480774,0.4792544721,0.3315561984,0.5753018888,0.1766443995,0.8665957003,0.6602602994,0.7762680131,0.1281875795,0.2685639615,0.1534697591
0.07,0.03,0.1684471739,0.1201685293,0.7113842968,0.0675953403,0.1080541041,0.1277654448,0.4710472382,0.3314934433,0.5728392902,0.1773395771,0.8507668193,0.6238720495,0.7425087664,0.1473759551,0.2851914154,0.1742811153
0.07,0.05,0.1661520334,0.1108744243,0.7229735423,0.0668671598,0.0990411672,0.1190944479,0.5012246938,0.3040772028,0.5873031742,0.1709427224,0.8356537136,0.6178586986,0.7273194758,0.1661170495,0.2867470791,0.1828018536
0.07,0.07,0.1612211233,0.0995115507,0.739267326,0.0654735969,0.0895406181,0.110306469,0.5402442247,0.2757428171,0.6100042846,0.1620919033,0.8283385345,0.6205302465,0.7232799365,0.1835558849,0.2887765043,0.1891836378
0.07,0.09,0.1598043346,0.0909822544,0.7492134109,0.0647988862,0.0820361288,0.1037409414,0.5672489021,0.2535119643,0.6244660264,0.1534824566,0.8122242952,0.6196440831,0.7124839151,0.2033237797,0.2924734355,0.1961808448
0.07,0.11,0.1559067376,0.0853315243,0.7587617381,0.0639144147,0.0790068912,0.1005702261,0.5880986896,0.2441834136,0.6387670939,0.1486415832,0.8047380867,0.6241551857,0.7041578354,0.2228662784,0.2935742469,0.2071614146
0.07,0.13,0.1548134395,0.0889441925,0.756242368,0.06390818,0.0797106829,0.1006615496,0.5783539829,0.245667437,0.6347020388,0.1498254032,0.7884053655,0.5977237615,0.6710871179,0.2456608317,0.3038452011,0.2252069096
0.07,0.15,0.1528824937,0.085649302,0.7614682044,0.0634207881,0.0782001463,0.0995977657,0.5901696005,0.2416740146,0.6425440069,0.1482065486,0.7756323707,0.5999327136,0.6565708819,0.2670682989,0.3092875441,0.2383715463
0.07,0.17,0.1490698754,0.0754247152,0.7755054094,0.0627196604,0.0717456902,0.0948255365,0.6246559789,0.2235906972,0.6635087657,0.1413128614,0.7724577352,0.6185933254,0.6663000042,0.2876548012,0.3074985142,0.2439351778
0.07,0.19,0.1474874139,0.0733916521,0.7791209341,0.0618837445,0.0723714147,0.0942323495,0.6323376299,0.2245122299,0.6691484272,0.1394995645,0.7611816303,0.6193375563,0.6544102587,0.3058703143,0.3307917197,0.251961007
0.07,0.21,0.144716678,0.0718563216,0.7834270004,0.0616156644,0.0685610036,0.0911726615,0.6397143571,0.2134198907,0.6751662084,0.1366585591,0.7574758194,0.6133120947,0.6391800181,0.327342468,0.3168759752,0.2684591559
0.07,0.23,0.1435876745,0.0702238726,0.7861884529,0.0613565569,0.0668468596,0.0892316342,0.6457407077,0.2077705834,0.6793362374,0.1336205974,0.7462763364,0.6103840221,0.6246516357,0.3493183081,0.3216587393,0.2769611237
0.07,0.25,0.1403820473,0.0645774271,0.7950405256,0.0602381829,0.0649493175,0.0870618621,0.6658856714,0.2019715555,0.6926304138,0.1302893294,0.7501658695,0.6300279012,0.6330874202,0.3645158192,0.3280163068,0.2832174716
0.07,0.27,0.1396472311,0.0627757346,0.7975770343,0.0605507187,0.0619746203,0.0852142926,0.672025565,0.1936408255,0.6963730496,0.1277826784,0.7420376157,0.6215795031,0.6194585341,0.3872578415,0.3302110582,0.294227307
0.07,0.29,0.1373506623,0.0619780769,0.8006712608,0.0594072164,0.0608299398,0.0837630241,0.6767151069,0.190241918,0.7010454529,0.1254555476,0.7432339903,0.6141802596,0.6104191772,0.4056888237,0.3428923057,0.3035640824
0.07,0.31,0.136382333,0.060539865,0.803077802,0.0593913073,0.0595376732,0.0820471803,0.6819980719,0.1854965547,0.704616703,0.1230707704,0.744924767,0.6210708402,0.6010679262,0.4206198392,0.3357316083,0.3087685411
0.07,0.33,0.134163602,0.0597193559,0.8061170422,0.0588036182,0.0595844707,0.082577671,0.6866783304,0.186663706,0.7091755633,0.1238665066,0.7545511483,0.6284439386,0.5986564402,0.4397736907,0.3428717042,0.3208140666
0.07,0.35,0.1328960617,0.058354697,0.8087492413,0.0590964395,0.0575383576,0.0808119701,0.6920398472,0.1801968944,0.7131249331,0.1212119689,0.7606669048,0.6225997291,0.592165855,0.4689349896,0.3468859856,0.3272371321
0.07,0.37,0.1304966616,0.0557103581,0.8137929803,0.0584037758,0.0562785755,0.0792803865,0.7023722641,0.176175496,0.7207044667,0.1188457587,0.7845115496,0.6310284819,0.5958007703,0.481484047,0.353792294,0.3396328017
0.07,0.39,0.1289199129,0.0526032778,0.8184768094,0.0579023593,0.0529513869,0.0774607319,0.7132702539,0.1676848972,0.7277152141,0.1161910978,0.8037616409,0.6246588353,0.6036224908,0.5003572009,0.355829576,0.3431808001
0.07,0.41,0.1277909094,0.0512636127,0.8209454779,0.0572360866,0.053205836,0.0772371921,0.7184182526,0.1683151158,0.7314182169,0.1158557881,0.8186894643,0.6352242989,0.6054643697,0.5250385964,0.3705229413,0.3527840426
0.07,0.43,0.1265733567,0.0513942943,0.8220323491,0.0567909378,0.0534265424,0.0765412374,0.7192437605,0.1680822252,0.7330485236,0.1148118561,0.8347577001,0.6363554884,0.5978144557,0.5620027614,0.3844711281,0.365725434
0.07,0.45,0.12546292,0.0520234227,0.8225136573,0.0564247561,0.0534219814,0.076132727,0.7184668119,0.1677632819,0.7337726283,0.1141880047,0.8697950201,0.6381560149,0.5965460936,0.5812203253,0.3895701685,0.3682530458
0.07,0.47,0.1236905059,0.0458742457,0.8304352483,0.0567948954,0.0490411914,0.0740149781,0.7386867569,0.1562483964,0.7456528725,0.1110224671,0.9235966599,0.6482824483,0.621741104,0.6138060016,0.3746255388,0.3818019468
0.07,0.49,0.122677902,0.0488899204,0.8284321777,0.0560731317,0.0505285235,0.0742327484,0.7306523369,0.1598808954,0.7426482665,0.1113491226,0.9659924948,0.6491640501,0.61091572,0.6405442631,0.3796557677,0.3892108996
0.09,0.01,0.1720626986,0.1570250295,0.6709122719,0.0682518187,0.1283992388,0.1465892639,0.356862213,0.3925134424,0.522431535,0.1873175573,0.8492521541,0.613124338,0.7279880785,0.1427758722,0.2682078108,0.1740547385
0.09,0.03,0.167348163,0.1345977791,0.6980540579,0.0672085736,0.106051273,0.124951717,0.4288584997,0.3244781118,0.5523790481,0.1744700918,0.8389319027,0.6181662974,0.7288311534,0.1607342591,0.262235249,0.1675594234
0.09,0.05,0.1657592745,0.1395879602,0.6946527654,0.0665639824,0.1065330408,0.1246807079,0.4154768451,0.3253767692,0.5461288249,0.1770878351,0.8220282105,0.5779151811,0.6914508141,0.1801340673,0.2731172639,0.1869597818
0.09,0.07,0.1620037848,0.1226150605,0.7153811547,0.0655435333,0.0983518395,0.1170762247,0.4701510337,0.3009437218,0.5749591174,0.170524064,0.8116914709,0.5941740189,0.6922876603,0.1989164105,0.279197198,0.1945351424
0.09,0.09,0.1591387867,0.124310351,0.7165508623,0.0644693146,0.0996844887,0.1183778851,0.4679301603,0.3055312909,0.5773842254,0.1707047265,0.7999118025,0.5744135848,0.6645657187,0.2175872921,0.2847654605,0.2124917541
0.09,0.11,0.1569093441,0.1120805513,0.7310101046,0.0644887084,0.0908771875,0.1102518557,0.506849002,0.2787486454,0.5980619131,0.160839602,0.7866528554,0.580239702,0.6620983663,0.2410049043,0.2879649906,0.2155439126
0.09,0.13,0.1545320813,0.1069025601,0.7385653587,0.0636057476,0.0879067957,0.1068742636,0.5247602385,0.2693335678,0.6090027493,0.1567394584,0.7749681594,0.5792336383,0.6497127935,0.2607520215,0.2906230589,0.2243417841
0.09,0.15,0.1521134002,0.1083429143,0.7395436855,0.0628224526,0.0879487661,0.1065498659,0.522857857,0.2693978718,0.6100749813,0.1575094319,0.7646374329,0.5631698425,0.6239016664,0.2806497001,0.2948838413,0.2400166189
0.09,0.17,0.1490791588,0.0969679009,0.7539529403,0.0625175382,0.079265111,0.0999050064,0.5600171386,0.2445892326,0.6312561145,0.1486993355,0.7588674581,0.5724977939,0.6298467899,0.3025249977,0.2922279465,0.2444349203
0.09,0.19,0.1474438533,0.0984318206,0.7541243261,0.0620994338,0.0841952458,0.1027001499,0.5572606848,0.2578028695,0.6319695076,0.1514259042,0.7481366466,0.5754969761,0.6093274086,0.3230884085,0.3041152528,0.2558016937
0.09,0.21,0.1444381762,0.0933673724,0.7621944514,0.0615339797,0.0793662657,0.0987508013,0.5754597065,0.2438776861,0.6438636769,0.1461138825,0.7471161374,0.5704776867,0.6056760103,0.3420299722,0.3087929347,0.2615290143
0.09,0.23,0.1430835148,0.0891577106,0.7677587746,0.0613584931,0.0744222652,0.0953754664,0.5894433534,0.2301993719,0.6518716749,0.1421762204,0.7388301313,0.566309375,0.5950189956,0.3631416822,0.3029949939,0.2720496285
0.09,0.25,0.1411454279,0.0872096262,0.7716449459,0.0607249106,0.0744622196,0.0944070134,0.5972256936,0.22941394,0.6575959582,0.1411295683,0.737255124,0.5696829761,0.5848700109,0.3792350384,0.3117331838,0.281308461
0.09,0.27,0.1385796408,0.0799707216,0.7814496376,0.0602448679,0.0711744196,0.0918590021,0.6215081944,0.2201138991,0.6723533402,0.1370812281,0.7396601593,0.5851805416,0.5955785609,0.4026517029,0.315733674,0.2862239232
0.09,0.29,0.1361995216,0.0790638055,0.784736673,0.0593535636,0.0679970893,0.0883058383,0.626609062,0.209975468,0.6772196237,0.131972493,0.7473827417,0.5686899024,0.5822755381,0.4163251737,0.3191120131,0.2932961188
0.09,0.31,0.135089799,0.0798393259,0.7850708751,0.0593929837,0.0688996878,0.0889371843,0.6253922234,0.2125027461,0.6776448745,0.1332462853,0.7526252755,0.5690586764,0.5677590604,0.4324630968,0.3228362714,0.3015086033
