pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.03,0.11,0.1566426965,0.1044088978,0.7389484058,0.0642206205,0.1223835643,0.1365438098,0.5301306102,0.3708779863,0.617111008,0.1831505768,0.8240973664,0.83247358,0.6532260477,0.1993198306,0.6840972315,0.2626140179
0.03,0.13,0.1536821509,0.0922939265,0.7540239226,0.0637018879,0.1097183882,0.1249210164,0.5694360696,0.3330595565,0.635641661,0.1746065428,0.8144366639,0.8266921365,0.652457657,0.2198956555,0.6496326108,0.2668488801
0.03,0.15,0.1518371836,0.0857918378,0.7623709787,0.063179288,0.1017552353,0.1178355081,0.5907873032,0.3095111363,0.6464740958,0.1680052076,0.8018237408,0.8254866389,0.6423151988,0.240643289,0.6501769625,0.2739217674
0.03,0.17,0.1496622987,0.0833982933,0.766939408,0.062571669,0.1028950537,0.1185460321,0.6001428214,0.3128152971,0.6543188489,0.16602934,0.7911587639,0.8608336487,0.6355443499,0.2614335121,0.7395037063,0.2822596839
0.03,0.19,0.1473905809,0.0746373407,0.7779720784,0.062143775,0.092992772,0.1100753537,0.6286973971,0.2837463423,0.6685984932,0.1597126322,0.7818143059,0.8509329387,0.6341012588,0.2836007753,0.6951628826,0.2914230309
0.03,0.21,0.1455531831,0.0694504945,0.7849963223,0.0618125447,0.0885612261,0.1063117464,0.6460953333,0.2707831707,0.6789598315,0.1544020719,0.7724697117,0.8581623113,0.6329949774,0.304186665,0.7093252052,0.2975510552
0.03,0.23,0.1434871282,0.0649491913,0.7915636805,0.0612878678,0.0811153686,0.0995664157,0.661665298,0.2484073792,0.6881450352,0.1463980325,0.765191828,0.8463293065,0.6245786089,0.3250774515,0.6737823605,0.3053571549
0.03,0.25,0.1416184525,0.0593707287,0.7990108187,0.0608760535,0.0749212608,0.0946614454,0.6802693612,0.2305422994,0.6987831614,0.1409254719,0.7590123771,0.8419503643,0.6249994756,0.3454521169,0.6440003526,0.3133041096
0.03,0.27,0.1398036205,0.0573675153,0.8028288642,0.0604491095,0.0733987336,0.0932127198,0.6880938337,0.2260130269,0.7044513157,0.1389822217,0.7545797938,0.8549953781,0.6219320722,0.3654567458,0.6769156845,0.3230623609
0.03,0.29,0.1378601064,0.0561962367,0.8059436569,0.0599031511,0.0729154601,0.092609767,0.6935511836,0.2246172694,0.7093004606,0.1373380014,0.7542270865,0.8669510718,0.6213375211,0.3826974324,0.7307732826,0.3327422943
0.03,0.31,0.1356923626,0.0509739708,0.8133336666,0.059554015,0.0663947118,0.0873638157,0.711385725,0.2055565469,0.7201191845,0.1305278283,0.7549792988,0.8546011063,0.6242498216,0.4078653346,0.6745828438,0.3431679135
0.03,0.33,0.1347525976,0.0505167994,0.8147306031,0.0591934521,0.0643698778,0.0855586117,0.7136970043,0.199534422,0.7221925233,0.1279028905,0.75654718,0.8556475484,0.6154954988,0.4200016638,0.6898789657,0.3515427832
0.03,0.35,0.1327715214,0.0474422823,0.8197861963,0.0587212101,0.0633692932,0.0847272311,0.7249016317,0.1968089275,0.7298157603,0.1264576774,0.7647658121,0.8662402494,0.628688906,0.4399043657,0.7274328961,0.3637286432
0.03,0.37,0.1312864641,0.0463218481,0.8223916878,0.058502134,0.062019587,0.0838387126,0.7297479916,0.1931847946,0.7336168815,0.1256189174,0.7701235129,0.8875490757,0.6320004087,0.4672698552,0.7329802047,0.3770398133
0.03,0.39,0.1298706752,0.0451751348,0.82495419,0.0582370628,0.060713109,0.0825097035,0.7346039204,0.1890950347,0.7374554933,0.1236495737,0.7872360333,0.8990567649,0.6380468761,0.4812550018,0.7492824039,0.3857426357
0.03,0.41,0.1281282537,0.0412775378,0.8305942086,0.0576679686,0.0571377523,0.0795947455,0.7480391331,0.1787263768,0.7459225908,0.1192356459,0.8071425649,0.8966836227,0.649552983,0.4998332557,0.720716145,0.3996320208
0.03,0.43,0.1265392223,0.0401211126,0.8333396651,0.0574251758,0.0560376574,0.0787242843,0.7530974399,0.1756090871,0.7500506302,0.1178797275,0.8293083453,0.9080798689,0.6574679792,0.5268246027,0.7358691236,0.419089121
0.03,0.45,0.1255437569,0.0395282608,0.8349279823,0.0569776622,0.0551482819,0.0777247128,0.7558714607,0.1728539352,0.7524536723,0.1162743001,0.8450079442,0.9167939814,0.6670734769,0.5608567022,0.7566710811,0.428671816
0.03,0.47,0.124055986,0.0392043418,0.8367396722,0.0568223917,0.0546526587,0.0773323907,0.7583309887,0.1714782965,0.7551200057,0.1159443936,0.8828223182,0.9349148269,0.6832177925,0.586050401,0.7771539602,0.443145647
0.03,0.49,0.1228082979,0.0384756668,0.8387160353,0.0564914171,0.0539717069,0.0768314465,0.7617647017,0.1697183666,0.7580892634,0.115166222,0.9256803404,0.9500989885,0.6975197658,0.6094755797,0.7956478893,0.4665573552
0.05,0.01,0.1736131681,0.4183819759,0.4080048559,0.0682905201,0.2870601822,0.2928090249,-0.4287590959,0.8615715142,0.5040701253,0.2109073819,0.8649699283,0.8992409993,0.4387413571,0.1252666346,0.6029768238,0.3152092936
0.05,0.03,0.1677129289,0.2901243261,0.542162745,0.0668126613,0.2288926576,0.2358679869,-0.0380859071,0.6872585762,0.4695971721,0.2023976533,0.8563665144,0.7238257102,0.5350340846,0.141723827,0.5337350975,0.2783442505
0.05,0.05,0.1636070982,0.2331597101,0.6032331917,0.0660438664,0.1925466293,0.2010316749,0.1369137716,0.5787597474,0.4834839147,0.2018083317,0.8459207647,0.6724148487,0.5619038155,0.1599816613,0.4941019608,0.2687626744
0.05,0.07,0.1609056307,0.2006021352,0.6384922341,0.0653095473,0.1694125172,0.1784847133,0.2372879637,0.5091594157,0.5020533438,0.2010246517,0.8331943493,0.6543454613,0.5687932846,0.1788455681,0.4782395898,0.2641366049
0.05,0.09,0.1575777484,0.177840397,0.6645818545,0.0644574111,0.1581463967,0.1681311831,0.3089010604,0.4759794799,0.5287119649,0.198019072,0.8231498241,0.6665348584,0.5758986473,0.1979122613,0.4928309821,0.2659887108
0.05,0.11,0.1550665191,0.1572971043,0.6876363766,0.0642113683,0.1389951892,0.150412398,0.373042168,0.4189790502,0.5476980755,0.1939999198,0.8116721826,0.6465505052,0.5747071062,0.2192111374,0.4627667269,0.2678851795
0.05,0.13,0.1529801835,0.1451304317,0.7018893848,0.0634149213,0.1299276814,0.1412569165,0.4116285214,0.3912861604,0.5634959831,0.1892709223,0.7993726199,0.6533930803,0.5688645316,0.2394339368,0.4650883847,0.2708275938
0.05,0.15,0.1503775485,0.1301751705,0.719447281,0.0628033084,0.1195021904,0.1321477455,0.4590969401,0.3608118759,0.5852934623,0.1837943927,0.7900326236,0.6545099598,0.5726197022,0.2602811785,0.4547939681,0.2763761498
0.05,0.17,0.1479804335,0.1232658978,0.7287536687,0.0623409835,0.1157775723,0.1283220722,0.4822218731,0.3493616232,0.5980269933,0.1804223951,0.781172882,0.6676340915,0.5681892743,0.2817002211,0.4794680528,0.2816745794
0.05,0.19,0.1460791945,0.1168105117,0.7371102939,0.0619813851,0.1100805572,0.1233708908,0.5034892705,0.3326922306,0.6098594637,0.1740247713,0.771686799,0.6698878614,0.562300911,0.3026853985,0.4897129157,0.2862231689
0.05,0.21,0.1443891884,0.1088604992,0.7467503124,0.0613721701,0.1030566439,0.1173719515,0.5290293141,0.3122810747,0.6221328239,0.1704319656,0.7619847087,0.6752757842,0.5589426583,0.3233285461,0.4742533715,0.2924934324
0.05,0.23,0.1420936195,0.1030148177,0.7548915628,0.060995793,0.0994666414,0.1139312611,0.5488619274,0.301432745,0.6341197558,0.1656628011,0.7581990217,0.6787445996,0.5608079708,0.3431264408,0.4963836046,0.2954569807
0.05,0.25,0.1405402935,0.0970615917,0.7623981148,0.0606943809,0.0952873731,0.1103980916,0.5682749313,0.2892640679,0.644781019,0.1619351098,0.7517713724,0.6853948894,0.5596939086,0.3640848763,0.5017232984,0.3043527806
0.05,0.27,0.1386054915,0.0963186346,0.7650758739,0.060260141,0.0923370731,0.1077802489,0.5724386046,0.280613591,0.6486027065,0.1585354043,0.7508389936,0.6877824829,0.5490466307,0.3824305759,0.5143743386,0.3098273477
0.05,0.29,0.1368550719,0.0880507016,0.7750942264,0.0596008193,0.0878942795,0.1035129257,0.5989928232,0.2671941021,0.6636120256,0.1519871641,0.7488167781,0.693618643,0.558621161,0.4035472496,0.5127802653,0.3173066782
0.05,0.31,0.1352070554,0.0840572714,0.7807356732,0.0594537574,0.0852634299,0.1014651783,0.6126211304,0.2596828134,0.67183447,0.1496375301,0.7546564735,0.7010627343,0.5624765668,0.4188055962,0.5237055986,0.32493584
0.05,0.33,0.1334612061,0.0823766915,0.7841621023,0.0588135497,0.0830950823,0.0992487855,0.6194087192,0.2531040364,0.6766088478,0.147558402,0.7602348392,0.7125635258,0.5602741805,0.4374506018,0.5278309256,0.3311874544
0.05,0.35,0.1320377049,0.0783127075,0.7896495876,0.0587767298,0.0791522167,0.0960425576,0.6330241725,0.241564797,0.6846854001,0.1432705494,0.7667189143,0.7093512336,0.5624884056,0.4632674904,0.5235395342,0.338571425
0.05,0.37,0.1300259221,0.0739362302,0.7960378477,0.058228557,0.0770213889,0.0941362905,0.6481653872,0.2353668625,0.6942776449,0.1403505104,0.784987862,0.7093196701,0.5736827672,0.4796695213,0.5454509307,0.3498341758
0.05,0.39,0.1286298425,0.0723184918,0.7990516657,0.0577915712,0.0738739732,0.0913419808,0.654414682,0.2260409795,0.6986276288,0.136813846,0.8029170588,0.7106812186,0.5729335816,0.4971345477,0.5347586698,0.3533893558
0.05,0.41,0.1272539008,0.0696578712,0.8030882279,0.0576089501,0.0725252938,0.0901838408,0.6637724854,0.222083999,0.7047281037,0.134876541,0.823322837,0.722601302,0.5795179058,0.5235396931,0.5456998293,0.3689728031
0.05,0.43,0.1257687007,0.0669358375,0.8072954618,0.0572025066,0.0706833124,0.0887481532,0.6734237869,0.2169360146,0.7111079373,0.1324330724,0.8435423077,0.727299921,0.5900974144,0.5582639636,0.5547086759,0.3803070482
0.05,0.45,0.1240764095,0.0643433427,0.8115802478,0.0568010985,0.0691994164,0.0873020078,0.6828935623,0.2124701096,0.7174123612,0.130772662,0.8778590538,0.7445607487,0.6050127234,0.5860147274,0.5523327735,0.3886444069
0.05,0.47,0.1228638555,0.0631182204,0.8140179241,0.0564205171,0.0680922576,0.0865057407,0.6877814832,0.2095292659,0.7210866569,0.1294955104,0.9203533996,0.7502682424,0.6136135085,0.6067618837,0.567430662,0.4048532046
0.05,0.49,0.1217074303,0.0599822901,0.8183102796,0.0561267377,0.0656016311,0.0842826178,0.6983456993,0.2020685567,0.7275134074,0.1262047269,0.9652353448,0.7496214676,0.6209531403,0.639607649,0.5644448577,0.4216569796
0.07,0.01,0.1736637269,0.5421583176,0.2841779555,0.0680191544,0.2656073848,0.2678490156,-0.8001386796,0.7932589564,0.5111815618,0.2161507574,0.8459029654,0.7621491747,0.3063638159,0.1422891621,0.4359054963,0.2820223956
0.07,0.03,0.1669882529,0.3805675724,0.4524441747,0.0666387848,0.2337469642,0.2386176957,-0.3086909701,0.6998282778,0.429589317,0.1944082878,0.8397952025,0.6082819046,0.4328027199,0.1593581376,0.4126474946,0.2729658937
0.07,0.05,0.1628684258,0.3054379262,0.531693648,0.0655684575,0.2051667471,0.2114661029,-0.0791822044,0.6149110973,0.4314413539,0.1921355092,0.8298565402,0.5698542303,0.4789328205,0.1774190677,0.3968581199,0.2662931912
0.07,0.07,0.1602405113,0.2702117328,0.5695477559,0.064941126,0.185657051,0.1930912277,0.0291242904,0.5569822353,0.4396451601,0.1946902758,0.8170255667,0.5620367312,0.4852300873,0.1971761567,0.3944422242,0.264074811
0.07,0.09,0.1565417217,0.2319457279,0.6115125504,0.0643596475,0.161489324,0.1695790768,0.1476210947,0.4842103592,0.4607127504,0.1947299027,0.8086453812,0.5338117171,0.4997058692,0.2174382317,0.374594642,0.2612052301
0.07,0.11,0.1543696933,0.2118716035,0.6337587032,0.063578532,0.1564824107,0.1652512413,0.2100154961,0.4698509634,0.4858254722,0.1942695015,0.7961291383,0.5563432951,0.5063723163,0.2377587472,0.3962255886,0.2641170731
0.07,0.13,0.1516615132,0.192978184,0.6553603028,0.0632772441,0.1459978259,0.1553092361,0.2694039347,0.4384598594,0.5066631913,0.1930230524,0.7867142247,0.5627341214,0.509480698,0.2597871976,0.3935543572,0.2673107286
0.07,0.15,0.149557325,0.1791670654,0.6712756097,0.0626971611,0.1360494505,0.1459062998,0.3129414789,0.4087307118,0.5218833149,0.1912228294,0.776033883,0.561907879,0.5051131359,0.2806712894,0.3914154727,0.2709534697
0.07,0.17,0.1468921341,0.1649170564,0.6881908094,0.0620206193,0.1261877794,0.13708847,0.3583566965,0.3797719914,0.5421813832,0.1854722252,0.7694949169,0.5580066616,0.5067346491,0.3005697221,0.3872562143,0.2742440421
0.07,0.19,0.1448292213,0.1577030028,0.6974677759,0.0615797697,0.123317777,0.1344022399,0.3820617703,0.3712834429,0.5546475524,0.1835374076,0.7615030886,0.5718557821,0.5053480237,0.3219368393,0.404922435,0.2763703425
0.07,0.21,0.1431422144,0.1459529403,0.7109048452,0.0611503016,0.1146350811,0.1261345961,0.4189989645,0.3451062171,0.5712548291,0.1777209781,0.753971334,0.5683630793,0.5034877773,0.3412196308,0.3950614743,0.2814435301
0.07,0.23,0.1410478809,0.1424433892,0.71650873,0.0608638801,0.1132244265,0.1253107185,0.4316219517,0.3414939667,0.5797726997,0.175918348,0.7503465955,0.5799388044,0.5003157098,0.3624472152,0.4182736266,0.2865388466
0.07,0.25,0.1392294783,0.1343509837,0.726419538,0.0601933986,0.1073434103,0.1195604904,0.4577175706,0.3236870225,0.5922742172,0.1725831302,0.7486118589,0.5854063786,0.498982436,0.3782862333,0.4082997311,0.2907091099
0.07,0.27,0.1374350698,0.1228024422,0.7397624879,0.0597889664,0.1019035263,0.1148510507,0.4941576035,0.3077804779,0.6117005749,0.1666148092,0.7464461977,0.5874998552,0.5110511536,0.4015714827,0.411960224,0.2968776214
0.07,0.29,0.1358667476,0.1211467133,0.7429865391,0.0594955365,0.0999050533,0.1129614406,0.5006931124,0.3018071263,0.6158978113,0.1654664452,0.7503327537,0.5956690079,0.5054274337,0.4170522833,0.4217121329,0.3002220645
0.07,0.31,0.1339793623,0.1164997322,0.7495209055,0.0589320875,0.0967954053,0.1099833192,0.5165214411,0.2925048932,0.6256078837,0.1610719341,0.7575607047,0.5982629014,0.5064314413,0.4346634882,0.4311964904,0.3062323212
0.07,0.33,0.1323531974,0.1111786339,0.7564681687,0.0587489397,0.0951501641,0.1087401452,0.5341109008,0.2879091941,0.6359364445,0.1593943368,0.7644134162,0.6116432411,0.51607949,0.4602103755,0.4440710798,0.3139877168
0.07,0.35,0.1307580248,0.1035228336,0.7657191416,0.0583425607,0.0876677507,0.1022601144,0.5586734745,0.2658523864,0.6490693041,0.1517763042,0.7787830836,0.5991613321,0.5150602617,0.4776732667,0.4186504819,0.3196784015
0.07,0.37,0.1292616846,0.1021077588,0.7686305566,0.0578949943,0.0874602944,0.1022145905,0.5644150391,0.265585439,0.6533719427,0.1519052997,0.7975925872,0.6092473684,0.5206266593,0.4940231106,0.441434695,0.3262319006
0.07,0.39,0.1278428964,0.1007803763,0.7713767272,0.0576364738,0.0870586252,0.1018345429,0.5698159746,0.2644657284,0.6576647267,0.1507403294,0.8177743036,0.6174227078,0.5252303173,0.5190506573,0.4648364909,0.3359245422
0.07,0.41,0.1263462706,0.0942745742,0.7793791552,0.0573368764,0.082772312,0.0977235649,0.5908300068,0.2513606661,0.6693369515,0.1456437805,0.8382504809,0.6220195359,0.5306907035,0.5542911968,0.4474048996,0.3446849032
0.07,0.43,0.1246586925,0.0928757811,0.7824655265,0.0569552651,0.0819877248,0.0968968932,0.5967139644,0.2490203634,0.673928375,0.1445254408,0.870818487,0.632224903,0.5405879857,0.5838098487,0.4600814728,0.3497128758
0.07,0.45,0.1237019317,0.088760667,0.7875374014,0.0566506314,0.0804552163,0.0959938257,0.6100160674,0.2450797965,0.6815121934,0.1432320757,0.9118035367,0.6432582149,0.5541578982,0.6032463877,0.4665301298,0.3625744944
0.07,0.47,0.1219138073,0.0865346521,0.7915515407,0.0562908752,0.0772539814,0.0928119623,0.6184822366,0.2351891188,0.6874344271,0.1388073435,0.9617506561,0.6399116819,0.5516134794,0.6360902288,0.4583308006,0.3741168089
0.07,0.49,0.1209731853,0.0844964473,0.7945303674,0.0559532073,0.074689667,0.0906901378,0.6255374728,0.2277802858,0.6919075945,0.1355952489,1.0079215725,0.6358121059,0.558632541,0.6776515682,0.4587983585,0.3773742664
0.09,0.01,0.1718524655,0.6047849466,0.2233625879,0.0675083314,0.2360726857,0.2357009629,-0.9862073053,0.7013786136,0.5234508516,0.2177273979,0.8303606811,0.6189700423,0.2408199512,0.1593830815,0.3291073117,0.2450037558
0.09,0.03,0.1659389438,0.446037205,0.3880238512,0.066261292,0.2319580778,0.2355825086,-0.5040505588,0.6932124758,0.4241002606,0.1939406979,0.8236701915,0.5265287364,0.3668769844,0.1771597027,0.3377582238,0.2593876991
0.09,0.05,0.1621004749,0.3646328418,0.4732666833,0.0654587873,0.2072642934,0.2124244372,-0.2559990003,0.620123893,0.4002185168,0.1844568287,0.8134930767,0.4892585742,0.4153719582,0.1964795668,0.3340662822,0.2553428893
0.09,0.07,0.1583705502,0.3174812011,0.5241482487,0.0647631867,0.1870088243,0.1929159115,-0.1108141536,0.5595488435,0.4023642661,0.1844197521,0.8044869595,0.4758141576,0.4343938839,0.2166794522,0.3311789631,0.2523866219
0.09,0.09,0.1558293284,0.2864590995,0.5577115721,0.0638764678,0.172579976,0.1791562002,-0.0152066269,0.5165593042,0.414584711,0.1847592202,0.7927560653,0.4761895435,0.4395290493,0.2364616543,0.3291832214,0.2533000981
0.09,0.11,0.1531622809,0.2584565287,0.5883811904,0.0633966244,0.1595413332,0.1666331523,0.071468133,0.4774747956,0.4320979755,0.1881848278,0.7826397783,0.4744694884,0.4457834681,0.2576731426,0.3294043571,0.2561399882
0.09,0.13,0.1505420788,0.2397284964,0.6097294248,0.062834778,0.1541359401,0.1621072649,0.1302724319,0.4620467568,0.4538125469,0.1888634782,0.7737004169,0.4909231863,0.4524874814,0.2785736402,0.3399390925,0.2580548838
0.09,0.15,0.1482069483,0.2223964009,0.6293966508,0.0623602456,0.1452987701,0.1536341188,0.184603849,0.4355492193,0.4709731853,0.1892163701,0.7651357116,0.4954973391,0.4532500083,0.2993766783,0.3396175262,0.2613982696
0.09,0.17,0.145906809,0.2048650694,0.6492281215,0.0616447049,0.1380381872,0.1465635185,0.2394979826,0.4137266035,0.4925757132,0.18828834,0.7574137921,0.5012093643,0.4596395256,0.3202514318,0.3452411931,0.2653854977
0.09,0.19,0.1439474417,0.1934881994,0.6625643589,0.0613568384,0.131216163,0.1406181088,0.2755879602,0.3938237206,0.5077427072,0.1855944797,0.7513365856,0.5032204912,0.458861671,0.3394537304,0.3477327895,0.267032982
0.09,0.21,0.1420007855,0.1855050523,0.6724941622,0.0609096704,0.1270606946,0.1367955135,0.3014840576,0.3815567877,0.5194682758,0.1846097646,0.7456820946,0.5101470805,0.4552241744,0.3609487092,0.3561837568,0.2721518533
0.09,0.23,0.1402337987,0.1766119899,0.6831542114,0.0605782588,0.1244577789,0.134599621,0.3299302317,0.3740991252,0.5339540115,0.1833419456,0.7440000829,0.5228715096,0.4608328904,0.377453149,0.3690449065,0.2751867549
0.09,0.25,0.1379460849,0.1660102117,0.6960437034,0.0598967053,0.1174505787,0.1279083959,0.3640232799,0.3530924429,0.550150391,0.1786041712,0.7446039369,0.5213426167,0.4616870251,0.3989536127,0.3638381269,0.2794651309
0.09,0.27,0.1363506266,0.1580897633,0.7055596101,0.0597208451,0.1123192255,0.1230543992,0.3893800836,0.3376205672,0.5624048988,0.1752494094,0.7479224261,0.523573976,0.4604262474,0.4162209535,0.3623791771,0.2839105491
0.09,0.29,0.1346854715,0.1497638448,0.7155506838,0.0591770517,0.1085905003,0.1199441653,0.4160229943,0.3269668822,0.5770123183,0.1709131625,0.7536336602,0.5249091801,0.4673840512,0.4328626716,0.37397698,0.2879140128
0.09,0.31,0.1325300104,0.1421601742,0.7253098154,0.0585633525,0.1037463489,0.1155276101,0.4409894669,0.3126665685,0.5900072125,0.1679746824,0.7623828873,0.5291489579,0.4709530448,0.4569314152,0.3668937464,0.2923153943
