pi1,pi2,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
0.01,0.01,0.1671994501,0.0150486878,0.817751862,0.0396060892,0.0219711674,0.0453734496,0.7876544864,0.0770412769,0.7266277931,0.0680601743,0.910958826,0.7890825508,0.899023797,0.0524791895,0.2691069934,0.0557050745
0.01,0.03,0.1645869533,0.015292177,0.8201208698,0.0392324585,0.0222536526,0.0452368411,0.7895365159,0.0776665572,0.7301813047,0.0678552617,0.8974691472,0.7689859821,0.8827069578,0.0622809597,0.2989093919,0.0664249435
0.01,0.05,0.1617860035,0.014487828,0.8237261685,0.038784286,0.0210734155,0.0441815821,0.7947505124,0.0742437065,0.7355892527,0.0662723731,0.8849299816,0.7640379834,0.8688390849,0.072231707,0.308779923,0.0759749002
0.01,0.07,0.1592737316,0.0131985004,0.8275277681,0.0385142969,0.0192434264,0.0429844405,0.8011307673,0.0692686149,0.7412916521,0.0644766608,0.8725218653,0.7626335987,0.8563540308,0.0828314769,0.3147456238,0.0851987231
0.01,0.09,0.1571022244,0.0129117721,0.8299860035,0.0381757705,0.0193184151,0.0427560029,0.8041624594,0.0693444694,0.7449790052,0.0641340044,0.8599111057,0.7671692934,0.8420073619,0.0936566224,0.3351517236,0.0964826183
0.01,0.11,0.1546763809,0.0126436891,0.83267993,0.0377426863,0.0187066613,0.0420344675,0.8073925519,0.0674633507,0.749019895,0.0630517012,0.8484703109,0.7628602349,0.8287402675,0.1045997819,0.3522148615,0.1069341083
0.01,0.13,0.1525933517,0.0116856786,0.8357209698,0.0374103857,0.017753844,0.0414531993,0.8123496126,0.065170723,0.7535814546,0.0621797989,0.8366366403,0.7679515978,0.8171175273,0.1162026399,0.3698802668,0.1179383951
0.01,0.15,0.1504458885,0.0116490877,0.8379050237,0.0371970191,0.0173221481,0.040875216,0.8146068483,0.0636038857,0.7568575356,0.061312824,0.8255101837,0.7713197129,0.8037096077,0.1286626367,0.3702231984,0.1292119374
0.01,0.17,0.1483914521,0.010715871,0.8408926768,0.0370367182,0.0162088624,0.0403349129,0.8194609348,0.0609396581,0.7613390152,0.0605023694,0.8145998307,0.7774661549,0.7935344487,0.1418972469,0.3723944641,0.1408917136
0.01,0.19,0.1461779055,0.0106698825,0.8431522119,0.0367370799,0.0162930439,0.0400728164,0.8218124469,0.0609183507,0.7647283179,0.0601092247,0.8049098444,0.7857258471,0.7815843594,0.1552050174,0.4000577794,0.1539493673
0.01,0.21,0.1443973507,0.0099571107,0.8456455386,0.0363167213,0.0150217757,0.0390742847,0.8257313172,0.0574152694,0.7684683079,0.0586114271,0.7939408611,0.779842368,0.7711849747,0.1685480358,0.3951077602,0.1644590779
0.01,0.23,0.1425435641,0.0096396901,0.8478167458,0.0361400075,0.0150776096,0.0390639055,0.8285373657,0.0577041742,0.7717251187,0.0585958582,0.7837584616,0.7926824722,0.7601219259,0.1836744514,0.431002299,0.179442432
0.01,0.25,0.1406627343,0.0097328168,0.8496044489,0.0359515027,0.0149154778,0.0387683409,0.8301388153,0.0570855545,0.7744066733,0.0581525113,0.7742745216,0.7901613097,0.7477409112,0.1994585972,0.4559966132,0.1938357606
0.01,0.27,0.1390084479,0.0093938015,0.8515977506,0.035600909,0.0146190459,0.0382449001,0.8328101475,0.0559952385,0.7773966258,0.0573673502,0.7640456114,0.8079871246,0.7368287863,0.2150793518,0.4595355507,0.2075510528
0.01,0.29,0.1370948763,0.0088144464,0.8540906773,0.0354174822,0.0140633981,0.0379368735,0.8364617846,0.0547311431,0.781136016,0.0569053103,0.7560291262,0.818818474,0.7295695586,0.2323599916,0.4645320139,0.2225238185
0.01,0.31,0.1353139215,0.009171857,0.8555142214,0.0351249518,0.0143826907,0.0377887121,0.8371705074,0.0552956288,0.7832713322,0.0566830682,0.7479600297,0.8332826151,0.7167740301,0.2495992366,0.4954921398,0.2387600153
0.01,0.33,0.1337865534,0.0085543614,0.8576590852,0.0348689614,0.0134817717,0.0371754925,0.8405503624,0.052961418,0.7864886278,0.0557632388,0.7389481564,0.8358703895,0.7090461713,0.2673615241,0.4762494554,0.2528858607
0.01,0.35,0.1321586103,0.0082657836,0.8595756061,0.0345964522,0.0132100573,0.0368369326,0.843044039,0.0521927532,0.7893634091,0.0552553989,0.7316401222,0.8435185703,0.7010719832,0.2853586026,0.4941579525,0.2683305545
0.01,0.37,0.1307965509,0.0083210197,0.8608824294,0.0345360632,0.0133465646,0.0368718286,0.8442403899,0.0525537879,0.7913236441,0.0553077428,0.7232296563,0.8602925126,0.6897202133,0.305433679,0.5239383346,0.2862678112
0.01,0.39,0.1291373657,0.0078470382,0.8630155961,0.034261213,0.012596584,0.0363296497,0.8473215196,0.0506350913,0.7945233942,0.0544944745,0.718864599,0.8557629593,0.6856381184,0.3239171061,0.5134883275,0.3008682461
0.01,0.41,0.1276290427,0.0074873782,0.8648835791,0.0341139226,0.0122493731,0.0361224097,0.8499088228,0.0498723257,0.7973253687,0.0541836146,0.7150530825,0.8611669582,0.6813193465,0.3435387273,0.5260156927,0.3178475906
0.01,0.43,0.1262709323,0.0076032992,0.8661257686,0.0338856978,0.0125186744,0.0359534618,0.8509191702,0.0502172925,0.7991886528,0.0539301927,0.7122592332,0.8749823544,0.6736409631,0.3613774738,0.5747639715,0.3336564296
0.01,0.45,0.1248325919,0.0076812797,0.8674861285,0.0335959082,0.0124625986,0.0356777052,0.8521235691,0.0499321942,0.8012291927,0.0535165577,0.7115932462,0.8841014032,0.6684609043,0.3809159234,0.5940749523,0.3489944573
0.01,0.47,0.1234162959,0.0070287428,0.8695549613,0.0334522307,0.0118206807,0.0353646112,0.8554974756,0.0484998417,0.8043324419,0.0530469168,0.7152138809,0.881364716,0.6726311231,0.3998575357,0.5911915435,0.3649669354
0.01,0.49,0.1221112222,0.0072882779,0.8706004999,0.0331836381,0.0120934347,0.0352074128,0.856023944,0.0489273447,0.8059007498,0.0528111193,0.719547881,0.8957681437,0.6687128863,0.4196251022,0.6360635271,0.3818978479
0.03,0.01,0.1671464634,0.0463370657,0.7865164709,0.0394185279,0.038656183,0.0552665395,0.6938423394,0.1225615494,0.6797747063,0.0828998093,0.8987780586,0.7168559884,0.8622211092,0.0594226369,0.222955605,0.0670983937
0.03,0.03,0.1646699825,0.0452382404,0.7900917771,0.03930088,0.0371946047,0.0540565819,0.6996152962,0.118227981,0.6851376656,0.0810848728,0.8849803609,0.6849057141,0.8432847813,0.0698990917,0.24015211,0.0770778458
0.03,0.05,0.161340015,0.0413756561,0.7972843289,0.0386668673,0.0347635581,0.0520374751,0.7145330167,0.1112855471,0.6959264934,0.0780562126,0.8734723454,0.677163909,0.8309491843,0.0797591594,0.247508858,0.0856439676
0.03,0.07,0.1592036491,0.0394542364,0.8013421145,0.0384091571,0.033141175,0.0504970226,0.7224336416,0.1062513344,0.7020131717,0.0757455339,0.8602237704,0.66019607,0.8150769761,0.0906816936,0.2570567664,0.0946509452
0.03,0.09,0.1566884279,0.0379776056,0.8053339665,0.0379727701,0.0325668812,0.0496439378,0.7293787553,0.1042751631,0.7080009498,0.0744659067,0.8483997682,0.6471022673,0.8000547241,0.1015494865,0.2660245222,0.1048535623
0.03,0.11,0.1545809048,0.0377982504,0.8076208448,0.0378535513,0.0320401848,0.0493565769,0.7320243439,0.1029653973,0.7114312672,0.0740348654,0.8360443563,0.6242250437,0.7820267124,0.1137083269,0.2754461978,0.1164593389
0.03,0.13,0.1521505124,0.0355963009,0.8122531867,0.0373111861,0.0308922483,0.0482472635,0.7410605849,0.0996249572,0.7183797801,0.0723708952,0.8252366007,0.6240872972,0.7703394146,0.1250348159,0.2773910427,0.1262780305
0.03,0.15,0.1500931767,0.0337487128,0.8161581105,0.0370584266,0.0292110564,0.0468089941,0.7486606848,0.094584918,0.7242371657,0.0702134911,0.8137825667,0.6174375335,0.7580281996,0.137761778,0.2819746783,0.1350930499
0.03,0.17,0.1479743064,0.0323251687,0.8197005249,0.0368522186,0.0278655274,0.0459087561,0.7550501875,0.0909153196,0.7295507873,0.0688631342,0.8030955829,0.610457807,0.7457336575,0.1512552274,0.284989601,0.145365473
0.03,0.19,0.1457553612,0.0311549613,0.8230896776,0.0364467618,0.0271604089,0.0449193118,0.7607797551,0.0884456199,0.7346345164,0.0673789677,0.7934708282,0.606197115,0.7339430387,0.1645089425,0.2905456948,0.1553628659
