arena_r,interac_r,pi1,pi2,q1,q2,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m,sdm,k0,k1,k2,sdk0,sdk1,sdk2
20.0,3.0,0.3,0.3,7,10,0.0,0.163677652,0.3438366123,0.4924857357,0.0625635928,0.0805869318,0.0847609911,-0.1951874888,0.2295438781,0.2593199557,0.1052654762,0.7846137001,0.1859458809,0.1659741749,0.5847860444,0.1422035275,0.1247910833
20.0,3.0,0.3,0.3,7,10,0.05,0.1710364552,0.3412194094,0.4877441354,0.063688668,0.0800615605,0.0844752516,-0.1946946835,0.2274968843,0.252359553,0.1048670913,0.7988924198,0.1848658312,0.1658978572,0.6053406414,0.1413746688,0.1241129069
20.0,3.0,0.3,0.3,7,10,0.1,0.179047381,0.338590281,0.482362338,0.0648221033,0.0798064951,0.0842979616,-0.194818224,0.2261174226,0.2446733317,0.1043599458,0.8252609375,0.1845042583,0.1662358794,0.6346511005,0.1413139034,0.124692451
20.0,3.0,0.3,0.3,7,10,0.15,0.1875057664,0.3345520049,0.4779422287,0.0658876627,0.0798017253,0.0845008576,-0.191161781,0.2257182066,0.2379932517,0.1048613488,0.8652280337,0.1858463173,0.1680230545,0.6703282239,0.1413870317,0.1255966236
20.0,3.0,0.3,0.3,7,10,0.2,0.196910201,0.3310029635,0.4720868354,0.0673389142,0.0795489585,0.0846631569,-0.1899190917,0.2245054843,0.2298185811,0.1045504604,0.9254672413,0.1864150289,0.1704404536,0.7203256693,0.1418681257,0.1276755182
20.0,3.0,0.3,0.3,7,10,0.25,0.2073200985,0.3249337666,0.4677461349,0.0683979243,0.0788895511,0.0840407527,-0.1821213982,0.2217506706,0.2224783447,0.1041110556,1.0033477162,0.1880708258,0.1712087211,0.7734906458,0.1424562401,0.1286418476
20.0,3.0,0.3,0.3,7,10,0.3,0.2185249402,0.32094862,0.4605264398,0.0698738937,0.0788745743,0.0841695194,-0.1813708002,0.2209434153,0.2128449673,0.103315391,1.1073089969,0.1908094065,0.176113975,0.8350798809,0.1437710126,0.1318050972
20.0,3.0,0.3,0.3,7,10,0.35,0.2315780341,0.3158820295,0.4525399364,0.0710715317,0.0782976538,0.0839877387,-0.1792241225,0.2187295844,0.2019115221,0.1021659663,1.2423894942,0.1937384293,0.1825225478,0.9008828259,0.1448743729,0.1351734187
20.0,3.0,0.3,0.3,7,10,0.4,0.2466664762,0.3101711001,0.4431624237,0.072733295,0.0783924506,0.0839154908,-0.1771797765,0.2177554184,0.1902112329,0.1000517847,1.4207108296,0.1990648358,0.191306743,0.9748026039,0.1484317443,0.1409341953
20.0,3.0,0.3,0.3,7,10,0.45,0.2630468811,0.30393723,0.4330158889,0.074394187,0.0776480896,0.083863652,-0.1748585711,0.2149551143,0.1781624951,0.0974131518,1.6326746335,0.2042903458,0.2031276977,1.044760818,0.1511900885,0.1472734087
20.0,3.0,0.3,0.3,7,10,0.5,0.2812826079,0.2949584747,0.4237589174,0.075824486,0.0767425342,0.0831522532,-0.1661580319,0.2111413878,0.1675840326,0.0944042276,1.8852535035,0.2144615853,0.2151485135,1.1050847316,0.1555949796,0.1516397488
20.0,3.0,0.3,0.3,7,10,0.55,0.3031976292,0.287305745,0.4094966258,0.0777060906,0.07624981,0.0828242241,-0.1651148641,0.2082961459,0.1558338273,0.0890849454,2.204137061,0.2253984055,0.2370174123,1.1677429523,0.1600762645,0.1601525535
20.0,3.0,0.3,0.3,7,10,0.6,0.3287772343,0.2761172564,0.3951055093,0.079543021,0.0755918185,0.0825341259,-0.1571290035,0.2051004622,0.148915414,0.0843320272,2.5900959925,0.2438281518,0.2621228629,1.2194091665,0.1671640593,0.1681967651
20.0,3.0,0.3,0.3,7,10,0.65,0.3596031706,0.2634237155,0.3769731139,0.0810629794,0.0747991282,0.0820605646,-0.1498743171,0.2015660016,0.1480310637,0.081197599,3.0643099115,0.2679589966,0.2969532861,1.2585747091,0.1747705941,0.1771111648
20.0,3.0,0.3,0.3,7,10,0.7,0.3955588246,0.2498780305,0.3545631449,0.0828763945,0.0733995425,0.0807526894,-0.1451929161,0.1953226921,0.1589762916,0.0849116646,3.6238731526,0.2967412467,0.3443063073,1.2933895386,0.1804665204,0.1833758868
