lamb,f0_pool_avg,f1_pool_avg,f2_pool_avg,f0_pool_std,f1_pool_std,f2_pool_std,f0_trajs_avg,f1_trajs_avg,f2_trajs_avg,f0_trajs_std,f1_trajs_std,f2_trajs_std
0.0,0.16762857142857143,0.37077142857142853,0.4616,0.06237811625686609,0.08469137729282185,0.08719325942867324,0.1676285714285714,0.37077142857142853,0.4616,0.003599206261703499,0.018331215709487314,0.01809868638823249
0.1,0.16172011661807578,0.3605597667638484,0.47772011661807573,0.06253460822197401,0.08516140364233635,0.08858873130712115,0.16172011661807578,0.3605597667638484,0.47772011661807573,0.004329798456273452,0.023173967441060782,0.025452930959852956
0.2,0.15541690962099125,0.340798833819242,0.5037842565597668,0.06059694603003665,0.09186808498171097,0.09734761529071811,0.15541690962099125,0.340798833819242,0.5037842565597668,0.004205452197307085,0.029122898304205724,0.03139699079176206
0.30000000000000004,0.14693142857142857,0.3269657142857143,0.5261028571428571,0.060484204313428575,0.09566455663367895,0.10236124521736231,0.14693142857142855,0.3269657142857143,0.5261028571428572,0.004993321253720527,0.034248641385238844,0.03716512563230893
0.4,0.14095626822157434,0.3057142857142857,0.5533294460641399,0.058366363657206634,0.09906434410634075,0.10582195369715544,0.1409562682215743,0.30571428571428566,0.5533294460641399,0.004221107201575301,0.03188520642875913,0.03428404033913647
0.5,0.13457142857142856,0.2773257142857143,0.5881028571428571,0.05616811500181525,0.10119046111372436,0.10851506446722746,0.13457142857142856,0.27732571428571423,0.5881028571428571,0.004398144321118597,0.03607872390159257,0.03928685754180655
0.6000000000000001,0.129,0.2389142857142857,0.6320857142857144,0.054482163342225866,0.09939965096641384,0.10929186163849607,0.12899999999999998,0.2389142857142857,0.6320857142857143,0.004207767356027298,0.04448093377378397,0.047337752979443995
0.7000000000000001,0.12431428571428571,0.22613714285714287,0.6495485714285715,0.053276322420116845,0.11412539097547979,0.12413800865100397,0.12431428571428571,0.22613714285714281,0.6495485714285715,0.004396380700679377,0.05385438386263917,0.05714800233978937
0.8,0.11604571428571431,0.15534285714285714,0.7286114285714286,0.05254506668235431,0.09782129061691623,0.10943565079674047,0.11604571428571427,0.15534285714285714,0.7286114285714284,0.004513692546924664,0.05129115768963357,0.05455048244235679
0.9,0.10903790087463555,0.09402915451895044,0.796932944606414,0.0508596551244248,0.08366550972390573,0.09776130993897125,0.10903790087463554,0.09402915451895043,0.7969329446064138,0.0036492141994393097,0.04460450461814107,0.04723726832245853
