iter,f0,f1,f2,k0,k1,k2
0.0,1.0,0.0,0.0,2.6760563380000004,1.0,0.6211180124000001
1.0,0.9799040000000001,0.009744000000000001,0.010352000000000002,2.593974084504,0.9686026666600002,0.6024715528000001
2.0,0.9447679999999998,0.027208,0.028024000000000004,2.4504608450679997,0.9123297777720001,0.570639999996
3.0,0.885032,0.057136000000000006,0.057832,2.206468732392,0.8158951111200001,0.516948571432
4.0,0.787816,0.10459199999999999,0.10759200000000003,1.8093892957759998,0.662981333336,0.42731875776399997
5.0,0.644392,0.17385600000000004,0.18175199999999997,1.223572957744,0.439797333332,0.293738633544
6.0,0.4633440000000001,0.26168800000000003,0.274968,0.4840811267639999,0.156783111116,0.125834037268
7.0,0.288416,0.34624000000000005,0.365344,0.23041352112399996,0.11845511111199998,0.052232546587999994
8.0,0.17373599999999997,0.398872,0.42739200000000005,0.698824788724,0.28525422221600005,0.14871850931200004
9.0,0.12990400000000002,0.417272,0.452824,0.877856901424,0.34454311110800007,0.19452770185999999
10.0,0.117264,0.4205119999999999,0.462224,0.9294850704200002,0.3549831111,0.21145937887199998
11.0,0.11529599999999997,0.41980800000000007,0.46489600000000003,0.9375233802800002,0.35271466666400003,0.21627229813999999
12.0,0.11395200000000001,0.4173279999999999,0.46872,0.9430129577400002,0.34472355555999995,0.22316024845200005
13.0,0.113072,0.41610400000000003,0.470824,0.94660732394,0.340779555548,0.22695006211200006
14.0,0.11382400000000001,0.414176,0.47199999999999986,0.9435357746479999,0.33456711111600007,0.229068322984
15.0,0.11407999999999996,0.41071199999999997,0.475208,0.9424901408360001,0.323405333328,0.23484670807600005
16.0,0.114408,0.4084239999999999,0.47716800000000015,0.9411504225359998,0.31603288888799996,0.23837714285600003
17.0,0.114536,0.4056240000000001,0.47983999999999993,0.94062760564,0.307010666668,0.243190062108
18.0,0.11348800000000002,0.40408,0.482432,0.9449081690240001,0.302035555568,0.24785888197999997
19.0,0.11380799999999999,0.400672,0.48552000000000006,0.9436011267600002,0.29105422222399996,0.25342111801999995
20.0,0.11432799999999997,0.3983440000000001,0.48732799999999993,0.9414771831039999,0.283552888884,0.2566777639799999
21.0,0.11392000000000001,0.39712000000000003,0.48896,0.9431436619720001,0.27960888888,0.259617391292
22.0,0.11364,0.39548800000000006,0.490872,0.944287323948,0.274350222224,0.26306136644799993
23.0,0.11296,0.39308800000000005,0.493952,0.947064788732,0.266616888884,0.26860919254
24.0,0.11452799999999998,0.390312,0.49516,0.940660281696,0.25767199999600005,0.270785093168
25.0,0.11343199999999998,0.3884320000000001,0.4981359999999999,0.945136901408,0.25161422221600005,0.276145590056
26.0,0.11366399999999997,0.38636000000000004,0.499976,0.9441892957720002,0.244937777768,0.279459875772
27.0,0.114528,0.38427999999999995,0.5011920000000002,0.940660281692,0.238235555552,0.28165018634
28.0,0.11455200000000003,0.3826319999999999,0.502816,0.940562253524,0.23292533332799997,0.28457540372800005
29.0,0.11500800000000004,0.380416,0.504576,0.9386997183160001,0.225784888884,0.28774559005200007
30.0,0.11356800000000002,0.37930400000000014,0.5071280000000001,0.944581408456,0.22259999999999994,0.29234236024400007
31.0,0.111448,0.37831200000000004,0.5102400000000001,0.9532405633759999,0.21991911111600002,0.29794782609199993
32.0,0.11409600000000002,0.37563199999999997,0.5102720000000001,0.942424788728,0.21154133332400002,0.298005465848
33.0,0.1148,0.373536,0.5116640000000001,0.9395492957720002,0.20643733333200004,0.30051279503199996
34.0,0.11646399999999998,0.3703679999999999,0.513168,0.9327526760519999,0.196023111112,0.30322186335999995
35.0,0.11419999999999998,0.369632,0.5161680000000001,0.942000000004,0.19452800000800002,0.3086255900639999
36.0,0.11279200000000002,0.36696000000000006,0.5202479999999999,0.947750985916,0.187207111116,0.31597465837199995
37.0,0.11217600000000001,0.3643999999999999,0.5234240000000001,0.9502670422399998,0.17813333334,0.32169540373199995
38.0,0.11456799999999998,0.361432,0.524,0.9404969014080001,0.169600888888,0.32273291926
39.0,0.11424799999999997,0.359888,0.525864,0.941803943664,0.16529599999599998,0.326090434776
40.0,0.11325600000000001,0.35890400000000006,0.5278400000000001,0.945855774648,0.16130044445199998,0.3296496894399999
41.0,0.11279200000000002,0.357192,0.5300159999999999,0.94775098592,0.15753688888800002,0.33356919253999995
42.0,0.11231200000000001,0.35652,0.5311680000000001,0.949711549296,0.153103111112,0.335644223612
43.0,0.11528000000000001,0.352096,0.532624,0.937588732392,0.14062400001199996,0.33826683229200005
44.0,0.11172,0.3519039999999999,0.5363760000000001,0.9521295774759999,0.13797155554400004,0.34502509318
45.0,0.11432000000000002,0.347864,0.537816,0.941509859164,0.12924177777600002,0.347618881988
46.0,0.113072,0.34634399999999993,0.5405839999999998,0.9466073239519995,0.127695111112,0.3526047204959999
47.0,0.111496,0.3446080000000001,0.5438959999999999,0.953044507044,0.12086399999599999,0.3585704347759999
48.0,0.112592,0.3423840000000001,0.5450240000000001,0.9485678873200001,0.11806577777999999,0.36060223603200003
49.0,0.11211999999999998,0.340664,0.547216,0.9504957746560002,0.116699555552,0.36455055901199995
50.0,0.113496,0.3373680000000001,0.549136,0.9448754929599998,0.10905511111199999,0.3680089440960001
51.0,0.113296,0.33619200000000005,0.5505119999999999,0.9456923943719998,0.10681244444400001,0.37048745342000006
52.0,0.11292800000000001,0.33515999999999996,0.5519120000000001,0.947195492956,0.10343555556000002,0.373009192548
53.0,0.11376000000000003,0.332048,0.5541920000000001,0.943797183092,0.094851555556,0.377116024836
