binCenters,prob,dprob,poisson
0.0,0.0063516260162601625,0.0005169584666098419,0.016662461843059903
1.0,0.0378980352303523,0.0012425553061559626,0.06822606433351146
2.0,0.1080199864498645,0.0020198841012723096,0.13967911519567014
3.0,0.20075372628726287,0.002606567329802441,0.1906432232552918
4.0,0.25055047425474253,0.0028197826827208,0.1951517869488928
5.0,0.2132029132791328,0.0026651690968341624,0.15981357972886207
6.0,0.12516937669376693,0.00215331647522462,0.10906203091563282
7.0,0.046578590785907856,0.001371299925323607,0.06379500741313313
8.0,0.01016260162601626,0.0006526513037972134,0.03265185481683577
9.0,0.001312669376693767,0.00023560759002061934,0.014855131441388066
