interac_r,avgDegree,stdDegree
40.0,2.1469342818428183,1.1601176896964835
50.0,3.036500677506775,1.3284102521821044
60.0,4.094596883468835,1.5476109112496632
70.0,5.611703929539296,1.9487128012405976
80.0,7.140074525745257,2.2999078854834134
90.0,8.806995257452575,2.679484283537182
100.0,10.668275745257452,3.0992862968723642
