binCenters,prob,dprob,poisson
0.0,0.004697154471544716,9.747932041915564e-05,0.006275018399429314
1.0,0.022052845528455284,0.0002093666287371677,0.031821740664520586
2.0,0.06284146341463415,0.000345976918641703,0.08068686930161803
3.0,0.12185365853658536,0.0004663588076527274,0.13639251534208877
4.0,0.17441463414634145,0.000540990828300032,0.17291771017724508
5.0,0.19986178861788617,0.0005701181129735659,0.1753793273359472
6.0,0.1847520325203252,0.0005532952265503859,0.14822998959679368
7.0,0.1283170731707317,0.0004768029580232628,0.10738582713234385
8.0,0.06708130081300813,0.0003566482402378024,0.06807159207615358
9.0,0.025461382113821138,0.00022457321824970747,0.038355913202765296
10.0,0.0070447154471544714,0.00011923781858513367,0.019450969625846234
11.0,0.0015304878048780488,5.5731379039720894e-05,0.00896721327344399
12.0,9.146341463414634e-05,1.3633937292409454e-05,0.0037895285334532897
