interac_r,avgGC,stdGC
35.0,258.5945945945946,68.71069764441046
40.0,403.8918918918919,41.612617488672626
45.0,457.56756756756755,29.649794257105356
50.0,480.2972972972973,12.95911421911416
60.0,490.18918918918916,1.7984653794177434
70.0,491.5405405405405,1.0550930430239536
80.0,491.86486486486484,0.664227336618622
90.0,492.0,0.0
