interac_r,avgDegree,stdDegree
35.0,0.3741410804942241,0.5837827578700434
40.0,1.068535287567088,0.8986222226613458
50.0,1.7634077962818764,1.0784479582229274
60.0,2.5534434927253495,1.259212448670435
70.0,3.631904149885989,1.557920812547183
80.0,4.87506244784384,1.8529638506900696
85.0,5.546025805263202,1.9967572270120801
90.0,6.257538396702196,2.148568065583574
95.0,7.013468848643172,2.31183512025089
