interac_r,avgDegree,stdDegree
40.0,0.8447755557462878,0.8103678082244175
50.0,1.4286695194771755,0.9876213437115519
60.0,2.074604019274863,1.1603568677699863
70.0,2.8853346739090453,1.3987242255103693
80.0,3.820846279289331,1.6457397680402919
90.0,4.865607121399758,1.9069452833490426
