interac_r,avgGC,stdGC
35.0,33.19178082191781,9.32467272810191
40.0,114.38356164383562,47.6147870829906
45.0,248.35616438356163,65.92697700954302
50.0,380.73972602739724,39.813616242199146
60.0,475.5342465753425,10.930768677655111
70.0,488.8904109589041,4.849972867698763
80.0,491.32876712328766,1.1942188886412803
90.0,491.958904109589,0.19851201022177312
