interac_r,avgDegree,stdDegree
40.0,2.79402332361516,1.2892405322854577
50.0,3.6228571428571428,1.4554740343692265
60.0,4.580816326530612,1.686431680129707
65.0,5.184139941690962,1.8469814009039527
70.0,5.864139941690962,2.04281355832113
80.0,7.043032069970845,2.350401520593751
90.0,8.285714285714286,2.6936703692748
100.0,9.572011661807581,3.0440551976781287
