interac_r,avgDegree,stdDegree
40.0,0.903522872183893,0.8371116560658323
45.0,,
50.0,1.4750933525161036,1.0117082318360993
55.0,,
60.0,2.1107085635810745,1.1855560066931818
65.0,,
70.0,2.9410201746068076,1.4409323215499492
80.0,3.873421181702253,1.697747190658095
90.0,4.876819801850702,1.9527322643936995
100.0,5.974425007357028,2.234666632724861
