interac_r,avgDegree,stdDegree
40.0,1.729784735812133,1.0722333225954275
45.0,2.0810697977821264,1.1548939078446998
50.0,2.438538812785388,1.2359950281780192
55.0,2.8158643183300716,1.3254353934623897
60.0,3.2370254403131113,1.4349823875965224
65.0,3.725061969993477,1.5684842794373306
70.0,4.321148075668623,1.755351965120554
80.0,5.389197651663405,2.0333984216018655
90.0,6.5181735159817356,2.3166804430425794
100.0,7.728297455968689,2.6375123259695443
