interac_r,mcs
35.0,11.081065651760229
40.0,17.881801125703564
45.0,15.515974440894569
50.0,8.464347826086957
60.0,4.173913043478261
70.0,1.9090909090909087
80.0,1.5
90.0,1.0
100.0,
